sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,450,153760,-0.00016092,2.7274,0.68172,0.0000065036,0.0039816531,0.0014598713
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,500,147130,-0.00016772,2.6864,0.79908,0.0000067967,0.0041387667,0.0015406368
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,550,140500,-0.00017453,2.6455,0.91644,0.0000071174,0.0042797313,0.00161774
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,600,133870,-0.00018133,2.6045,1.0338,0.0000074699,0.0044017218,0.0016900448
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,650,127230,-0.00018814,2.5636,1.1512,0.0000078598,0.004503517,0.0017567159
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,700,120600,-0.00019494,2.5227,1.2685,0.0000082919,0.0045829934,0.0018167017
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,750,113970,-0.00020175,2.4817,1.3859,0.0000087742,0.004638928,0.0018692542
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,800,107340,-0.00020855,2.4408,1.5032,0.0000093162,0.0046685496,0.0019127129
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,850,100710,-0.00021536,2.3998,1.6544,0.0000099295,0.0046709227,0.00194638
27914,10.1038/nature23667,25167,3(b),31359,MNC03R,undefined,300,,-0.0001405,,,,,
