sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical resistivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Electrical conductivity,Figure of merit Z
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,200,,0.0044848,,2.9766,0.75888,,0.0015066855
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,250,,0.0046358,,2.8863,0.87952,,0.0016061393
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,300,,0.0047867,,2.7961,1.0001,,0.0017119202
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,350,,,,4.401,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,400,,,,4.0795,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,450,,,,3.758,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,500,,,,3.4365,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,550,,,,3.115,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,600,,,,2.7934,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,650,,,,2.4719,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,700,,,,2.1504,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,350,,,,3.2649,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,400,,,,3.0425,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,450,,,,2.8201,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,500,,,,2.5977,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,550,,,,2.3753,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,600,,,,2.1529,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,650,,,,1.9305,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,700,,,,1.7081,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,350,,,,2.7326,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,400,,,,2.5393,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,450,,,,2.346,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,500,,,,2.1527,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,550,,,,1.9594,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,600,,,,1.7661,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,650,,,,1.5728,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,700,,,,1.3795,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,350,,,,2.2335,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,400,,,,2.1156,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,450,,,,1.9977,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,500,,,,1.8797,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,550,,,,1.7618,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,600,,,,1.6439,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,650,,,,1.526,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,700,,,,1.4081,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,350,,,,2.1386,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,400,,,,2.0148,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,450,,,,1.8911,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,500,,,,1.7674,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,550,,,,1.6437,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,600,,,,1.5199,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,650,,,,1.3962,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,700,,,,1.2725,,,
