sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
23953,10.1016/j.joule.2019.10.010,25294,5(a),31517,Sb2Si2Te6/Si2Te3_ 5 Te in-plane,undefined,350,46262,0.83903,0.00014827,1.1245,0.29082,0.000021616,0.0010170235,0.0009044228
23953,10.1016/j.joule.2019.10.010,25294,5(a),31517,Sb2Si2Te6/Si2Te3_ 5 Te in-plane,undefined,400,43063,0.78065,0.0001603,1.0581,0.4189,0.0000232218,0.0011065507,0.0010457903
23953,10.1016/j.joule.2019.10.010,25294,5(a),31517,Sb2Si2Te6/Si2Te3_ 5 Te in-plane,undefined,450,39865,0.72226,0.00017232,0.99168,0.54698,0.0000250847,0.0011837586,0.0011936901
23953,10.1016/j.joule.2019.10.010,25294,5(a),31517,Sb2Si2Te6/Si2Te3_ 5 Te in-plane,undefined,500,36667,0.66388,0.00018435,0.92527,0.67507,0.0000272725,0.0012461252,0.0013467692
23953,10.1016/j.joule.2019.10.010,25294,5(a),31517,Sb2Si2Te6/Si2Te3_ 5 Te in-plane,undefined,550,33469,0.60549,0.00019638,0.85886,0.80315,0.0000298784,0.0012907355,0.0015028474
23953,10.1016/j.joule.2019.10.010,25294,5(a),31517,Sb2Si2Te6/Si2Te3_ 5 Te in-plane,undefined,600,30271,0.54711,0.00020841,0.79245,0.93123,0.0000330349,0.0013148127,0.0016591743
23953,10.1016/j.joule.2019.10.010,25294,5(a),31517,Sb2Si2Te6/Si2Te3_ 5 Te in-plane,undefined,650,27073,0.48872,0.00022044,0.72604,1.0593,0.0000369372,0.0013155798,0.0018119935
23953,10.1016/j.joule.2019.10.010,25294,5(a),31517,Sb2Si2Te6/Si2Te3_ 5 Te in-plane,undefined,700,23875,0.43034,0.00023246,0.65963,1.1874,0.0000418848,0.0012901489,0.0019558676
23953,10.1016/j.joule.2019.10.010,25294,5(a),31517,Sb2Si2Te6/Si2Te3_ 5 Te in-plane,undefined,750,20677,0.37195,0.00024449,0.59322,1.3155,0.0000483629,0.0012359751,0.0020835021
23953,10.1016/j.joule.2019.10.010,25294,5(a),31517,Sb2Si2Te6/Si2Te3_ 5 Te in-plane,undefined,800,17479,0.31357,0.00025652,0.52682,1.4436,0.0000572115,0.0011501621,0.0021832164
23953,10.1016/j.joule.2019.10.010,25294,5(a),31518,Sb2Si2Te6/Si2Te3_ 5 Te cross-plane,undefined,450,36066,0.65388,0.00017072,0.92614,0.56201,0.0000277269,0.0010511551,0.001134985
23953,10.1016/j.joule.2019.10.010,25294,5(a),31518,Sb2Si2Te6/Si2Te3_ 5 Te cross-plane,undefined,500,32975,0.60375,0.00018221,0.86794,0.69418,0.000030326,0.001094786,0.0012613613
23953,10.1016/j.joule.2019.10.010,25294,5(a),31518,Sb2Si2Te6/Si2Te3_ 5 Te cross-plane,undefined,550,29883,0.55362,0.0001937,0.80974,0.82634,0.0000334638,0.0011212009,0.0013846431
23953,10.1016/j.joule.2019.10.010,25294,5(a),31518,Sb2Si2Te6/Si2Te3_ 5 Te cross-plane,undefined,600,26792,0.50349,0.00020519,0.75155,0.95851,0.0000373246,0.0011280219,0.0015009272
23953,10.1016/j.joule.2019.10.010,25294,5(a),31518,Sb2Si2Te6/Si2Te3_ 5 Te cross-plane,undefined,650,23700,0.45336,0.00021668,0.69335,1.0907,0.0000421941,0.0011127203,0.0016048464
23953,10.1016/j.joule.2019.10.010,25294,5(a),31518,Sb2Si2Te6/Si2Te3_ 5 Te cross-plane,undefined,700,20609,0.40323,0.00022817,0.63515,1.2228,0.0000485225,0.0010729365,0.0016892647
23953,10.1016/j.joule.2019.10.010,25294,5(a),31518,Sb2Si2Te6/Si2Te3_ 5 Te cross-plane,undefined,750,17517,0.3531,0.00023966,0.57696,1.355,0.0000570874,0.0010061225,0.001743834
23953,10.1016/j.joule.2019.10.010,25295,5(b),31518,Sb2Si2Te6/Si2Te3_ 5 Te cross-plane,undefined,350,,0.75414,0.00014773,1.0425,0.29768,,,
23953,10.1016/j.joule.2019.10.010,25295,5(b),31518,Sb2Si2Te6/Si2Te3_ 5 Te cross-plane,undefined,400,,0.70401,0.00015922,0.98433,0.42985,,,
23953,10.1016/j.joule.2019.10.010,25295,5(b),31518,Sb2Si2Te6/Si2Te3_ 5 Te cross-plane,undefined,800,,0.30298,0.00025115,0.51876,1.4872,,,
23953,10.1016/j.joule.2019.10.010,25294,5(a),31519,Sb2Si2Te6/Si2Te3_ 10 Te in-plane,undefined,350,43154,0.83579,0.00014853,1.1156,0.26436,0.0000231728,0.0009520273,0.000853377
23953,10.1016/j.joule.2019.10.010,25294,5(a),31519,Sb2Si2Te6/Si2Te3_ 10 Te in-plane,undefined,400,39929,0.78009,0.00016067,1.052,0.39385,0.0000250445,0.0010307611,0.0009798109
23953,10.1016/j.joule.2019.10.010,25294,5(a),31519,Sb2Si2Te6/Si2Te3_ 10 Te in-plane,undefined,450,36703,0.72439,0.0001728,0.98848,0.52334,0.0000272457,0.0010959457,0.0011087181
23953,10.1016/j.joule.2019.10.010,25294,5(a),31519,Sb2Si2Te6/Si2Te3_ 10 Te in-plane,undefined,500,33478,0.66869,0.00018494,0.92491,0.65283,0.0000298704,0.0011450415,0.0012380031
23953,10.1016/j.joule.2019.10.010,25294,5(a),31519,Sb2Si2Te6/Si2Te3_ 10 Te in-plane,undefined,550,30253,0.61299,0.00019707,0.86134,0.78232,0.0000330546,0.0011749232,0.0013640644
23953,10.1016/j.joule.2019.10.010,25294,5(a),31519,Sb2Si2Te6/Si2Te3_ 10 Te in-plane,undefined,600,27028,0.55729,0.00020921,0.79778,0.91182,0.0000369987,0.0011829838,0.0014828446
23953,10.1016/j.joule.2019.10.010,25294,5(a),31519,Sb2Si2Te6/Si2Te3_ 10 Te in-plane,undefined,650,23803,0.50159,0.00022134,0.73421,1.0413,0.0000420115,0.0011661422,0.0015882952
23953,10.1016/j.joule.2019.10.010,25294,5(a),31519,Sb2Si2Te6/Si2Te3_ 10 Te in-plane,undefined,700,20578,0.44589,0.00023348,0.67064,1.1708,0.0000485956,0.0011217667,0.0016726808
23953,10.1016/j.joule.2019.10.010,25294,5(a),31519,Sb2Si2Te6/Si2Te3_ 10 Te in-plane,undefined,750,17353,0.39019,0.00024562,0.60707,1.3003,0.0000576269,0.0010468923,0.0017245002
23953,10.1016/j.joule.2019.10.010,25294,5(a),31519,Sb2Si2Te6/Si2Te3_ 10 Te in-plane,undefined,800,14128,0.33449,0.00025775,0.5435,1.4298,0.0000707814,0.0009385946,0.0017269449
23953,10.1016/j.joule.2019.10.010,25294,5(a),31520,Sb2Si2Te6/Si2Te3_ 10 Te cross-plane,undefined,350,43294,0.74098,0.00014407,1.0229,0.2758,0.0000230979,0.0008986174,0.0008784998
23953,10.1016/j.joule.2019.10.010,25294,5(a),31520,Sb2Si2Te6/Si2Te3_ 10 Te cross-plane,undefined,400,40028,0.69063,0.00015637,0.96462,0.4141,0.0000249825,0.0009787477,0.0010146459
23953,10.1016/j.joule.2019.10.010,25294,5(a),31520,Sb2Si2Te6/Si2Te3_ 10 Te cross-plane,undefined,450,36762,0.64028,0.00016867,0.90636,0.5524,0.000027202,0.0010458631,0.0011539157
23953,10.1016/j.joule.2019.10.010,25294,5(a),31520,Sb2Si2Te6/Si2Te3_ 10 Te cross-plane,undefined,500,33496,0.58993,0.00018097,0.84811,0.6907,0.0000298543,0.0010969987,0.0012934628
23953,10.1016/j.joule.2019.10.010,25294,5(a),31520,Sb2Si2Te6/Si2Te3_ 10 Te cross-plane,undefined,550,30230,0.53957,0.00019327,0.78985,0.829,0.0000330797,0.00112919,0.0014296259
23953,10.1016/j.joule.2019.10.010,25294,5(a),31520,Sb2Si2Te6/Si2Te3_ 10 Te cross-plane,undefined,600,26964,0.48922,0.00020557,0.7316,0.9673,0.0000370865,0.0011394723,0.0015575073
23953,10.1016/j.joule.2019.10.010,25294,5(a),31520,Sb2Si2Te6/Si2Te3_ 10 Te cross-plane,undefined,650,23698,0.43887,0.00021787,0.67334,1.1056,0.0000421977,0.0011248809,0.0016705987
23953,10.1016/j.joule.2019.10.010,25294,5(a),31520,Sb2Si2Te6/Si2Te3_ 10 Te cross-plane,undefined,700,20432,0.38852,0.00023017,0.61509,1.2439,0.0000489428,0.0010824512,0.0017598257
23953,10.1016/j.joule.2019.10.010,25294,5(a),31520,Sb2Si2Te6/Si2Te3_ 10 Te cross-plane,undefined,750,17166,0.33816,0.00024247,0.55683,1.3822,0.0000582547,0.0010092183,0.0018124353
23953,10.1016/j.joule.2019.10.010,25294,5(a),31520,Sb2Si2Te6/Si2Te3_ 10 Te cross-plane,undefined,800,13900,0.28781,0.00025477,0.49858,1.5205,0.0000719424,0.0009022178,0.0018095747
23953,10.1016/j.joule.2019.10.010,25294,5(a),31521,Sb2Si2Te6/Si2Te3_ 15 Te in-plane,undefined,350,43824,0.87094,0.00014716,1.1552,0.27179,0.0000228185,0.0009490554,0.0008215507
23953,10.1016/j.joule.2019.10.010,25294,5(a),31521,Sb2Si2Te6/Si2Te3_ 15 Te in-plane,undefined,400,40524,0.81502,0.0001592,1.0916,0.38862,0.0000246767,0.0010270662,0.0009408815
23953,10.1016/j.joule.2019.10.010,25294,5(a),31521,Sb2Si2Te6/Si2Te3_ 15 Te in-plane,undefined,450,37225,0.75909,0.00017124,1.0279,0.50545,0.0000268637,0.0010915538,0.0010619261
23953,10.1016/j.joule.2019.10.010,25294,5(a),31521,Sb2Si2Te6/Si2Te3_ 15 Te in-plane,undefined,500,33925,0.70317,0.00018328,0.96432,0.62227,0.0000294768,0.0011395936,0.0011817588
23953,10.1016/j.joule.2019.10.010,25294,5(a),31521,Sb2Si2Te6/Si2Te3_ 15 Te in-plane,undefined,550,30625,0.64725,0.00019532,0.90069,0.7391,0.0000326531,0.0011683408,0.0012971619
