sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,concentrations,Electrical resistivity,Figure of merit Z
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,7.2554e+25,,,,,,2.35,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,7.3587e+25,,,,,,2.4,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,7.462e+25,,,,,,2.45,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,7.5652e+25,,,,,,2.5,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,7.6685e+25,,,,,,2.55,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,7.7718e+25,,,,,,2.6,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,7.8751e+25,,,,,,2.65,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,7.9784e+25,,,,,,2.7,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,8.0816e+25,,,,,,2.75,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,8.1849e+25,,,,,,2.8,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,8.2882e+25,,,,,,2.85,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,8.3915e+25,,,,,,2.9,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33464,PbSe:In,PbSe:In,,8.4948e+25,,,,,,2.95,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,2.3215e+25,,,,,,0.35,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,2.4834e+25,,,,,,0.4,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,2.6452e+25,,,,,,0.45,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,2.8071e+25,,,,,,0.5,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,2.969e+25,,,,,,0.55,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,3.1308e+25,,,,,,0.6,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,3.2927e+25,,,,,,0.65,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,3.4546e+25,,,,,,0.7,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,3.6164e+25,,,,,,0.75,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,3.7783e+25,,,,,,0.8,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,3.9402e+25,,,,,,0.85,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,4.102e+25,,,,,,0.9,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,4.2639e+25,,,,,,0.95,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,4.4258e+25,,,,,,1,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,4.5876e+25,,,,,,1.05,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,4.7495e+25,,,,,,1.1,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,4.9114e+25,,,,,,1.15,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,5.0732e+25,,,,,,1.2,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,5.2351e+25,,,,,,1.25,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,5.397e+25,,,,,,1.3,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,5.5588e+25,,,,,,1.35,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,5.7207e+25,,,,,,1.4,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,5.8826e+25,,,,,,1.45,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,6.0444e+25,,,,,,1.5,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,6.2063e+25,,,,,,1.55,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,6.3682e+25,,,,,,1.6,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,6.53e+25,,,,,,1.65,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,6.6919e+25,,,,,,1.7,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,6.8538e+25,,,,,,1.75,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,7.0156e+25,,,,,,1.8,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,7.1775e+25,,,,,,1.85,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,7.3394e+25,,,,,,1.9,,
4775,10.1103/physrevb.83.195209,26681,Table 1,33465,PbSe:Pb,PbSe:Pb,,7.5012e+25,,,,,,1.95,,
