sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Carrier mobility,Electrical conductivity,Seebeck coefficient,Thermal conductivity,ZT,content,Electrical resistivity,Power factor,Figure of merit Z
18596,10.1002/aenm.201700099,25446,2c,31686,Pb1−xSbxTe_ x= 1.25%,Pb0.9875Sb0.0125Te,800,,,39420,-0.00021111,1.3342,1.0195,,0.0000253678,0.0017568482,0.0013167802
18596,10.1002/aenm.201700099,25446,2c,31686,Pb1−xSbxTe_ x= 1.25%,Pb0.9875Sb0.0125Te,850,,,25723,-0.00022308,1.137,1.1071,,0.0000388757,0.001280097,0.0011258549
18596,10.1002/aenm.201700099,25446,2c,31686,Pb1−xSbxTe_ x= 1.25%,Pb0.9875Sb0.0125Te,900,,,12025,,0.93985,1.1947,,0.0000831601,,
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,300,,,193290,,,,,0.0000051736,,
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,350,,,178100,-0.000089274,3.2852,0.20199,,0.0000056148,0.0014194298,0.000432068
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,400,,,162910,-0.00010162,3.0805,0.278,,0.0000061384,0.0016823104,0.000546116
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,450,,,147720,-0.00011396,2.8758,0.35402,,0.0000067696,0.0019184221,0.0006670916
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,500,,,132530,-0.0001263,2.671,0.43004,,0.0000075455,0.0021140775,0.0007914929
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,550,,,117340,-0.00013864,2.4663,0.50606,,0.0000085222,0.002255398,0.0009144865
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,600,,,102140,-0.00015099,2.2616,0.58208,,0.0000097905,0.0023285857,0.0010296187
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,650,,,86952,-0.00016333,2.0569,0.6581,,0.0000115006,0.0023195915,0.0011277123
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,700,,,71761,-0.00017567,1.8522,0.73412,,0.0000139351,0.0022145408,0.0011956273
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,750,,,56569,-0.00018801,1.6474,0.81014,,0.0000176775,0.0019995874,0.0012137838
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,800,,,41377,-0.00020035,1.4427,0.88616,,0.000024168,0.0016608778,0.0011512288
18596,10.1002/aenm.201700099,25446,2c,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,850,,,26185,-0.0002127,1.238,0.96218,,0.0000381898,0.0011846432,0.0009569008
18596,10.1002/aenm.201700099,25481,4f,31687,Pb1−xSbxTe_ x=1.5%,Pb.985Sb0.015Te,900,,,,,,1.0382,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,350,,,,-0.00014269,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,400,,,,-0.00015459,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,450,,,,-0.0001665,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,500,,,,-0.0001784,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,550,,,,-0.00019031,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,600,,,,-0.00020221,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,650,,,,-0.00021412,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,700,,,,-0.00022602,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,750,,,,-0.00023792,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,800,,,,-0.00024983,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31716,Pb1−xBixTe_ x=0.3%_ n=-1.1e19,Pb0.997Bi0.003Te,850,,,,-0.00026173,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,350,,0.026166,,-0.000089326,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,400,,0.023476,,-0.00010308,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,450,,0.020786,,-0.00011684,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,500,,0.018095,,-0.0001306,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,550,,0.015405,,-0.00014435,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,600,,0.012715,,-0.00015811,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,650,,0.010025,,-0.00017186,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,700,,0.007335,,-0.00018562,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,750,,,,-0.00019938,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,800,,,,-0.00021313,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,850,,,,-0.00022689,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31718,Pb1−xBixTe_ x=0.7%_ n=-2.5e19,Pb0.993Bi0.007Te,900,,,,-0.00024065,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,350,,0.04314,169750,-0.00010443,,,,0.000005891,0.0018512298,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,400,,0.038516,153760,-0.00011632,,,,0.0000065036,0.0020804254,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,450,,0.033892,137760,-0.00012821,,,,0.000007259,0.0022644719,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,500,,0.029268,121770,-0.0001401,,,,0.0000082122,0.0023901028,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,550,,0.024644,105770,-0.00015199,,,,0.0000094545,0.0024433885,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,600,,0.020019,89780,-0.00016387,,,,0.0000111383,0.0024108962,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,650,,0.015395,73786,-0.00017576,,,,0.0000135527,0.0022793659,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,700,,0.010771,57792,-0.00018765,,,,0.0000173034,0.0020350021,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,750,,,,-0.00019954,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,800,,,,-0.00021143,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31719,Pb1−xSbxTe_ x=1.25%_ n=-2.4e19,Pb0.9875Sb0.0125Te,850,,,,-0.00022332,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,350,,,,-0.00015779,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,400,,,,-0.00016776,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,450,,,,-0.00017774,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,500,,,,-0.00018771,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,550,,,,-0.00019768,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,600,,,,-0.00020765,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,650,,,,-0.00021763,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,700,,,,-0.0002276,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,750,,,,-0.00023757,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,800,,,,-0.00024754,,,,,,
18596,10.1002/aenm.201700099,25467,3c,31717,Pb1−xSbxTe_ x=1%_ n=-1.1e19,Pb0.99Sb0.01Te,850,,,,-0.00025752,,,,,,
18596,10.1002/aenm.201700099,25471,3d,31726,Pb1−xSbxTe_ x=0.25%_ n=-2.6e19,Pb0.975Sb0.025Te,350,,0.045585,104720,,,,,0.0000095493,,
18596,10.1002/aenm.201700099,25471,3d,31726,Pb1−xSbxTe_ x=0.25%_ n=-2.6e19,Pb0.975Sb0.025Te,400,,0.040074,98073,,,,,0.0000101965,,
18596,10.1002/aenm.201700099,25471,3d,31726,Pb1−xSbxTe_ x=0.25%_ n=-2.6e19,Pb0.975Sb0.025Te,450,,0.034563,91429,,,,,0.0000109374,,
18596,10.1002/aenm.201700099,25471,3d,31726,Pb1−xSbxTe_ x=0.25%_ n=-2.6e19,Pb0.975Sb0.025Te,500,,0.029053,84785,,,,,0.0000117945,,
18596,10.1002/aenm.201700099,25471,3d,31726,Pb1−xSbxTe_ x=0.25%_ n=-2.6e19,Pb0.975Sb0.025Te,550,,0.023542,78142,,,,,0.0000127972,,
18596,10.1002/aenm.201700099,25471,3d,31726,Pb1−xSbxTe_ x=0.25%_ n=-2.6e19,Pb0.975Sb0.025Te,600,,0.018032,71498,,,,,0.0000139864,,
18596,10.1002/aenm.201700099,25471,3d,31726,Pb1−xSbxTe_ x=0.25%_ n=-2.6e19,Pb0.975Sb0.025Te,650,,0.012521,64854,,,,,0.0000154192,,
18596,10.1002/aenm.201700099,25473,3.1d,31726,Pb1−xSbxTe_ x=0.25%_ n=-2.6e19,Pb0.975Sb0.025Te,700,,,58210,,,,,0.0000171792,,
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,350,,,166760,-0.00010394,3.1158,0.23471,,0.0000059966,0.0018015956,0.0005782128
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,400,,,153230,-0.00011576,2.9207,0.32255,,0.0000065261,0.0020533399,0.00070303
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,450,,,139710,-0.00012759,2.7256,0.4104,,0.0000071577,0.0022743682,0.0008344468
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,500,,,126190,-0.00013941,2.5305,0.49824,,0.0000079246,0.0024525213,0.0009691845
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,550,,,112660,-0.00015124,2.3354,0.58608,,0.0000088763,0.0025769327,0.0011034224
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,600,,,99137,-0.00016307,2.1403,0.67392,,0.0000100871,0.0026362337,0.0012317123
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,650,,,85612,-0.00017489,1.9452,0.76176,,0.0000116806,0.0026185725,0.0013461713
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,700,,,72088,-0.00018672,1.7501,0.8496,,0.0000138719,0.0025133019,0.0014360904
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,750,,,58563,-0.00019854,1.555,0.93744,,0.0000170756,0.002308444,0.0014845299
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,800,,,45039,-0.00021037,1.3599,1.0253,,0.000022203,0.0019932251,0.0014657145
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,850,,,31514,-0.0002222,1.1648,1.1131,,0.0000317319,0.0015559357,0.0013357964
18596,10.1002/aenm.201700099,25482,5a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,900,,,17990,-0.00023402,0.96972,0.91439,,0.0000555864,0.0009852288,0.0010159931
18596,10.1002/aenm.201700099,25489,8a,31727,Pb0.9875Sb0.0125Te1−ySy_ y=0,Pb0.9875Sb0.0125Te,300,,,,,,0.14687,,,,
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,350,,,173520,-0.000091557,2.3521,0.26346,,0.000005763,0.0014545634,0.0006184105
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,400,,,158470,-0.00010484,2.2159,0.36959,,0.0000063103,0.0017418112,0.0007860514
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,450,,,143420,-0.00011813,2.0797,0.47572,,0.0000069725,0.0020013826,0.000962342
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,500,,,128370,-0.00013142,1.9436,0.58185,,0.00000779,0.002217106,0.0011407214
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,550,,,113330,-0.0001447,1.8074,0.68798,,0.0000088238,0.0023729137,0.001312888
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,600,,,98276,-0.00015799,1.6713,0.7941,,0.0000101754,0.0024530515,0.0014677506
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,650,,,83226,-0.00017128,1.5351,0.90023,,0.0000120155,0.0024415877,0.0015905073
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,700,,,68176,-0.00018456,1.399,1.0064,,0.0000146679,0.0023222377,0.0016599269
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,750,,,53127,-0.00019785,1.2628,1.1125,,0.0000188228,0.0020796364,0.0016468454
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,800,,,38077,-0.00021114,1.1266,1.2186,,0.0000262626,0.0016974765,0.0015067251
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,850,,,23027,-0.00022442,0.99048,1.3247,,0.0000434273,0.0011597396,0.0011708864
18596,10.1002/aenm.201700099,25482,5a,31729,Pb0.9875Sb0.0125Te1−ySy_ y=0.08,Pb0.9875Sb0.0125Te0.92S0.08,900,,,7977.8,-0.00023771,0.85432,1.4309,,0.0001253478,0.0004507939,0.000527664
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,350,,,172880,-0.000096872,2.6887,0.23737,,0.0000057844,0.0016223378,0.0006033912
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,400,,,157800,-0.00010952,2.5253,0.33606,,0.0000063371,0.0018927527,0.000749516
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,450,,,142710,-0.00012217,2.3619,0.43475,,0.0000070072,0.0021300194,0.0009018245
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,500,,,127620,-0.00013482,2.1985,0.53344,,0.0000078358,0.0023196763,0.0010551177
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,550,,,112540,-0.00014747,2.0351,0.63214,,0.0000088857,0.0024474525,0.0012026203
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,600,,,97450,-0.00016012,1.8717,0.73083,,0.0000102617,0.0024984635,0.0013348632
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,650,,,82363,-0.00017277,1.7083,0.82952,,0.0000121414,0.0024584921,0.0014391454
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,700,,,67276,-0.00018542,1.5449,0.92821,,0.0000148641,0.0023129877,0.0014971763
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,750,,,52190,-0.00019807,1.3815,1.0269,,0.0000191608,0.0020475037,0.0014820874
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,800,,,37103,-0.00021072,1.2181,1.1256,,0.000026952,0.0016474815,0.001352501
18596,10.1002/aenm.201700099,25482,5a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,850,,,22016,-0.00022337,1.0547,1.2243,,0.0000454215,0.0010984698,0.0010414997
18596,10.1002/aenm.201700099,25486,5b,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,900,,,,-0.00023602,0.89129,,,,,
18596,10.1002/aenm.201700099,25489,8a,31728,Pb0.9875Sb0.0125Te1−ySy_ y=0.04,Pb0.9875Sb0.0125Te0.96S0.04,300,,,,,,0.13868,,,,
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,350,,,173220,-0.000085711,2.1627,0.23107,,0.000005773,0.0012725392,0.000588403
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,400,,,158070,-0.00009948,2.0352,0.34698,,0.0000063263,0.0015643035,0.0007686239
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,450,,,142920,-0.00011325,1.9077,0.4629,,0.0000069969,0.0018330294,0.0009608583
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,500,,,127770,-0.00012702,1.7802,0.57881,,0.0000078266,0.0020614515,0.0011579887
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,550,,,112620,-0.00014079,1.6527,0.69472,,0.0000088794,0.0022323338,0.0013507193
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,600,,,97469,-0.00015456,1.5252,0.81064,,0.0000102597,0.0023284168,0.0015266305
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,650,,,82319,-0.00016833,1.3978,0.92655,,0.0000121479,0.002332508,0.0016686993
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,700,,,67169,-0.00018209,1.2703,1.0425,,0.0000148878,0.002227107,0.0017532134
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,750,,,52019,-0.00019586,1.1428,1.1584,,0.0000192237,0.0019955081,0.0017461569
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,800,,,36869,-0.00020963,1.0153,1.2743,,0.0000271231,0.0016201985,0.001595783
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,850,,,21719,-0.0002234,0.88781,1.3902,,0.0000460426,0.0010839423,0.001220917
18596,10.1002/aenm.201700099,25482,5a,31730,Pb0.9875Sb0.0125Te1−ySy_ y=0.12,Pb0.9875Sb0.0125Te0.88S0.12,900,,,6568.6,-0.00023717,0.76033,0.43735,,0.0001522394,0.0003694812,0.0004859484
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,350,,,163290,-0.000075406,2.2329,0.1688,,0.0000061241,0.0009284775,0.0004158169
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,400,,,149300,-0.000089997,2.1043,0.27783,,0.0000066979,0.0012092494,0.0005746564
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,450,,,135320,-0.00010459,1.9757,0.38685,,0.0000073899,0.0014802747,0.0007492406
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,500,,,121330,-0.00011918,1.8472,0.49588,,0.000008242,0.0017233558,0.0009329557
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,550,,,107350,-0.00013377,1.7186,0.60491,,0.0000093153,0.0019209652,0.00111775
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,600,,,93360,-0.00014836,1.59,0.71393,,0.0000107112,0.002054918,0.0012924012
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,650,,,79375,-0.00016295,1.4614,0.82296,,0.0000125984,0.0021076208,0.0014421929
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,700,,,65389,-0.00017754,1.3328,0.93199,,0.0000152931,0.0020610908,0.0015464367
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,750,,,51404,-0.00019213,1.2042,1.041,,0.0000194537,0.001897524,0.0015757549
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,800,,,37418,-0.00020673,1.0756,1.15,,0.0000267251,0.001599144,0.001486746
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,850,,,23433,-0.00022132,0.94703,1.2591,,0.0000426749,0.0011478079,0.001212008
