sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Hall movility,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Figure of merit Z
21294,10.1073/pnas.1711725114,19706,FS4(a),24320,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,350,,47879,,0.0017266,-0.00018679,1.0585,0.56751,0.000020886,0.0016311762
21294,10.1073/pnas.1711725114,19706,FS4(a),24320,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,400,,44968,,0.0017418,-0.00019682,1.032,0.68342,0.000022238,0.0016877907
21294,10.1073/pnas.1711725114,19706,FS4(a),24320,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,450,,42057,,0.0017571,-0.00020685,1.0055,0.79934,0.0000237773,0.0017474888
21294,10.1073/pnas.1711725114,19706,FS4(a),24320,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,500,,39146,,0.0017724,-0.00021688,0.97894,0.91526,0.0000255454,0.0018105298
21294,10.1073/pnas.1711725114,19706,FS4(a),24320,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,550,,36235,,0.0017876,-0.00022691,0.95244,1.0312,0.0000275976,0.0018768636
21294,10.1073/pnas.1711725114,19706,FS4(a),24320,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,600,,33323,,0.0018029,-0.00023693,0.92593,1.1471,0.0000300093,0.0019471234
21294,10.1073/pnas.1711725114,19706,FS4(a),24320,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,650,,30412,,0.0018182,-0.00024696,0.89942,1.263,0.0000328818,0.002021525
21294,10.1073/pnas.1711725114,19706,FS4(a),24320,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,700,,27501,,0.0018334,-0.00025699,0.87291,1.3789,0.0000363623,0.0021003311
21294,10.1073/pnas.1711725114,19706,FS4(a),24320,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,Mg3.15Co0.05Sb1.5Bi0.49Te0.01 ,750,,24590,,0.0018487,-0.00026702,0.84641,1.4948,0.0000406669,0.0021841661
21294,10.1073/pnas.1711725114,19706,FS4(a),24321,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,350,,40868,,0.0017778,-0.0002045,1.0306,0.62941,0.000024469,0.0017250146
21294,10.1073/pnas.1711725114,19706,FS4(a),24321,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,400,,38508,,0.0017953,-0.0002151,1.0036,0.75646,0.0000259686,0.0017888601
21294,10.1073/pnas.1711725114,19706,FS4(a),24321,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,450,,36149,,0.0018129,-0.0002257,0.97664,0.88351,0.0000276633,0.0018562623
21294,10.1073/pnas.1711725114,19706,FS4(a),24321,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,500,,33789,,0.0018304,-0.00023631,0.94969,1.0106,0.0000295954,0.0019273658
21294,10.1073/pnas.1711725114,19706,FS4(a),24321,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,550,,31430,,0.0018479,-0.00024691,0.92273,1.1376,0.0000318167,0.0020026443
21294,10.1073/pnas.1711725114,19706,FS4(a),24321,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,600,,29070,,0.0018654,-0.00025751,0.89577,1.2647,0.0000343997,0.0020824542
21294,10.1073/pnas.1711725114,19706,FS4(a),24321,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,650,,26711,,0.001883,-0.00026811,0.86882,1.3917,0.0000374378,0.0021673074
21294,10.1073/pnas.1711725114,19706,FS4(a),24321,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,700,,24352,,0.0019005,-0.00027871,0.84186,1.5188,0.0000410644,0.0022575012
21294,10.1073/pnas.1711725114,19706,FS4(a),24321,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,Mg3.125Co0.075Sb1.5Bi0.49Te0.01 ,750,,21992,,0.001918,-0.00028931,0.8149,1.6458,0.0000454711,0.002353663
