sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,100.5,2.0907e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,101,2.0902e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,101.5,2.0896e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,102,2.0891e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,102.5,2.0885e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,103,2.088e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,103.5,2.0874e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,104,2.0869e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,104.5,2.0864e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,105,2.0858e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,105.5,2.0853e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,106,2.0847e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,106.5,2.0842e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,107,2.0836e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,107.5,2.0831e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,108,2.0826e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,108.5,2.082e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,109,2.0815e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,109.5,2.0809e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,110,2.0804e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,110.5,2.0798e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,111,2.0793e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,111.5,2.0788e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,112,2.0782e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,112.5,2.0777e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,113,2.0771e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,113.5,2.0766e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,114,2.076e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,114.5,2.0755e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,115,2.0749e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,115.5,2.0744e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,116,2.0739e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,116.5,2.0733e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,117,2.0728e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,117.5,2.0722e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,118,2.0717e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,118.5,2.0711e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,119,2.0706e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,119.5,2.0701e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,120,2.0695e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,120.5,2.069e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,121,2.0684e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,121.5,2.0679e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,122,2.0673e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,122.5,2.0668e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,123,2.0662e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,123.5,2.0657e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,124,2.0652e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,124.5,2.0646e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,125,2.0641e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,125.5,2.0635e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,126,2.063e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,126.5,2.0624e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,127,2.0619e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,127.5,2.0614e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,128,2.0608e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,128.5,2.0603e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,129,2.0597e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,129.5,2.0592e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,130,2.0586e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,130.5,2.0581e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,131,2.0576e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,131.5,2.057e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,132,2.0565e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,132.5,2.0559e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,133,2.0554e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,133.5,2.0548e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,134,2.0543e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,134.5,2.0537e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,135,2.0532e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,135.5,2.0527e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,136,2.0521e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,136.5,2.0516e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,137,2.051e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,137.5,2.0505e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,138,2.0499e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,138.5,2.0494e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,139,2.0489e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,139.5,2.0483e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,140,2.0478e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,140.5,2.0472e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,141,2.0467e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,141.5,2.0461e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,142,2.0456e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,142.5,2.0451e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,143,2.0445e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,143.5,2.044e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,144,2.0434e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,144.5,2.0429e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,145,2.0423e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,145.5,2.0418e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,146,2.0412e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,146.5,2.0407e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,147,2.0402e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,147.5,2.0396e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,148,2.0391e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,148.5,2.0385e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,149,2.038e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,149.5,2.0374e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,150,2.0369e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,150.5,2.0364e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,151,2.0358e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,151.5,2.0353e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,152,2.0347e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,152.5,2.0342e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,153,2.0336e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,153.5,2.0331e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,154,2.0325e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,154.5,2.032e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,155,2.0315e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,155.5,2.0309e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,156,2.0304e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,156.5,2.0298e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,157,2.0293e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,157.5,2.0287e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,158,2.0282e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,158.5,2.0277e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,159,2.0271e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,159.5,2.0266e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,160,2.026e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,160.5,2.0255e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,161,2.0249e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,161.5,2.0244e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,162,2.0239e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,162.5,2.0233e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,163,2.0228e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,163.5,2.0222e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,164,2.0217e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,164.5,2.0211e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,165,2.0206e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,165.5,2.02e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,166,2.0195e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,166.5,2.019e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,167,2.0184e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,167.5,2.0179e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,168,2.0173e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,168.5,2.0168e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,169,2.0162e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,169.5,2.0157e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,170,2.0152e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,170.5,2.0146e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,171,2.0141e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,171.5,2.0135e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,172,2.013e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,172.5,2.0124e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,173,2.0119e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,173.5,2.0113e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,174,2.0108e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,174.5,2.0103e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,175,2.0097e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,175.5,2.0092e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,176,2.0086e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,176.5,2.0081e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,177,2.0075e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,177.5,2.007e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,178,2.0065e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,178.5,2.0059e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,179,2.0054e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,179.5,2.0048e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,180,2.0043e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,180.5,2.0037e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,181,2.0032e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,181.5,2.0027e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,182,2.0021e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,182.5,2.0016e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,183,2.001e+25,,,,,,,
3290,10.1088/0022-3727/44/47/475304,25425,3a,31650, Pb1−xAgxSe_ x=0.001, Pb0.999Ag0.001Se ,183.5,2.0005e+25,,,,,,,
