sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Carrier mobility,Electrical resistivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical conductivity,Power factor,Figure of merit Z
27912,10.1002/adfm.201606361,25079,7(a),31226,Ba 8 Au 5.3 Ge 40.7,Ba8Au5.3Ge40.7,650,,,,,,,0.76449,,,
27912,10.1002/adfm.201606361,25079,7(a),31226,Ba 8 Au 5.3 Ge 40.7,Ba8Au5.3Ge40.7,700,,,,,,,0.85066,,,
27912,10.1002/adfm.201606361,25079,7(a),31226,Ba 8 Au 5.3 Ge 40.7,Ba8Au5.3Ge40.7,750,,,,,,,0.93684,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,Ca9Zn4.6Sb9,450,,,,,,,0.39207,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,Ca9Zn4.6Sb9,500,,,,,,,0.4774,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,Ca9Zn4.6Sb9,550,,,,,,,0.56272,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,Ca9Zn4.6Sb9,600,,,,,,,0.64805,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,Ca9Zn4.6Sb9,650,,,,,,,0.73338,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,Ca9Zn4.6Sb9,700,,,,,,,0.81871,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,Ca9Zn4.6Sb9,750,,,,,,,0.90403,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,Ca9Zn4.6Sb9,800,,,,,,,0.98936,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,Ca9Zn4.6Sb9,850,,,,,,,1.0747,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,450,,,,,,,0.15903,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,500,,,,,,,0.2354,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,550,,,,,,,0.31177,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,600,,,,,,,0.38814,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,650,,,,,,,0.46452,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,700,,,,,,,0.54089,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,750,,,,,,,0.61726,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,800,,,,,,,0.69363,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,850,,,,,,,0.77001,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,900,,,,,,,0.84638,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,Yb14MnSb11,950,,,,,,,0.92275,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,450,,,,,,,0.20911,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,500,,,,,,,0.28151,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,550,,,,,,,0.35391,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,600,,,,,,,0.42632,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,650,,,,,,,0.49872,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,700,,,,,,,0.57112,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,750,,,,,,,0.64353,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,800,,,,,,,0.71593,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,850,,,,,,,0.78833,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,900,,,,,,,0.86074,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,Sr3Ga1-xZnxSb3,950,,,,,,,0.93314,,,
27912,10.1002/adfm.201606361,25079,7(a),31230,Ca 5 In 2-x Zn x Sb 6,Ca5In2-xZnxSb6,450,,,,,,,0.18572,,,
27912,10.1002/adfm.201606361,25079,7(a),31230,Ca 5 In 2-x Zn x Sb 6,Ca5In2-xZnxSb6,500,,,,,,,0.24124,,,
27912,10.1002/adfm.201606361,25079,7(a),31230,Ca 5 In 2-x Zn x Sb 6,Ca5In2-xZnxSb6,550,,,,,,,0.29676,,,
27912,10.1002/adfm.201606361,25079,7(a),31230,Ca 5 In 2-x Zn x Sb 6,Ca5In2-xZnxSb6,600,,,,,,,0.35228,,,
27912,10.1002/adfm.201606361,25079,7(a),31230,Ca 5 In 2-x Zn x Sb 6,Ca5In2-xZnxSb6,650,,,,,,,0.4078,,,
27912,10.1002/adfm.201606361,25079,7(a),31230,Ca 5 In 2-x Zn x Sb 6,Ca5In2-xZnxSb6,700,,,,,,,0.46332,,,
27912,10.1002/adfm.201606361,25079,7(a),31230,Ca 5 In 2-x Zn x Sb 6,Ca5In2-xZnxSb6,750,,,,,,,0.51884,,,
27912,10.1002/adfm.201606361,25079,7(a),31230,Ca 5 In 2-x Zn x Sb 6,Ca5In2-xZnxSb6,800,,,,,,,0.57436,,,
27912,10.1002/adfm.201606361,25079,7(a),31230,Ca 5 In 2-x Zn x Sb 6,Ca5In2-xZnxSb6,850,,,,,,,0.62988,,,
27912,10.1002/adfm.201606361,25079,7(a),31230,Ca 5 In 2-x Zn x Sb 6,Ca5In2-xZnxSb6,900,,,,,,,0.68541,,,
