sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Figure of merit Z
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31237,Yb(Zn1–xCdx)2Sb2_ x=0.4,Yb(Zn0.6xCd0.4)2Sb2 ,500,111190,0.0012576,0.00010635,1.5353,0.4266,0.0000089936,0.0008191233
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31237,Yb(Zn1–xCdx)2Sb2_ x=0.4,Yb(Zn0.6xCd0.4)2Sb2 ,550,102050,0.0014907,0.00012086,1.4007,0.52119,0.0000097991,0.0010642536
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31237,Yb(Zn1–xCdx)2Sb2_ x=0.4,Yb(Zn0.6xCd0.4)2Sb2 ,600,92899,0.0017024,0.00013537,1.2661,0.61577,0.0000107644,0.0013446015
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31237,Yb(Zn1–xCdx)2Sb2_ x=0.4,Yb(Zn0.6xCd0.4)2Sb2 ,650,83752,,,,,0.00001194,
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31238,Yb(Zn1–xCdx)2Sb2_ x=0.5,Yb(Zn0.5Cd0.5)2Sb2 ,300,138110,,,2.0625,,0.0000072406,
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31238,Yb(Zn1–xCdx)2Sb2_ x=0.5,Yb(Zn0.5Cd0.5)2Sb2 ,350,130330,0.00087026,0.000081715,1.941,0.18734,0.0000076728,0.0004483565
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31238,Yb(Zn1–xCdx)2Sb2_ x=0.5,Yb(Zn0.5Cd0.5)2Sb2 ,400,122540,0.0011376,0.000096349,1.8194,0.30412,0.0000081606,0.0006252611
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31238,Yb(Zn1–xCdx)2Sb2_ x=0.5,Yb(Zn0.5Cd0.5)2Sb2 ,450,114760,0.0014134,0.00011098,1.6979,0.42091,0.0000087138,0.0008324401
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31238,Yb(Zn1–xCdx)2Sb2_ x=0.5,Yb(Zn0.5Cd0.5)2Sb2 ,500,106980,0.0016882,0.00012562,1.5764,0.53769,0.0000093475,0.0010709211
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31238,Yb(Zn1–xCdx)2Sb2_ x=0.5,Yb(Zn0.5Cd0.5)2Sb2 ,550,99198,0.0019512,0.00014025,1.4549,0.65448,0.0000100808,0.0013411231
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31238,Yb(Zn1–xCdx)2Sb2_ x=0.5,Yb(Zn0.5Cd0.5)2Sb2 ,600,91416,0.0021932,0.00015489,1.3334,0.77126,0.000010939,0.0016448178
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31238,Yb(Zn1–xCdx)2Sb2_ x=0.5,Yb(Zn0.5Cd0.5)2Sb2 ,650,83634,,,,,0.0000119569,
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31239,Yb(Zn1–xCdx)2Sb2_ x=0.6,Yb(Zn0.4Cd0.6)2Sb2 ,300,108630,,,1.8963,0.051714,0.0000092056,
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31239,Yb(Zn1–xCdx)2Sb2_ x=0.6,Yb(Zn0.4Cd0.6)2Sb2 ,350,103320,0.00077679,0.000086708,1.7879,0.17348,0.0000096787,0.0004344706
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31239,Yb(Zn1–xCdx)2Sb2_ x=0.6,Yb(Zn0.4Cd0.6)2Sb2 ,400,98018,0.0010108,0.00010155,1.6794,0.29524,0.0000102022,0.0006018816
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31239,Yb(Zn1–xCdx)2Sb2_ x=0.6,Yb(Zn0.4Cd0.6)2Sb2 ,450,92711,0.0012559,0.00011639,1.571,0.417,0.0000107862,0.0007994271
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31239,Yb(Zn1–xCdx)2Sb2_ x=0.6,Yb(Zn0.4Cd0.6)2Sb2 ,500,87404,0.0015052,0.00013123,1.4626,0.53876,0.0000114411,0.0010291262
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31239,Yb(Zn1–xCdx)2Sb2_ x=0.6,Yb(Zn0.4Cd0.6)2Sb2 ,550,82097,0.0017517,0.00014607,1.3542,0.66052,0.0000121807,0.0012935312
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31239,Yb(Zn1–xCdx)2Sb2_ x=0.6,Yb(Zn0.4Cd0.6)2Sb2 ,600,76791,0.0019883,0.00016091,1.2457,0.95768,0.0000130224,0.0015961307
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31239,Yb(Zn1–xCdx)2Sb2_ x=0.6,Yb(Zn0.4Cd0.6)2Sb2 ,650,71484,,,,,0.0000139891,
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31239,Yb(Zn1–xCdx)2Sb2_ x=0.6,Yb(Zn0.4Cd0.6)2Sb2 ,700,66177,,,,,0.000015111,
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31240,Yb(Zn1–xCdx)2Sb2_ x=0.8,Yb(Zn0.2Cd0.8)2Sb2 ,350,104390,0.0013533,0.00011386,1.6807,0.29112,0.0000095795,0.0008052002
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31240,Yb(Zn1–xCdx)2Sb2_ x=0.8,Yb(Zn0.2Cd0.8)2Sb2 ,400,97990,0.0015882,0.00012731,1.5653,0.42407,0.0000102051,0.0010146298
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31240,Yb(Zn1–xCdx)2Sb2_ x=0.8,Yb(Zn0.2Cd0.8)2Sb2 ,450,91594,0.0018148,0.00014076,1.45,0.55702,0.0000109177,0.0012515862
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31240,Yb(Zn1–xCdx)2Sb2_ x=0.8,Yb(Zn0.2Cd0.8)2Sb2 ,500,85197,0.002026,0.00015421,1.3346,0.68997,0.0000117375,0.0015180578
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31240,Yb(Zn1–xCdx)2Sb2_ x=0.8,Yb(Zn0.2Cd0.8)2Sb2 ,550,78800,0.0022151,0.00016766,1.2193,0.82292,0.0000126904,0.0018166981
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31240,Yb(Zn1–xCdx)2Sb2_ x=0.8,Yb(Zn0.2Cd0.8)2Sb2 ,600,72403,0.0023749,0.00018111,1.1039,1.2908,0.0000138116,0.0021513724
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31240,Yb(Zn1–xCdx)2Sb2_ x=0.8,Yb(Zn0.2Cd0.8)2Sb2 ,650,66006,,,,,0.0000151501,
24838,10.1016/s1002-0721(12)60398-6,25090,5b,31240,Yb(Zn1–xCdx)2Sb2_ x=0.8,Yb(Zn0.2Cd0.8)2Sb2 ,300,,,0.00010041,1.796,,,
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31241,Yb(Zn1–xCdx)2Sb2_ x=1.0,Yb(Cd)2Sb2 ,300,45110,,,1.9222,,0.000022168,
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31241,Yb(Zn1–xCdx)2Sb2_ x=1.0,Yb(Cd)2Sb2 ,350,43529,0.00077811,0.0001337,1.7657,0.18099,0.0000229732,0.0004406807
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31241,Yb(Zn1–xCdx)2Sb2_ x=1.0,Yb(Cd)2Sb2 ,400,41947,0.0009558,0.00015095,1.6092,0.29538,0.0000238396,0.0005939597
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31241,Yb(Zn1–xCdx)2Sb2_ x=1.0,Yb(Cd)2Sb2 ,450,40366,0.0011345,0.00016765,1.4527,0.40976,0.0000247733,0.0007809596
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31241,Yb(Zn1–xCdx)2Sb2_ x=1.0,Yb(Cd)2Sb2 ,500,38785,0.0013103,0.0001838,1.2962,0.52415,0.0000257832,0.001010878
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31241,Yb(Zn1–xCdx)2Sb2_ x=1.0,Yb(Cd)2Sb2 ,550,37203,0.0014791,0.00019939,1.1397,0.63854,0.0000268796,0.0012977977
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31241,Yb(Zn1–xCdx)2Sb2_ x=1.0,Yb(Cd)2Sb2 ,600,35622,0.0016379,0.00021443,,,0.0000280725,
24838,10.1016/s1002-0721(12)60398-6,25089,5a,31241,Yb(Zn1–xCdx)2Sb2_ x=1.0,Yb(Cd)2Sb2 ,650,34040,,,,,0.0000293772,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31350,YbZn2Sb2-xGex_ x=0,YbZn2Sb2,300,,,,,0.009301,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31350,YbZn2Sb2-xGex_ x=0,YbZn2Sb2,350,,,,,0.043681,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31350,YbZn2Sb2-xGex_ x=0,YbZn2Sb2,400,,,,,0.078061,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31350,YbZn2Sb2-xGex_ x=0,YbZn2Sb2,450,,,,,0.11244,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31350,YbZn2Sb2-xGex_ x=0,YbZn2Sb2,500,,,,,0.14682,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31350,YbZn2Sb2-xGex_ x=0,YbZn2Sb2,550,,,,,0.1812,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31350,YbZn2Sb2-xGex_ x=0,YbZn2Sb2,600,,,,,0.21558,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31350,YbZn2Sb2-xGex_ x=0,YbZn2Sb2,650,,,,,0.24996,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31350,YbZn2Sb2-xGex_ x=0,YbZn2Sb2,700,,,,,0.28434,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31351,YbZn2Sb2-xGex_ x=0.05,YbZn2Sb1.95Ge0.05,300,,,,,0.033013,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31351,YbZn2Sb2-xGex_ x=0.05,YbZn2Sb1.95Ge0.05,350,,,,,0.072234,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31351,YbZn2Sb2-xGex_ x=0.05,YbZn2Sb1.95Ge0.05,400,,,,,0.11145,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31351,YbZn2Sb2-xGex_ x=0.05,YbZn2Sb1.95Ge0.05,450,,,,,0.15068,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31351,YbZn2Sb2-xGex_ x=0.05,YbZn2Sb1.95Ge0.05,500,,,,,0.1899,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31351,YbZn2Sb2-xGex_ x=0.05,YbZn2Sb1.95Ge0.05,550,,,,,0.22912,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31351,YbZn2Sb2-xGex_ x=0.05,YbZn2Sb1.95Ge0.05,600,,,,,0.26834,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31351,YbZn2Sb2-xGex_ x=0.05,YbZn2Sb1.95Ge0.05,650,,,,,0.30756,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31352,YbZn2Sb2-xGex_ x=0.10,YbZn2Sb1.90Ge0.10,350,,,,,0.060097,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31352,YbZn2Sb2-xGex_ x=0.10,YbZn2Sb1.90Ge0.10,400,,,,,0.11008,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31352,YbZn2Sb2-xGex_ x=0.10,YbZn2Sb1.90Ge0.10,450,,,,,0.16007,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31352,YbZn2Sb2-xGex_ x=0.10,YbZn2Sb1.90Ge0.10,500,,,,,0.21005,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31352,YbZn2Sb2-xGex_ x=0.10,YbZn2Sb1.90Ge0.10,550,,,,,0.26003,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31352,YbZn2Sb2-xGex_ x=0.10,YbZn2Sb1.90Ge0.10,600,,,,,0.31002,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31352,YbZn2Sb2-xGex_ x=0.10,YbZn2Sb1.90Ge0.10,650,,,,,0.36,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31352,YbZn2Sb2-xGex_ x=0.10,YbZn2Sb1.90Ge0.10,700,,,,,0.40999,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31353,YbZn2Sb2-xGex_ x=0.15,YbZn2Sb1.85Ge0.15,350,,,,,0.054867,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31353,YbZn2Sb2-xGex_ x=0.15,YbZn2Sb1.85Ge0.15,400,,,,,0.10183,,
24838,10.1016/s1002-0721(12)60398-6,25165,10a,31353,YbZn2Sb2-xGex_ x=0.15,YbZn2Sb1.85Ge0.15,450,,,,,0.14879,,
