sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
27941,10.1002/adma.201705942,26364,3(a)(780K),33037,Ge1-xSbxTe,undefined,,1.055e+27,,,0.00016939,,1.1552,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33037,Ge1-xSbxTe,undefined,,1.06e+27,,,0.00016814,,1.1351,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33037,Ge1-xSbxTe,undefined,,1.065e+27,,,0.00016689,,1.1149,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33037,Ge1-xSbxTe,undefined,,1.07e+27,,,0.00016563,,,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33037,Ge1-xSbxTe,undefined,,1.075e+27,,,0.00016438,,,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33037,Ge1-xSbxTe,undefined,,1.08e+27,,,0.00016313,,,,,
27941,10.1002/adma.201705942,26363,3(a)(300K),33038,Ge1-x-ySbxInyTe,undefined,,1.6e+26,,,0.00017895,,0.38942,,,
27941,10.1002/adma.201705942,26363,3(a)(300K),33038,Ge1-x-ySbxInyTe,undefined,,1.65e+26,,,0.00017647,,0.39598,,,
27941,10.1002/adma.201705942,26363,3(a)(300K),33038,Ge1-x-ySbxInyTe,undefined,,1.7e+26,,,0.00017399,,0.40255,,,
27941,10.1002/adma.201705942,26363,3(a)(300K),33038,Ge1-x-ySbxInyTe,undefined,,1.75e+26,,,0.00017151,,0.40912,,,
27941,10.1002/adma.201705942,26363,3(a)(300K),33038,Ge1-x-ySbxInyTe,undefined,,1.8e+26,,,0.00016904,,,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,7.9e+26,,,0.00024894,,,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,7.95e+26,,,0.00024761,,,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8e+26,,,0.00024628,,,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.05e+26,,,0.00024495,,2.2412,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.1e+26,,,0.00024362,,2.195,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.15e+26,,,0.00024228,,2.1488,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.2e+26,,,0.00024095,,2.1026,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.25e+26,,,0.00023962,,2.0564,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.3e+26,,,0.00023829,,2.0101,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.35e+26,,,0.00023696,,1.9639,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.4e+26,,,0.00023563,,1.9177,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.45e+26,,,0.00023429,,1.8715,,,
27941,10.1002/adma.201705942,26364,3(a)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.5e+26,,,0.00023296,,1.8253,,,
27941,10.1002/adma.201705942,26366,3(c)(780K),33038,Ge1-x-ySbxInyTe,undefined,,8.55e+26,,,,,1.7791,,,
