sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical resistivity,Hall movility,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical conductivity,Power factor,Figure of merit Z
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.15e+26,,0.0065801,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.2e+26,,0.0065397,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.25e+26,,0.0064993,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.3e+26,,0.0064589,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.35e+26,,0.0064185,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.4e+26,,0.006378,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.45e+26,,0.0063376,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.5e+26,,0.0062972,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.55e+26,,0.0062568,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.6e+26,,0.0062164,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.65e+26,,0.0061759,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.7e+26,,0.0061355,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.75e+26,,0.0060951,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.8e+26,,0.0060547,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.85e+26,,0.0060142,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.9e+26,,0.0059738,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,6.95e+26,,0.0059334,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7e+26,,0.005893,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.05e+26,,0.0058526,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.1e+26,,0.0058121,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.15e+26,,0.0057717,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.2e+26,,0.0057313,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.25e+26,,0.0056909,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.3e+26,,0.0056505,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.35e+26,,0.00561,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.4e+26,,0.0055696,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.45e+26,,0.0055292,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.5e+26,,0.0054888,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.55e+26,,0.0054484,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.6e+26,,0.0054079,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.65e+26,,0.0053675,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.7e+26,,0.0053271,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.75e+26,,0.0052867,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.8e+26,,0.0052462,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.85e+26,,0.0052058,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.9e+26,,0.0051654,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33039,Ge1+xTe,undefined,,7.95e+26,,0.005125,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,8.5e+25,,0.00433,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,9e+25,,0.0045008,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,9.5e+25,,0.0046715,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1e+26,,0.0048423,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.05e+26,,0.0050131,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.1e+26,,0.0051838,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.15e+26,,0.0053546,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.2e+26,,0.0055253,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.25e+26,,0.0056961,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.3e+26,,0.0058669,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.35e+26,,0.0060376,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.4e+26,,0.0062084,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.45e+26,,0.0063792,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.5e+26,,0.0065499,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.55e+26,,0.0067207,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.6e+26,,0.0068914,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.65e+26,,0.0070622,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.7e+26,,0.007233,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.75e+26,,0.0074037,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.8e+26,,0.0075745,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.85e+26,,0.0077453,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.9e+26,,0.007916,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,1.95e+26,,0.0080868,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,2e+26,,0.0082575,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,2.05e+26,,0.0084283,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,2.1e+26,,0.0085991,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,2.15e+26,,0.0087698,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,2.2e+26,,0.0089406,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,2.25e+26,,0.0091114,,,,,,,
27942,10.1039/c9ee00317g,26367,4(d),33040,Ge1.04-yBiyTe,undefined,,2.3e+26,,0.0092821,,,,,,,
