sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Seebeck coefficient,Thermal conductivity,ZT,content,Electrical resistivity,Power factor,Figure of merit Z
27922,10.1002/aenm.201701313,25336,6b,31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb ZJU,(Nb0.64Ta0.36)0.8Ti0.2FeSb,700,,229530,0.00015298,4.1676,0.90224,,0.0000043567,0.0053716631,0.0012889104
27922,10.1002/aenm.201701313,25336,6b,31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb ZJU,(Nb0.64Ta0.36)0.8Ti0.2FeSb,750,,209580,0.0001609,4.0593,1.0025,,0.0000047714,0.0054257768,0.0013366287
27922,10.1002/aenm.201701313,25336,6b,31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb ZJU,(Nb0.64Ta0.36)0.8Ti0.2FeSb,800,,189640,0.00016847,3.9509,1.0899,,0.0000052731,0.0053823892,0.0013623198
27922,10.1002/aenm.201701313,25336,6b,31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb ZJU,(Nb0.64Ta0.36)0.8Ti0.2FeSb,850,,169700,0.0001757,3.8426,1.1588,,0.0000058928,0.0052387222,0.0013633275
27922,10.1002/aenm.201701313,25336,6b,31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb ZJU,(Nb0.64Ta0.36)0.8Ti0.2FeSb,900,,149760,0.0001826,3.7342,1.2035,,0.0000066774,0.0049934117,0.0013372106
27922,10.1002/aenm.201701313,25336,6b,31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb ZJU,(Nb0.64Ta0.36)0.8Ti0.2FeSb,950,,129810,0.00018916,3.6259,1.217,,0.0000077036,0.0046447972,0.0012810053
27922,10.1002/aenm.201701313,25336,6b,31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb ZJU,(Nb0.64Ta0.36)0.8Ti0.2FeSb,1000,,109870,0.00019541,3.5175,1.1927,,0.0000091017,0.0041953934,0.0011927202
27922,10.1002/aenm.201701313,25336,6b,31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb ZJU,(Nb0.64Ta0.36)0.8Ti0.2FeSb,1050,,89928,0.00020133,3.4092,1.1227,,0.00001112,0.0036451208,0.0010692012
27922,10.1002/aenm.201701313,25336,6b,31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb ZJU,(Nb0.64Ta0.36)0.8Ti0.2FeSb,1100,,69985,0.00020695,3.3008,0.99887,,0.0000142888,0.0029973388,0.0009080643
27922,10.1002/aenm.201701313,25336,6b,31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb ZJU,(Nb0.64Ta0.36)0.8Ti0.2FeSb,1150,,50042,0.00021226,3.1925,0.81215,,0.0000199832,0.0022546077,0.0007062201
27922,10.1002/aenm.201701313,26674,5b,33455, (Nb1−xTax)0.8Ti0.2FeSb,undefined,,2.5244e+26,,,,,0.05,,,
27922,10.1002/aenm.201701313,26674,5b,33455, (Nb1−xTax)0.8Ti0.2FeSb,undefined,,2.5293e+26,,,,,0.1,,,
27922,10.1002/aenm.201701313,26674,5b,33455, (Nb1−xTax)0.8Ti0.2FeSb,undefined,,2.5341e+26,,,,,0.15,,,
27922,10.1002/aenm.201701313,26674,5b,33455, (Nb1−xTax)0.8Ti0.2FeSb,undefined,,2.5389e+26,,,,,0.2,,,
27922,10.1002/aenm.201701313,26674,5b,33455, (Nb1−xTax)0.8Ti0.2FeSb,undefined,,2.5437e+26,,,,,0.25,,,
27922,10.1002/aenm.201701313,26674,5b,33455, (Nb1−xTax)0.8Ti0.2FeSb,undefined,,2.5485e+26,,,,,0.3,,,
27922,10.1002/aenm.201701313,26674,5b,33455, (Nb1−xTax)0.8Ti0.2FeSb,undefined,,2.5534e+26,,,,,0.35,,,
27922,10.1002/aenm.201701313,26674,5b,33455, (Nb1−xTax)0.8Ti0.2FeSb,undefined,,2.5582e+26,,,,,0.4,,,
