sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
7972,10.1039/c3ee41859f,26734,3(a),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,450,25468,0.38773,0.00011087,0.67343,0.17877,0.000039265,0.0003130567,0.0004648689
7972,10.1039/c3ee41859f,26734,3(a),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,500,23415,0.36837,0.00011947,0.6436,0.24139,0.0000427077,0.0003342042,0.0005192731
7972,10.1039/c3ee41859f,26734,3(a),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,550,21361,0.34902,0.00012806,0.61377,0.30402,0.0000468143,0.0003503068,0.0005707461
7972,10.1039/c3ee41859f,26734,3(a),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,600,19308,0.32967,0.00013666,0.58394,0.36665,0.000051792,0.0003605954,0.0006175212
7972,10.1039/c3ee41859f,26734,3(a),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,650,17254,0.31032,0.00014525,0.55411,0.42927,0.0000579576,0.0003640173,0.0006569406
7972,10.1039/c3ee41859f,26734,3(a),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,700,15201,0.29096,0.00015385,0.52428,0.4919,0.0000657851,0.000359805,0.000686284
7972,10.1039/c3ee41859f,26734,3(a),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,750,13147,0.27161,0.00016245,0.49444,0.55452,0.000076063,0.0003469494,0.0007017016
7972,10.1039/c3ee41859f,26734,3(a),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,800,11094,0.25226,0.00017104,0.46461,0.61715,0.0000901388,0.0003245514,0.000698546
7972,10.1039/c3ee41859f,26734,3(a),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,850,9040.6,0.23291,0.00017964,0.43478,0.67978,0.0001106121,0.0002917449,0.0006710174
7972,10.1039/c3ee41859f,26734,3(a),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,900,6987.1,0.21355,0.00018823,0.40495,0.7424,0.0001431209,0.0002475567,0.0006113265
7972,10.1039/c3ee41859f,26742,3(c),33524,Bi0.875Ba0.125CuSeO_ 1T-parallel,undefined,300,,0.44578,0.000085084,0.76292,,,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,350,42659,0.49705,,0.72519,0.18664,0.0000234417,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,400,40238,0.47243,,0.70426,0.27108,0.0000248521,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,450,37816,0.44781,,0.68333,0.35552,0.0000264438,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,500,35395,0.42319,,0.6624,0.43996,0.0000282526,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,550,32973,0.39856,,0.64147,0.5244,0.0000303278,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,600,30552,0.37394,,0.62054,0.60884,0.0000327311,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,650,28130,0.34932,,0.59961,0.69329,0.0000355492,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,700,25709,0.3247,,0.57868,0.77773,0.0000388969,,
