sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical resistivity,Hall concentration,Hall movility,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,hall density,Electrical conductivity,Power factor,Figure of merit Z
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000089078,,,2.15e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000088305,,,2.2e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000087531,,,2.25e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000086758,,,2.3e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000085985,,,2.35e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000085211,,,2.4e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000084438,,,2.45e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000083665,,,2.5e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000082891,,,2.55e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000082118,,,2.6e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000081345,,,2.65e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000080571,,,2.7e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000079798,,,2.75e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000079025,,,2.8e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000078252,,0.58354,2.85e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000077478,,0.58446,2.9e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000076705,,0.58538,2.95e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000075932,,0.5863,3e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000075158,,0.58721,3.05e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000074385,,0.58813,3.1e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000073612,,0.58905,3.15e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000072838,,0.58997,3.2e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000072065,,0.59089,3.25e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000071292,,0.5918,3.3e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000070518,,0.59272,3.35e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000069745,,0.59364,3.4e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000068972,,0.59456,3.45e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000068198,,0.59548,3.5e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000067425,,0.59639,3.55e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000066652,,0.59731,3.6e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000065878,,0.59823,3.65e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000065105,,0.59915,3.7e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000064332,,0.60007,3.75e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000063559,,0.60099,3.8e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000062785,,0.6019,3.85e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000062012,,0.60282,3.9e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000061239,,0.60374,3.95e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000060465,,0.60466,4e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000059692,,0.60558,4.05e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000058919,,0.60649,4.1e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000058145,,0.60741,4.15e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000057372,,0.60833,4.2e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000056599,,0.60925,4.25e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000055825,,0.61017,4.3e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000055052,,0.61108,4.35e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000054279,,0.612,4.4e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000053505,,0.61292,4.45e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000052732,,0.61384,4.5e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000051959,,,4.55e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000051185,,,4.6e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000050412,,,4.65e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000049639,,,4.7e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000048866,,,4.75e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000048092,,,4.8e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000047319,,,4.85e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000046546,,,4.9e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000045772,,,4.95e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000044999,,,5e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000044226,,,5.05e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000043452,,,5.1e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000042679,,,5.15e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000041906,,,5.2e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000041132,,,5.25e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000040359,,,5.3e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000039586,,,5.35e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000038812,,,5.4e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000038039,,,5.45e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000037266,,,5.5e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000036492,,,5.55e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000035719,,,5.6e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000034946,,,5.65e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000034173,,,5.7e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000033399,,,5.75e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000032626,,,5.8e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000031853,,,5.85e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000031079,,,5.9e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000030306,,,5.95e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000029533,,,6e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000028759,,,6.05e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000027986,,,6.1e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32671,ingot,undefined,,,,,,,-0.000027213,,,6.15e+25,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,3500000000000,0.16601,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,4000000000000,0.165,0.5582,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,4500000000000,0.16399,0.52966,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,5000000000000,0.16298,0.52011,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,5500000000000,0.16197,0.53942,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,6000000000000,0.16097,0.57765,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,6500000000000,0.15996,0.60503,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,7000000000000,0.15895,0.57196,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,7500000000000,0.15794,0.40897,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,8000000000000,0.15693,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,8500000000000,0.15592,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,9000000000000,0.15491,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,9500000000000,0.1539,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,10000000000000,0.15289,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,10500000000000,0.15189,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,11000000000000,0.15088,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,11500000000000,0.14987,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,12000000000000,0.14886,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,12500000000000,0.14785,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,13000000000000,0.14684,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,13500000000000,0.14583,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,14000000000000,0.14482,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,14500000000000,0.14382,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,15000000000000,0.14281,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,15500000000000,0.1418,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,16000000000000,0.14079,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,16500000000000,0.13978,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,17000000000000,0.13877,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,17500000000000,0.13776,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,18000000000000,0.13675,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,18500000000000,0.13574,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,19000000000000,0.13474,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,19500000000000,0.13373,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,20000000000000,0.13272,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,20500000000000,0.13171,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,21000000000000,0.1307,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,21500000000000,0.12969,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,22000000000000,0.12868,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,22500000000000,0.12767,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,23000000000000,0.12667,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,23500000000000,0.12566,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,24000000000000,0.12465,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,24500000000000,0.12364,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,25000000000000,0.12263,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,25500000000000,0.12162,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,26000000000000,0.12061,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,26500000000000,0.1196,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,27000000000000,0.11859,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,27500000000000,0.11759,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,28000000000000,0.11658,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,28500000000000,0.11557,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,29000000000000,0.11456,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,29500000000000,0.11355,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,30000000000000,0.11254,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,30500000000000,0.11153,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,31000000000000,0.11052,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,31500000000000,0.10952,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,32000000000000,0.10851,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,32500000000000,0.1075,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,33000000000000,0.10649,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,33500000000000,0.10548,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,34000000000000,0.10447,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,34500000000000,0.10346,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,35000000000000,0.10245,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,35500000000000,0.10144,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,36000000000000,0.10044,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,36500000000000,0.099427,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,37000000000000,0.098418,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,37500000000000,0.097409,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,38000000000000,0.0964,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,38500000000000,0.095391,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,39000000000000,0.094383,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,39500000000000,0.093374,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,40000000000000,0.092365,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,40500000000000,0.091356,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,41000000000000,0.090347,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,41500000000000,0.089338,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,42000000000000,0.088329,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,42500000000000,0.087321,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,43000000000000,0.086312,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,43500000000000,0.085303,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,44000000000000,0.084294,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,44500000000000,0.083285,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,45000000000000,0.082276,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,45500000000000,0.081268,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,46000000000000,0.080259,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,46500000000000,0.07925,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,47000000000000,0.078241,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,47500000000000,0.077232,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,48000000000000,0.076223,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,48500000000000,0.075215,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,49000000000000,0.074206,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,49500000000000,0.073197,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,50000000000000,0.072188,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,50500000000000,0.071179,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,51000000000000,0.07017,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,51500000000000,0.069162,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,52000000000000,0.068153,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,52500000000000,0.067144,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,53000000000000,0.066135,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,53500000000000,0.065126,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,54000000000000,0.064117,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,54500000000000,0.063109,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,55000000000000,0.0621,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,55500000000000,0.061091,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,56000000000000,0.060082,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,56500000000000,0.059073,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,57000000000000,0.058064,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,57500000000000,0.057056,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,58000000000000,0.056047,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,58500000000000,0.055038,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,59000000000000,0.054029,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,59500000000000,0.05302,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,60000000000000,0.052011,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,60500000000000,0.051003,,,,,,,,
2828,10.1039/c3tc31810a,26104,2b,32671,ingot,undefined,,,,61000000000000,0.049994,,,,,,,,
2828,10.1039/c3tc31810a,26103,2a,32672,Aliev 2009,undefined,,,,,,,-0.000091302,,,7e+24,,,
2828,10.1039/c3tc31810a,26103,2a,32672,Aliev 2009,undefined,,,,,,,-0.000079907,,,7.5e+24,,,
2828,10.1039/c3tc31810a,26103,2a,32672,Aliev 2009,undefined,,,,,,,-0.000068511,,,8e+24,,,
2828,10.1039/c3tc31810a,26103,2a,32672,Aliev 2009,undefined,,,,,,,-0.000057115,,,8.5e+24,,,
2828,10.1039/c3tc31810a,26103,2a,32672,Aliev 2009,undefined,,,,,,,-0.00004572,,,9e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.92817,4.15e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.90399,4.2e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.87981,4.25e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.85563,4.3e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.83145,4.35e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.80727,4.4e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.78309,4.45e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.75891,4.5e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.73473,4.55e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.71055,4.6e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.68637,4.65e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.66219,4.7e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.63801,4.75e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.61383,4.8e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32672,Aliev 2009,undefined,,,,,,,,,0.58965,4.85e+25,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.91978,2e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.88332,2.5e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.84686,3e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.8104,3.5e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.77394,4e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.73748,4.5e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.70102,5e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.66456,5.5e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.6281,6e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.59164,6.5e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.55518,7e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.51872,7.5e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.48226,8e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.44581,8.5e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.40935,9e+24,,,
2828,10.1039/c3tc31810a,26106,2d,32673,Ferhat 2000,undefined,,,,,,,,,0.37289,9.5e+24,,,
