sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier mobility,Electrical conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,600,0.00031475,73704,0.00018353,3.3695,0.4631,0.0000135678,0.0024825911,0.0007367832
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,650,0.00029037,71103,0.00018919,3.3368,0.5144,0.0000140641,0.0025449794,0.0007627006
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,700,0.00026599,68502,0.00019485,3.304,0.56571,0.0000145981,0.0026007827,0.0007871618
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,750,0.00024161,65901,0.00020051,3.2713,0.61701,0.0000151743,0.0026495009,0.0008099229
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,800,0.00021723,63299,0.00020617,3.2386,0.66831,0.000015798,0.0026905917,0.0008307885
5936,10.1002/aenm.201400600,25508,2a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,850,,60698,0.00021183,3.2059,0.71961,0.000016475,0.0027236376,0.0008495703
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,50,0.00058295,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,100,0.00055857,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,150,0.00053419,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,200,0.0005098,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,250,0.00048542,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,300,0.00046104,,,3.5659,,,,
5936,10.1002/aenm.201400600,25524,4a,31763,Fe(V0.6Nb0.4)1−xTixSb x=0.24,Fe(V0.6Nb0.4)0.76Ti0.24Sb,900,,,,3.1731,,,,
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,350,0.00061084,113360,0.000159,3.6242,0.30094,0.0000088215,0.0028658542,0.000790755
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,400,0.00055696,107760,0.00016548,3.5941,0.34861,0.0000092799,0.00295086,0.0008210289
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,450,0.00050308,102160,0.00017197,3.564,0.39629,0.0000097886,0.0030212472,0.0008477125
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,500,0.0004492,96556,0.00017845,3.534,0.44396,0.0000103567,0.0030747681,0.0008700532
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,550,0.00039532,90954,0.00018494,3.5039,0.49164,0.0000109946,0.0031108818,0.0008878341
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,600,0.00034144,85353,0.00019142,3.4739,0.53931,0.000011716,0.0031274719,0.0009002769
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,650,0.00028756,79751,0.00019791,3.4438,0.58698,0.000012539,0.0031237165,0.0009070551
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,700,0.00023368,74150,0.00020439,3.4137,0.63466,0.0000134862,0.0030976364,0.0009074132
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,750,0.0001798,68549,0.00021088,3.3837,0.68233,0.0000145881,0.0030483997,0.0009009072
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,800,0.00012592,62947,0.00021736,3.3536,0.73,0.0000158864,0.0029739543,0.0008867946
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,850,,57346,0.00022385,3.3235,0.77768,0.000017438,0.0028735405,0.0008646128
5936,10.1002/aenm.201400600,25508,2a,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,900,,,0.00023033,,0.82535,,,
5936,10.1002/aenm.201400600,25509,2b,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,300,0.00066472,118960,,3.6542,,0.0000084062,,
5936,10.1002/aenm.201400600,25510,2C,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,50,0.00093412,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,100,0.00088024,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,150,0.00082636,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,200,0.00077248,,,,,,,
5936,10.1002/aenm.201400600,25510,2C,31761,Fe(V0.6Nb0.4)1−xTixSb_ x=0.18,Fe(V0.6Nb0.4)0.82Ti0.18Sb,250,0.0007186,,,,,,,
