sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Hall movility,Seebeck coefficient,ZT
27940,10.1016/j.mtphys.2019.100096,26311,3(d),32045,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0,undefined,,2.2e+26,0.014028,,
27940,10.1016/j.mtphys.2019.100096,25720,4(a),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,350,,,,0.47862
27940,10.1016/j.mtphys.2019.100096,25720,4(a),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,400,,,,0.73052
27940,10.1016/j.mtphys.2019.100096,25720,4(a),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,450,,,,0.98242
27940,10.1016/j.mtphys.2019.100096,25720,4(a),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,500,,,,1.2343
27940,10.1016/j.mtphys.2019.100096,25720,4(a),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,550,,,,1.4862
27940,10.1016/j.mtphys.2019.100096,25720,4(a),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,600,,,,1.7381
27940,10.1016/j.mtphys.2019.100096,26308,3(b),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,,4.5e+25,0.0099419,0.00016249,
27940,10.1016/j.mtphys.2019.100096,26308,3(b),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,,5e+25,0.010194,0.00015551,
27940,10.1016/j.mtphys.2019.100096,26308,3(b),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,,5.5e+25,0.010446,0.00014852,
27940,10.1016/j.mtphys.2019.100096,26308,3(b),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,,6e+25,0.010698,0.00014153,
27940,10.1016/j.mtphys.2019.100096,26308,3(b),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,,6.5e+25,0.01095,0.00013455,
27940,10.1016/j.mtphys.2019.100096,26308,3(b),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,,7e+25,0.011202,0.00012756,
27940,10.1016/j.mtphys.2019.100096,26308,3(b),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,,7.5e+25,0.011454,0.00012057,
27940,10.1016/j.mtphys.2019.100096,26308,3(b),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,,8e+25,0.011706,0.00011359,
27940,10.1016/j.mtphys.2019.100096,26308,3(b),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,,8.5e+25,0.011958,0.0001066,
27940,10.1016/j.mtphys.2019.100096,26311,3(d),32046,GeTe-xCu2Te-yBiTe-zPbTe_ x=0.015_ y=0.02_ z=0.08,undefined,,9e+25,0.01221,,
