sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical resistivity,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Electrical conductivity,Figure of merit Z
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,391,0.000032077,,0.0021555,0.00024976,0.76926,1.0438,31174.985191882,0.0028020435
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,391.5,0.000032049,,0.0021561,0.00024964,0.76984,1.0446,31202.2215981778,0.0028007118
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,392,0.000032022,,0.0021567,0.00024952,0.77042,1.0455,31228.5303853601,0.0027993822
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,392.5,0.000031994,,0.0021572,0.0002494,0.77099,1.0463,31255.8604738388,0.0027979611
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,393,0.000031967,,0.0021578,0.00024928,0.77157,1.0471,31282.2598304502,0.0027966354
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,393.5,0.000031939,,0.0021583,0.00024917,0.77215,1.048,31309.6840852876,0.0027951823
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,394,0.000031911,,0.0021589,0.00024905,0.77273,1.0488,31337.1564664222,0.0027938607
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,394.5,0.000031882,,0.0021594,0.00024893,0.7733,1.0497,31365.6608744746,0.002792448
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,395,0.000031854,,0.00216,0.00024881,0.77388,1.0505,31393.2316192629,0.0027911304
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,395.5,0.000031826,,0.0021606,0.00024869,0.77446,1.0514,31420.8508766417,0.0027898148
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,396,0.000031797,,0.0021611,0.00024857,0.77504,1.0522,31449.5078152027,0.0027883722
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,396.5,0.000031768,,0.0021617,0.00024845,0.77561,1.053,31478.2170737849,0.0027870966
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,397,0.00003174,,0.0021622,0.00024833,0.77619,1.0539,31505.9861373661,0.0027856582
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,397.5,0.000031711,,0.0021628,0.00024821,0.77677,1.0547,31534.7986503106,0.0027843506
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,398,0.000031681,,0.0021633,0.0002481,0.77735,1.0556,31564.6602064329,0.0027829163
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,398.5,0.000031652,,0.0021639,0.00024798,0.77792,1.0564,31593.5801845065,0.0027816485
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,399,0.000031623,,0.0021645,0.00024786,0.7785,1.0573,31622.5532049458,0.0027803468
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,399.5,0.000031593,,0.002165,0.00024774,0.77908,1.0581,31652.5812680024,0.0027789187
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,400,0.000031564,,0.0021656,0.00024762,0.77965,1.0589,31681.6626536561,0.0027776566
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,400.5,0.000031534,,0.0021661,0.0002475,0.78023,1.0598,31711.8031331261,0.0027762326
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,401,0.000031504,,0.0021667,0.00024738,0.78081,1.0606,31742.001015744,0.0027749388
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,401.5,0.000031474,,0.0021672,0.00024726,0.78139,1.0615,31772.2564656542,0.002773519
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,402,0.000031444,,0.0021678,0.00024714,0.78196,1.0623,31802.5696476275,0.0027722646
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,402.5,0.000031414,,0.0021684,0.00024703,0.78254,1.0631,31832.9407270644,0.0027709766
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,403,0.000031383,,0.0021689,0.00024691,0.78312,1.064,31864.385176688,0.0027695628
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,403.5,0.000031353,,0.0021695,0.00024679,0.7837,1.0648,31894.8744936689,0.0027682787
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,404,0.000031322,,0.00217,0.00024667,0.78427,1.0657,31926.4414788328,0.0027669043
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,404.5,0.000031291,,0.0021706,0.00024655,0.78485,1.0665,31958.0710108338,0.002765624
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,405,0.00003126,,0.0021711,0.00024643,0.78543,1.0674,31989.7632757518,0.0027642183
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,405.5,0.000031229,,0.0021717,0.00024631,0.78601,1.0682,32021.5184604054,0.0027629419
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,406,0.000031198,,0.0021723,0.00024619,0.78658,1.069,32053.3367523559,0.0027617026
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,406.5,0.000031167,,0.0021728,0.00024607,0.78716,1.0699,32085.2183399108,0.0027603029
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,407,0.000031135,,0.0021734,0.00024596,0.78774,1.0707,32118.1949574434,0.0027590322
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,407.5,0.000031104,,0.0021739,0.00024584,0.78831,1.0716,32150.2057613169,0.0027576715
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,408,0.000031072,,0.0021745,0.00024572,0.78889,1.0724,32183.316168898,0.0027564046
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,408.5,0.00003104,,0.002175,0.0002456,0.78947,1.0733,32216.4948453608,0.0027550129
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,409,0.000031008,,0.0021756,0.00024548,0.79005,1.0741,32249.742002064,0.0027537498
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,409.5,0.000030976,,0.0021761,0.00024536,0.79062,1.0749,32283.0578512397,0.0027523969
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,410,0.000030944,,0.0021767,0.00024524,0.7912,1.0758,32316.4426059979,0.0027511375
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,410.5,0.000030912,,0.0021773,0.00024512,0.79178,1.0766,32349.8964803313,0.00274988
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,411,0.000030879,,0.0021778,0.000245,0.79236,1.0775,32384.4684089511,0.0027484982
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,411.5,0.000030847,,0.0021784,0.00024489,0.79293,1.0783,32418.0633448958,0.0027472791
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,412,0.000030814,,0.0021789,0.00024477,0.79351,1.0792,32452.7812033491,0.0027459011
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,412.5,0.000030781,,0.0021795,0.00024465,0.79409,1.08,32487.573503135,0.0027446511
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,413,0.000030748,,0.00218,0.00024453,0.79467,1.0808,32522.4404839339,0.0027432771
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,413.5,0.000030715,,0.0021806,0.00024441,0.79524,1.0817,32557.3823864561,0.0027420653
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,414,0.000030682,,0.0021812,0.00024429,0.79582,1.0825,32592.3994524477,0.0027408208
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,414.5,0.000030648,,0.0021817,0.00024417,0.7964,1.0834,32628.5565126599,0.0027394525
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,415,0.000030615,,0.0021823,0.00024405,0.79697,1.0842,32663.7269312429,0.0027382461
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,415.5,0.000030581,,0.0021828,0.00024393,0.79755,1.0851,32700.0425100553,0.0027368817
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,416,0.000030547,,0.0021834,0.00024382,0.79813,1.0859,32736.4389301732,0.0027356446
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,416.5,0.000030513,,0.0021839,0.0002437,0.79871,1.0867,32772.9164618359,0.002734284
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,417,0.000030479,,0.0021845,0.00024358,0.79928,1.0876,32809.4753764887,0.0027330848
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,417.5,0.000030445,,0.0021851,0.00024346,0.79986,1.0884,32846.1159467893,0.0027318531
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,418,0.000030411,,0.0021856,0.00024334,0.80044,1.0893,32882.8384466147,0.0027304982
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,418.5,0.000030376,,0.0021862,0.00024322,0.80102,1.0901,32920.7268896497,0.0027292702
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,419,0.000030342,,0.0021867,0.0002431,0.80159,1.0909,32957.6165051743,0.0027279532
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,419.5,0.000030307,,0.0021873,0.00024298,0.80217,1.0918,32995.6775662388,0.0027267287
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,420,0.000030272,,0.0021878,0.00024286,0.80275,1.0926,33033.8266384778,0.0027253815
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,420.5,0.000030237,,0.0021884,0.00024275,0.80333,1.0935,33072.064027516,0.0027241607
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,421,0.000030202,,0.002189,0.00024263,0.8039,1.0943,33110.3900403947,0.0027229755
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,421.5,0.000030167,,0.0021895,0.00024251,0.80448,1.0952,33148.8049855803,0.0027216339
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,422,0.000030131,,0.0021901,0.00024239,0.80506,1.096,33188.410607016,0.0027204184
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,422.5,0.000030096,,0.0021906,0.00024227,0.80563,1.0968,33227.0069112174,0.0027191142
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,423,0.00003006,,0.0021912,0.00024215,0.80621,1.0977,33266.7997338656,0.0027179023
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,423.5,0.000030025,,0.0021917,0.00024203,0.80679,1.0985,33305.5786844296,0.0027165681
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,424,0.000029989,,0.0021923,0.00024191,0.80737,1.0994,33345.5600386809,0.0027153597
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,424.5,0.000029953,,0.0021928,0.00024179,0.80794,1.1002,33385.637498748,0.0027140629
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,425,0.000029917,,0.0021934,0.00024168,0.80852,1.1011,33425.811411572,0.0027128581
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,425.5,0.00002988,,0.002194,0.00024156,0.8091,1.1019,33467.2021419009,0.0027116549
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,426,0.000029844,,0.0021945,0.00024144,0.80968,1.1027,33507.5727114328,0.00271033
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,426.5,0.000029807,,0.0021951,0.00024132,0.81025,1.1036,33549.1663032174,0.0027091638
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,427,0.000029771,,0.0021956,0.0002412,0.81083,1.1044,33589.734976991,0.0027078426
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,427.5,0.000029734,,0.0021962,0.00024108,0.81141,1.1053,33631.5329252707,0.0027066465
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,428,0.000029697,,0.0021967,0.00024096,0.81199,1.1061,33673.4350271071,0.0027053289
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,428.5,0.00002966,,0.0021973,0.00024084,0.81256,1.107,33715.4416722859,0.0027041695
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,429,0.000029623,,0.0021979,0.00024072,0.81314,1.1078,33757.5532525403,0.0027029786
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,429.5,0.000029585,,0.0021984,0.00024061,0.81372,1.1086,33800.9126246409,0.0027016664
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,430,0.000029548,,0.002199,0.00024049,0.81429,1.1095,33843.2381210234,0.0027005121
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,430.5,0.00002951,,0.0021995,0.00024037,0.81487,1.1103,33886.8180277872,0.0026992036
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,431,0.000029473,,0.0022001,0.00024025,0.81545,1.1112,33929.3590744071,0.0026980195
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,431.5,0.000029435,,0.0022006,0.00024013,0.81603,1.112,33973.1612026499,0.0026967146
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,432,0.000029397,,0.0022012,0.00024001,0.8166,1.1129,34017.0765724394,0.002695567
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,432.5,0.000029359,,0.0022018,0.00023989,0.81718,1.1137,34061.1056234885,0.002694388
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,433,0.00002932,,0.0022023,0.00023977,0.81776,1.1145,34106.412005457,0.0026930884
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,433.5,0.000029282,,0.0022029,0.00023965,0.81834,1.1154,34150.6727682535,0.0026919129
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,434,0.000029244,,0.0022034,0.00023954,0.81891,1.1162,34195.0485569689,0.0026906498
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,434.5,0.000029205,,0.002204,0.00023942,0.81949,1.1171,34240.7122068139,0.0026894776
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,435,0.000029166,,0.0022045,0.0002393,0.82007,1.1179,34286.4979770966,0.0026881852
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,435.5,0.000029127,,0.0022051,0.00023918,0.82064,1.1188,34332.4063583617,0.0026870491
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,436,0.000029088,,0.0022057,0.00023906,0.82122,1.1196,34378.4378437844,0.002685882
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,436.5,0.000029049,,0.0022062,0.00023894,0.8218,1.1204,34424.5929291886,0.0026845948
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,437,0.00002901,,0.0022068,0.00023882,0.82238,1.1213,34470.8721130645,0.002683431
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,437.5,0.00002897,,0.0022073,0.0002387,0.82295,1.1221,34518.4673800483,0.00268218
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,438,0.000028931,,0.0022079,0.00023858,0.82353,1.123,34564.999481525,0.0026810195
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,438.5,0.000028891,,0.0022084,0.00023847,0.82411,1.1238,34612.8552144266,0.0026797394
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,439,0.000028851,,0.002209,0.00023835,0.82469,1.1246,34660.8436449343,0.0026785823
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,439.5,0.000028812,,0.0022096,0.00023823,0.82526,1.1255,34707.7606552825,0.0026774592
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,440,0.000028771,,0.0022101,0.00023811,0.82584,1.1263,34757.2208126238,0.0026761842
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,440.5,0.000028731,,0.0022107,0.00023799,0.82642,1.1272,34805.6106644391,0.0026750321
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,441,0.000028691,,0.0022112,0.00023787,0.827,1.128,34854.1354431703,0.0026737606
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,441.5,0.00002865,,0.0022118,0.00023775,0.82757,1.1289,34904.0139616056,0.002672644
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,442,0.00002861,,0.0022123,0.00023763,0.82815,1.1297,34952.813701503,0.002671376
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,442.5,0.000028569,,0.0022129,0.00023751,0.82873,1.1305,35002.9752528965,0.0026702304
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,443,0.000028528,,0.0022134,0.0002374,0.8293,1.1314,35053.2809871004,0.002668998
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,443.5,0.000028487,,0.002214,0.00023728,0.82988,1.1322,35103.7315266613,0.0026678556
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,444,0.000028446,,0.0022146,0.00023716,0.83046,1.1331,35154.327497715,0.0026667148
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,444.5,0.000028405,,0.0022151,0.00023704,0.83104,1.1339,35205.0695300123,0.0026654553
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,445,0.000028364,,0.0022157,0.00023692,0.83161,1.1348,35255.9582569454,0.0026643499
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,445.5,0.000028322,,0.0022162,0.0002368,0.83219,1.1356,35308.2409434362,0.0026630938
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,446,0.000028281,,0.0022168,0.00023668,0.83277,1.1364,35359.428591634,0.0026619595
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,446.5,0.000028239,,0.0022173,0.00023656,0.83335,1.1373,35412.018839194,0.0026607068
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,447,0.000028197,,0.0022179,0.00023644,0.83392,1.1381,35464.7657552222,0.0026596076
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,447.5,0.000028155,,0.0022185,0.00023633,0.8345,1.139,35517.6700408453,0.0026584781
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,448,0.000028113,,0.002219,0.00023621,0.83508,1.1398,35570.7324013801,0.0026572304
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,448.5,0.00002807,,0.0022196,0.00023609,0.83566,1.1407,35625.2226576416,0.0026561042
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,449,0.000028028,,0.0022201,0.00023597,0.83623,1.1415,35678.6071071785,0.0026548916
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,449.5,0.000027985,,0.0022207,0.00023585,0.83681,1.1423,35733.4286224763,0.0026537685
71,10.1016/j.actamat.2015.01.018,4580,3(a),5852,MgAg0.967Cu0.003Sb0.99,MgAg0.967Cu0.003Sb0.99,450,0.000027943,,0.0022212,0.00023573,0.83739,1.1432,35787.1381025659,0.0026525275
