sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Inverse temperature,Electrical conductivity,Electrical resistivity,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,electron thermal conductivity,Figure of merit Z
4120,10.1016/j.nanoen.2014.11.027,11853,2a,14061,x=0.01,Mg0.99Na0.01Ag0.97Sb0.99,350,0.0028571,33922,0.000029479,,0.0020161,0.00024322,0.79642,0.88903,,0.0025314533
4120,10.1016/j.nanoen.2014.11.027,11853,2a,14061,x=0.01,Mg0.99Na0.01Ag0.97Sb0.99,400,0.0025,37622,0.00002658,,0.0020732,0.00023274,0.83202,0.99729,,0.002491767
4120,10.1016/j.nanoen.2014.11.027,11853,2a,14061,x=0.01,Mg0.99Na0.01Ag0.97Sb0.99,450,0.0022222,42226,0.000023682,,0.0021304,0.00022226,0.86761,1.1055,,0.0024554811
4120,10.1016/j.nanoen.2014.11.027,11853,2a,14061,x=0.01,Mg0.99Na0.01Ag0.97Sb0.99,500,0.002,48114,0.000020784,,0.0021876,0.00021178,0.90321,1.2138,,0.0024220281
4120,10.1016/j.nanoen.2014.11.027,11855,2c,14061,x=0.01,Mg0.99Na0.01Ag0.97Sb0.99,550,0.0018182,,,,0.0022447,,0.9388,1.3151,,0.0023910311
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13336,MgAg0.97Sb0.99,MgAg0.97Sb0.99,300,0.0033333,23706,0.000042183,,,,,0.73177,,
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13336,MgAg0.97Sb0.99,MgAg0.97Sb0.99,350,0.0028571,26341,0.000037964,,0.0018338,0.00026482,0.74904,0.86438,,0.0024482004
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13336,MgAg0.97Sb0.99,MgAg0.97Sb0.99,400,0.0025,29634,0.000033745,,0.001925,0.00025363,0.77813,0.99698,,0.0024738797
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13336,MgAg0.97Sb0.99,MgAg0.97Sb0.99,450,0.0022222,33868,0.000029526,,0.0020162,0.00024244,0.80721,1.1296,,0.0024977391
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13336,MgAg0.97Sb0.99,MgAg0.97Sb0.99,500,0.002,39515,0.000025307,,0.0021074,0.00023125,0.8363,1.2622,,0.0025199091
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13337,MgAg0.97Sb0.9925,MgAg0.97Sb0.9925,300,0.0033333,27843,0.000035916,,,,0.75529,0.76143,,
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13337,MgAg0.97Sb0.9925,MgAg0.97Sb0.9925,350,0.0028571,30965,0.000032295,,0.0019877,0.00025383,0.78639,0.88783,,0.0025276262
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13337,MgAg0.97Sb0.9925,MgAg0.97Sb0.9925,400,0.0025,34874,0.000028675,,0.0020745,0.00024236,0.81749,1.0142,,0.0025376457
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13337,MgAg0.97Sb0.9925,MgAg0.97Sb0.9925,450,0.0022222,39912,0.000025055,,0.0021613,0.0002309,0.84859,1.1406,,0.0025469308
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13337,MgAg0.97Sb0.9925,MgAg0.97Sb0.9925,500,0.002,46653,0.000021435,,0.002248,0.00021944,0.87969,1.267,,0.0025554457
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13338,MgAg0.97Sb0.995,MgAg0.97Sb0.995,300,0.0033333,40153,0.000024905,,0.0021818,,0.82205,0.80754,,0.0026540965
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13338,MgAg0.97Sb0.995,MgAg0.97Sb0.995,350,0.0028571,43142,0.000023179,,0.0022318,0.00022779,0.85483,0.92418,,0.0026108115
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13338,MgAg0.97Sb0.995,MgAg0.97Sb0.995,400,0.0025,46616,0.000021452,,0.0022817,0.0002208,0.8876,1.0408,,0.0025706399
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13338,MgAg0.97Sb0.995,MgAg0.97Sb0.995,450,0.0022222,50695,0.000019726,,0.0023317,0.00021381,0.92038,1.1575,,0.0025334101
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13338,MgAg0.97Sb0.995,MgAg0.97Sb0.995,500,0.002,55556,0.000018,,0.0023817,0.00020681,0.95315,1.2741,,0.0024987672
5859,10.1016/j.actamat.2015.09.033,11152,3(a),13338,MgAg0.97Sb0.995,MgAg0.97Sb0.995,550,0.0018182,61451,0.000016273,,0.0024536,0.00019982,,,,
5859,10.1016/j.actamat.2015.09.033,11153,3(b),13339,MgAg0.97Sb1.00,MgAg0.97Sb1.00,350,0.0028571,,,,0.0022818,0.00023557,0.85866,0.93506,,0.0026573964
5859,10.1016/j.actamat.2015.09.033,11153,3(b),13339,MgAg0.97Sb1.00,MgAg0.97Sb1.00,400,0.0025,,,,0.0023156,0.00022404,0.89732,1.0305,,0.0025805733
5859,10.1016/j.actamat.2015.09.033,11153,3(b),13339,MgAg0.97Sb1.00,MgAg0.97Sb1.00,450,0.0022222,,,,0.0023494,0.0002125,0.93599,1.126,,0.0025100696
5859,10.1016/j.actamat.2015.09.033,11153,3(b),13339,MgAg0.97Sb1.00,MgAg0.97Sb1.00,500,0.002,,,,0.0023833,0.00020097,0.97465,1.2214,,0.0024452881
5942,10.1002/aenm.201502269,20237,2 (a),24962,x=0,MgAg0.97Sb 0.99,350,0.0028571,25642,0.000038999,0.63699,0.0018372,0.00026518,0.76365,0.8466,0.13428,0.0024058142
5942,10.1002/aenm.201502269,20237,2 (a),24962,x=0,MgAg0.97Sb 0.99,400,0.0025,29101,0.000034363,,0.0019282,0.00025433,0.79391,0.97639,,0.0024287388
5942,10.1002/aenm.201502269,20237,2 (a),24962,x=0,MgAg0.97Sb 0.99,450,0.0022222,33638,0.000029728,,0.0020191,0.00024347,0.82417,1.1062,,0.0024498586
5942,10.1002/aenm.201502269,20237,2 (a),24962,x=0,MgAg0.97Sb 0.99,500,0.002,39853,0.000025092,,0.0021101,0.00023261,0.85443,1.236,,0.0024695996
5942,10.1002/aenm.201502269,20239,2 (c),24962,x=0,MgAg0.97Sb 0.99,300,0.0033333,,,,0.0017463,,,0.71681,0.12775,
5942,10.1002/aenm.201502269,20237,2 (a),24963,x=0.0025,Mg0.9975Li0.0025Ag0.97Sb0.99,350,0.0028571,42276,0.000023654,0.61316,0.0021568,0.00022579,0.82416,0.91263,0.22511,0.0026169676
5942,10.1002/aenm.201502269,20237,2 (a),24963,x=0.0025,Mg0.9975Li0.0025Ag0.97Sb0.99,400,0.0025,44391,0.000022527,,0.0021832,0.00022137,0.84924,1.018,,0.0025707692
5942,10.1002/aenm.201502269,20237,2 (a),24963,x=0.0025,Mg0.9975Li0.0025Ag0.97Sb0.99,450,0.0022222,46731,0.000021399,,0.0022095,0.00021695,0.87432,1.1233,,0.0025271068
5942,10.1002/aenm.201502269,20237,2 (a),24963,x=0.0025,Mg0.9975Li0.0025Ag0.97Sb0.99,500,0.002,49329,0.000020272,,0.0022358,0.00021253,0.8994,1.2287,,0.0024858795
5942,10.1002/aenm.201502269,20241,3 (c),24963,x=0.0025,Mg0.9975Li0.0025Ag0.97Sb0.99,300,0.0033333,,,,,,,,0.23425,
5942,10.1002/aenm.201502269,20237,2 (a),24964,x=0.005,Mg0.995Li0.005Ag0.97Sb0.99,350,0.0028571,49821,0.000020072,0.59941,0.0022666,0.00021443,0.86667,0.92541,0.27137,0.0026152976
5942,10.1002/aenm.201502269,20237,2 (a),24964,x=0.005,Mg0.995Li0.005Ag0.97Sb0.99,400,0.0025,52309,0.000019117,,0.0022871,0.00020984,0.89054,1.0327,,0.002568217
5942,10.1002/aenm.201502269,20237,2 (a),24964,x=0.005,Mg0.995Li0.005Ag0.97Sb0.99,450,0.0022222,55063,0.000018161,,0.0023077,0.00020525,0.91442,1.14,,0.0025236762
5942,10.1002/aenm.201502269,20237,2 (a),24964,x=0.005,Mg0.995Li0.005Ag0.97Sb0.99,500,0.002,58119,0.000017206,,0.0023282,0.00020067,0.93829,1.2472,,0.0024813224
5942,10.1002/aenm.201502269,20241,3 (c),24964,x=0.005,Mg0.995Li0.005Ag0.97Sb0.99,300,0.0033333,,,,,,,,0.27883,
5942,10.1002/aenm.201502269,20237,2 (a),24965,x=0.01,Mg0.99Li0.01Ag0.97Sb0.99,350,0.0028571,65591,0.000015246,0.57371,0.0024489,0.00019243,0.95061,0.90665,0.37376,0.0025761353
5942,10.1002/aenm.201502269,20237,2 (a),24965,x=0.01,Mg0.99Li0.01Ag0.97Sb0.99,400,0.0025,59186,0.000016896,,0.0024521,0.00019128,0.96718,1.0114,,0.0025353088
5942,10.1002/aenm.201502269,20237,2 (a),24965,x=0.01,Mg0.99Li0.01Ag0.97Sb0.99,450,0.0022222,60132,0.00001663,,0.0024554,0.00019012,0.98376,1.1162,,0.002495934
5942,10.1002/aenm.201502269,20237,2 (a),24965,x=0.01,Mg0.99Li0.01Ag0.97Sb0.99,500,0.002,72296,0.000013832,,0.0024586,0.00018897,1.0003,1.221,,0.0024578626
5942,10.1002/aenm.201502269,20237,2 (a),24966,x=0.02,Mg0.98Li0.02Ag0.97Sb0.99,350,0.0028571,74766,0.000013375,0.70991,0.0022802,0.00017525,1.1452,0.70399,0.44449,0.0019910933
5942,10.1002/aenm.201502269,20237,2 (a),24966,x=0.02,Mg0.98Li0.02Ag0.97Sb0.99,400,0.0025,72706,0.000013754,,0.0022932,0.00017735,1.1523,0.79937,,0.0019901067
5942,10.1002/aenm.201502269,20237,2 (a),24966,x=0.02,Mg0.98Li0.02Ag0.97Sb0.99,450,0.0022222,70756,0.000014133,,0.0023062,0.00017945,1.1595,0.89475,,0.0019889608
5942,10.1002/aenm.201502269,20237,2 (a),24966,x=0.02,Mg0.98Li0.02Ag0.97Sb0.99,500,0.002,68904,0.000014513,,0.0023192,0.00018155,1.1666,0.99014,,0.0019879993
5942,10.1002/aenm.201502269,20241,3 (c),24966,x=0.02,Mg0.98Li0.02Ag0.97Sb0.99,300,0.0033333,,,,,,,,0.48051,
5942,10.1002/aenm.201502269,20237,2 (a),24967,x=0.04,Mg0.96Li0.04Ag0.97Sb0.99,350,0.0028571,56912,0.000017571,0.8332,0.0015377,0.00016476,1.219,0.46351,0.33907,0.0012614438
5942,10.1002/aenm.201502269,20237,2 (a),24967,x=0.04,Mg0.96Li0.04Ag0.97Sb0.99,400,0.0025,56453,0.000017714,,0.0015466,0.00016535,1.221,0.52938,,0.0012666667
5942,10.1002/aenm.201502269,20237,2 (a),24967,x=0.04,Mg0.96Li0.04Ag0.97Sb0.99,450,0.0022222,55997,0.000017858,,0.0015555,0.00016595,1.2231,0.59526,,0.0012717685
5942,10.1002/aenm.201502269,20237,2 (a),24967,x=0.04,Mg0.96Li0.04Ag0.97Sb0.99,500,0.002,55552,0.000018001,,0.0015644,0.00016654,1.2251,0.66114,,0.001276957
5942,10.1002/aenm.201502269,20241,3 (c),24967,x=0.04,Mg0.96Li0.04Ag0.97Sb0.99,300,0.0033333,,,0.8449,,,,,0.35945,
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,50,0.02,67408,0.000014835,,4.5e-8,8.173e-7,1.096,-0.029956,,4.11e-8
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,100,0.01,63259,0.000015808,,6.14e-8,9.85e-7,1.0745,0.091468,,5.71e-8
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,150,0.0066667,59591,0.000016781,,7.92e-8,0.0000011527,1.0531,0.21289,,7.52e-8
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,200,0.005,56325,0.000017754,,9.82e-8,0.0000013204,1.0316,0.33432,,9.52e-8
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,250,0.004,53399,0.000018727,,1.182e-7,0.0000014881,1.0101,0.45574,,1.171e-7
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,300,0.0033333,50761,0.0000197,,1.392e-7,0.0000016558,0.98865,0.57716,,1.408e-7
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,350,0.0028571,48372,0.000020673,,1.608e-7,0.0000018235,0.96718,0.69859,,1.663e-7
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,400,0.0025,46198,0.000021646,,1.832e-7,0.0000019912,0.94571,0.82001,,1.937e-7
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,450,0.0022222,44211,0.000022619,,2.061e-7,0.0000021589,0.92424,0.94144,,2.23e-7
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,500,0.002,42387,0.000023592,,2.294e-7,0.0000023266,0.90277,1.0629,,2.542e-7
5982,10.1002/adfm.201503022,11157,5(a),13340,as-synthesized,MgAg0.97Sb0.99,550,0.0018182,40708,0.000024565,,,,,,,
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,50,0.02,82264,0.000012156,,2.25e-8,5.229e-7,1.1061,-0.019282,,2.03e-8
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,100,0.01,76470,0.000013077,,6.92e-8,9.511e-7,1.0769,0.11433,,6.42e-8
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,150,0.0066667,71439,0.000013998,,1.23e-7,0.0000013122,1.0478,0.24794,,1.174e-7
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,200,0.005,67029,0.000014919,,1.729e-7,0.0000016062,1.0187,0.38156,,1.698e-7
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,250,0.004,63131,0.00001584,,2.121e-7,0.0000018331,0.98951,0.51517,,2.144e-7
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,300,0.0033333,59662,0.000016761,,2.37e-7,0.0000019929,0.96036,0.64878,,2.467e-7
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,350,0.0028571,56555,0.000017682,,2.46e-7,0.0000020857,0.93121,0.7824,,2.642e-7
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,400,0.0025,53755,0.000018603,,2.396e-7,0.0000021114,0.90207,0.91601,,2.657e-7
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,450,0.0022222,51219,0.000019524,,2.194e-7,0.0000020699,0.87292,1.0496,,2.514e-7
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,500,0.002,48912,0.000020445,,1.882e-7,0.0000019614,0.84377,1.1832,,2.23e-7
5982,10.1002/adfm.201503022,11157,5(a),13341,heating treated,MgAg0.97Sb0.99,550,0.0018182,46803,0.000021366,,,,,,,
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31712,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0,undefined,350,0.0028571,39680,0.000025202,,0.00034457,0.000093186,1.6587,0.87264,,0.000207735
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31712,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0,undefined,400,0.0025,37782,0.000026468,,0.00040583,0.00010364,1.5692,0.94292,,0.0002586222
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31712,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0,undefined,450,0.0022222,35884,0.000027868,,0.00046709,0.00011409,1.4797,1.0132,,0.0003156653
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31712,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0,undefined,500,0.002,33986,0.000029424,,0.00052721,0.00012455,1.3902,1.0835,,0.0003792332
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31712,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0,undefined,550,0.0018182,32088,0.000031164,,0.0005848,0.000135,1.3007,1.1538,,0.0004496041
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31712,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0,undefined,600,0.0016667,30190,0.000033124,,0.00063878,0.00014546,1.2111,1.2241,,0.0005274379
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31712,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0,undefined,650,0.0015385,28292,0.000035346,,0.00068772,0.00015591,1.1216,1.2943,,0.0006131598
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31712,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0,undefined,700,0.0014286,26394,0.000037887,,0.00073056,0.00016637,1.0321,1.3646,,0.0007078384
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31712,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0,undefined,750,0.0013333,24496,0.000040823,,0.00076588,0.00017682,0.94263,1.4349,,0.0008124927
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31713,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.5,undefined,350,0.0028571,45002,0.000022221,,0.00042479,0.000097156,1.2348,0.93819,,0.0003440152
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31713,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.5,undefined,400,0.0025,42373,0.0000236,,0.00050325,0.00010898,1.1844,1.0352,,0.0004248987
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31713,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.5,undefined,450,0.0022222,39743,0.000025162,,0.00057996,0.0001208,1.1339,1.1322,,0.0005114737
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31713,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.5,undefined,500,0.002,37114,0.000026944,,0.00065286,0.00013263,1.0834,1.2292,,0.0006026029
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31713,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.5,undefined,550,0.0018182,34485,0.000028998,,0.00071956,0.00014445,1.0329,1.3262,,0.0006966405
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31713,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.5,undefined,600,0.0016667,31856,0.000031391,,0.00077793,0.00015627,0.98245,1.4232,,0.0007918266
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31713,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.5,undefined,650,0.0015385,29227,0.000034215,,0.00082589,0.0001681,0.93198,1.5202,,0.0008861671
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31713,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.5,undefined,700,0.0014286,26597,0.000037598,,0.00086098,0.00017992,0.8815,1.6172,,0.0009767215
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31713,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.5,undefined,750,0.0013333,23968,0.000041722,,0.00088117,0.00019174,0.83103,1.7142,,0.0010603348
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31714,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.9,undefined,350,0.0028571,53630,0.000018646,,0.00067803,0.00011244,1.1265,1.0734,,0.0006018908
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31714,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.9,undefined,400,0.0025,50095,0.000019962,,0.00073526,0.00012115,1.0953,1.1539,,0.0006712864
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31714,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.9,undefined,450,0.0022222,46559,0.000021478,,0.00078503,0.00012985,1.0641,1.2344,,0.0007377408
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31714,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.9,undefined,500,0.002,43024,0.000023243,,0.00082589,0.00013855,1.0329,1.3149,,0.0007995837
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31714,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.9,undefined,550,0.0018182,39489,0.000025324,,0.00085622,0.00014725,1.0017,1.3954,,0.0008547669
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31714,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.9,undefined,600,0.0016667,35953,0.000027814,,0.00087439,0.00015595,0.97046,1.4759,,0.0009010057
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31714,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.9,undefined,650,0.0015385,32418,0.000030847,,0.00087895,0.00016466,0.93926,1.5563,,0.0009357899
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31714,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.9,undefined,700,0.0014286,28883,0.000034622,,0.00086804,0.00017336,0.90806,1.6368,,0.000955928
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31714,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=0.9,undefined,750,0.0013333,25348,0.000039451,,0.00084018,0.00018206,0.87685,1.7173,,0.0009581798
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31715,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=1.2,undefined,350,0.0028571,63597,0.000015724,,0.00084708,0.00011541,1.1129,1.1456,,0.0007611466
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31715,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=1.2,undefined,400,0.0025,60215,0.000016607,,0.00086594,0.00011992,1.131,1.1848,,0.000765641
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31715,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=1.2,undefined,450,0.0022222,56834,0.000017595,,0.00087995,0.00012443,1.1491,1.224,,0.0007657732
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31715,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=1.2,undefined,500,0.002,53452,0.000018708,,0.00088867,0.00012894,1.1671,1.2633,,0.0007614343
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31715,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=1.2,undefined,550,0.0018182,50070,0.000019972,,0.00089169,0.00013345,1.1852,1.3025,,0.000752354
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31715,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=1.2,undefined,600,0.0016667,46689,0.000021418,,0.00088863,0.00013796,1.2032,1.3417,,0.0007385555
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31715,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=1.2,undefined,650,0.0015385,43307,0.000023091,,0.00087903,0.00014247,1.2213,1.3809,,0.0007197494
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31715,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=1.2,undefined,700,0.0014286,39925,0.000025047,,0.0008625,0.00014698,1.2394,1.4202,,0.0006959012
27947,10.1016/j.actamat.2017.10.015,25465,Figure 2A,31715,Mg(3-x-0.0125)ZnxNa0.0125Sb2_ x=1.2,undefined,750,0.0013333,36543,0.000027365,,0.00083863,0.00015149,1.2574,1.4594,,0.0006669556
