sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Hall concentration,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,502.5,32910,33088000000000,-0.00021107,1.1007,0.71619,0.0000303859,0.0014661584,0.0013320237
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,503,32875,33120000000000,-0.00021101,1.1014,0.71582,0.0000304183,0.0014637666,0.0013290055
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,503.5,32840,33153000000000,-0.00021096,1.1022,0.71544,0.0000304507,0.0014615154,0.0013259983
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,504,32805,33185000000000,-0.0002109,1.103,0.71507,0.0000304832,0.0014591274,0.0013228716
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,504.5,32770,33217000000000,-0.00021084,1.1038,0.71469,0.0000305157,0.0014567414,0.0013197512
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,505,32735,33249000000000,-0.00021078,1.1045,0.71432,0.0000305483,0.0014543574,0.0013167564
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,505.5,32700,33282000000000,-0.00021073,1.1053,0.71394,0.000030581,0.0014521132,0.001313773
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,506,32665,33314000000000,-0.00021067,1.1061,0.71357,0.0000306138,0.0014497331,0.0013106709
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,506.5,32630,33346000000000,-0.00021061,1.1069,0.71319,0.0000306466,0.0014473549,0.0013075752
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,507,32595,33378000000000,-0.00021056,1.1077,0.71282,0.0000306796,0.0014451161,0.0013046096
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,507.5,32560,33411000000000,-0.0002105,1.1084,0.71244,0.0000307125,0.0014427417,0.0013016436
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,508,32525,33443000000000,-0.00021044,1.1092,0.71207,0.0000307456,0.0014403694,0.001298566
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,508.5,32490,33475000000000,-0.00021038,1.11,0.71169,0.0000307787,0.0014379991,0.0012954947
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,509,32454,33508000000000,-0.00021033,1.1108,0.71132,0.0000308128,0.0014357231,0.0012925127
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,509.5,32419,33540000000000,-0.00021027,1.1115,0.71094,0.0000308461,0.0014333566,0.0012895696
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,510,32384,33572000000000,-0.00021021,1.1123,0.71057,0.0000308794,0.0014309921,0.0012865163
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,510.5,32349,33604000000000,-0.00021015,1.1131,0.71019,0.0000309129,0.0014286296,0.0012834692
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,511,32314,33637000000000,-0.0002101,1.1139,0.70982,0.0000309463,0.0014264049,0.0012805502
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,511.5,32279,33669000000000,-0.00021004,1.1146,0.70944,0.0000309799,0.0014240462,0.0012776299
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,512,32244,33701000000000,-0.00020998,1.1154,0.70907,0.0000310135,0.0014216896,0.0012746006
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,512.5,32209,33733000000000,-0.00020993,1.1162,0.70869,0.0000310472,0.0014194701,0.0012716987
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,513,32174,33766000000000,-0.00020987,1.117,0.70832,0.000031081,0.0014171172,0.0012686815
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,513.5,32139,33798000000000,-0.00020981,1.1177,0.70794,0.0000311148,0.0014147664,0.0012657836
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,514,32104,33830000000000,-0.00020975,1.1185,0.70757,0.0000311488,0.0014124175,0.0012627783
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,514.5,32069,33862000000000,-0.0002097,1.1193,0.70719,0.0000311828,0.0014102051,0.0012598991
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,515,32034,33895000000000,-0.00020964,1.1201,0.70682,0.0000312168,0.00140786,0.0012569056
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,515.5,31999,33927000000000,-0.00020958,1.1208,0.70644,0.000031251,0.0014055169,0.0012540301
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,516,31964,33959000000000,-0.00020952,1.1216,0.70607,0.0000312852,0.0014031758,0.0012510483
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,516.5,31929,33991000000000,-0.00020947,1.1224,0.70569,0.0000313195,0.0014009705,0.0012481918
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,517,31894,34024000000000,-0.00020941,1.1232,0.70532,0.0000313539,0.0013986332,0.0012452218
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,517.5,31859,34056000000000,-0.00020935,1.124,0.70494,0.0000313883,0.0013962979,0.0012422579
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,518,31824,34088000000000,-0.0002093,1.1247,0.70456,0.0000314228,0.0013940977,0.0012395285
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,518.5,31788,34120000000000,-0.00020924,1.1255,0.70419,0.0000314584,0.0013917224,0.001236537
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,519,31753,34153000000000,-0.00020918,1.1263,0.70381,0.0000314931,0.0013893929,0.0012335904
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,519.5,31718,34185000000000,-0.00020912,1.1271,0.70344,0.0000315278,0.0013870654,0.0012306498
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,520,31683,34217000000000,-0.00020907,1.1278,0.70306,0.0000315627,0.0013848723,0.0012279414
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,520.5,31648,34250000000000,-0.00020901,1.1286,0.70269,0.0000315976,0.0013825486,0.001225012
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,521,31613,34282000000000,-0.00020895,1.1294,0.70231,0.0000316326,0.0013802268,0.0012220886
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,521.5,31578,34314000000000,-0.00020889,1.1302,0.70194,0.0000316676,0.001377907,0.001219171
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,522,31543,34346000000000,-0.00020884,1.1309,0.70156,0.0000317028,0.001375721,0.0012164833
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,522.5,31508,34379000000000,-0.00020878,1.1317,0.70119,0.000031738,0.001373405,0.0012135769
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,523,31473,34411000000000,-0.00020872,1.1325,0.70081,0.0000317733,0.001371091,0.0012106764
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,523.5,31438,34443000000000,-0.00020867,1.1333,0.70044,0.0000318086,0.0013689101,0.0012078974
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,524,31403,34475000000000,-0.00020861,1.134,0.70006,0.0000318441,0.0013665999,0.0012051146
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,524.5,31368,34508000000000,-0.00020855,1.1348,0.69969,0.0000318796,0.0013642916,0.0012022309
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,525,31333,34540000000000,-0.00020849,1.1356,0.69931,0.0000319152,0.0013619854,0.0011993531
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,525.5,31298,34572000000000,-0.00020844,1.1364,0.69894,0.0000319509,0.0013598115,0.0011965958
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,526,31263,34604000000000,-0.00020838,1.1371,0.69856,0.0000319867,0.001357509,0.0011938343
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,526.5,31228,34637000000000,-0.00020832,1.1379,0.69819,0.0000320225,0.0013552085,0.0011909732
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,527,31193,34669000000000,-0.00020826,1.1387,0.69781,0.0000320585,0.0013529099,0.0011881179
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,527.5,31158,34701000000000,-0.00020821,1.1395,0.69744,0.0000320945,0.001350743,0.0011853822
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,528,31123,34733000000000,-0.00020815,1.1402,0.69706,0.0000321306,0.0013484482,0.0011826419
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,528.5,31087,34766000000000,-0.00020809,1.141,0.69669,0.0000321678,0.0013461121,0.0011797652
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,529,31052,34798000000000,-0.00020804,1.1418,0.69631,0.000032204,0.0013439505,0.0011770454
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,529.5,31017,34830000000000,-0.00020798,1.1426,0.69594,0.0000322404,0.0013416614,0.001174218
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,530,30982,34862000000000,-0.00020792,1.1434,0.69556,0.0000322768,0.0013393744,0.0011713962
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,530.5,30947,34895000000000,-0.00020786,1.1441,0.69519,0.0000323133,0.0013370893,0.0011686822
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,531,30912,34927000000000,-0.00020781,1.1449,0.69481,0.0000323499,0.0013349346,0.0011659836
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,531.5,30877,34959000000000,-0.00020775,1.1457,0.69444,0.0000323866,0.0013326532,0.0011631782
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,532,30842,34992000000000,-0.00020769,1.1465,0.69406,0.0000324233,0.0013303739,0.0011603784
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,532.5,30807,35024000000000,-0.00020763,1.1472,0.69369,0.0000324602,0.0013280965,0.0011576852
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,533,30772,35056000000000,-0.00020758,1.148,0.69331,0.0000324971,0.0013259488,0.0011550076
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,533.5,30737,35088000000000,-0.00020752,1.1488,0.69294,0.0000325341,0.0013236751,0.0011522241
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,534,30702,35121000000000,-0.00020746,1.1496,0.69256,0.0000325712,0.0013214034,0.0011494462
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,534.5,30667,35153000000000,-0.00020741,1.1503,0.69219,0.0000326083,0.0013192609,0.0011468842
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,535,30632,35185000000000,-0.00020735,1.1511,0.69181,0.0000326456,0.0013169929,0.0011441168
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,535.5,30597,35217000000000,-0.00020729,1.1519,0.69144,0.0000326829,0.0013147269,0.0011413551
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,536,30562,35250000000000,-0.00020723,1.1527,0.69106,0.0000327204,0.0013124629,0.0011385988
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,536.5,30527,35282000000000,-0.00020718,1.1534,0.69069,0.0000327579,0.0013103273,0.0011360563
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,537,30492,35314000000000,-0.00020712,1.1542,0.69031,0.0000327955,0.001308067,0.0011333105
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,537.5,30457,35346000000000,-0.00020706,1.155,0.68994,0.0000328332,0.0013058087,0.0011305703
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,538,30422,35379000000000,-0.000207,1.1558,0.68956,0.0000328709,0.0013035523,0.0011278355
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,538.5,30386,35411000000000,-0.00020695,1.1565,0.68918,0.0000329099,0.0013013808,0.0011252752
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,539,30351,35443000000000,-0.00020689,1.1573,0.68881,0.0000329478,0.0012991282,0.0011225509
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,539.5,30316,35475000000000,-0.00020683,1.1581,0.68843,0.0000329859,0.0012968775,0.0011198321
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,540,30281,35508000000000,-0.00020678,1.1589,0.68806,0.000033024,0.001294754,0.0011172267
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,540.5,30246,35540000000000,-0.00020672,1.1597,0.68768,0.0000330622,0.0012925071,0.0011145185
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,541,30211,35572000000000,-0.00020666,1.1604,0.68731,0.0000331005,0.0012902621,0.0011119115
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,541.5,30176,35604000000000,-0.0002066,1.1612,0.68693,0.0000331389,0.0012880191,0.0011092138
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,542,30141,35637000000000,-0.00020655,1.162,0.68656,0.0000331774,0.0012859025,0.0011066287
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,542.5,30106,35669000000000,-0.00020649,1.1628,0.68618,0.000033216,0.0012836632,0.0011039416
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,543,30071,35701000000000,-0.00020643,1.1635,0.68581,0.0000332546,0.0012814259,0.0011013544
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,543.5,30036,35734000000000,-0.00020637,1.1643,0.68543,0.0000332934,0.0012791905,0.0010986777
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,544,30001,35766000000000,-0.00020632,1.1651,0.68506,0.0000333322,0.0012770808,0.0010961126
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,544.5,29966,35798000000000,-0.00020626,1.1659,0.68468,0.0000333712,0.0012748492,0.0010934464
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,545,29931,35830000000000,-0.0002062,1.1666,0.68431,0.0000334102,0.0012726194,0.001090879
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,545.5,29896,35863000000000,-0.00020615,1.1674,0.68393,0.0000334493,0.0012705149,0.0010883287
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,546,29861,35895000000000,-0.00020609,1.1682,0.68356,0.0000334885,0.0012682889,0.0010856779
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,546.5,29826,35927000000000,-0.00020603,1.169,0.68318,0.0000335278,0.0012660648,0.0010830323
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,547,29791,35959000000000,-0.00020597,1.1697,0.68281,0.0000335672,0.0012638427,0.0010804845
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,547.5,29756,35992000000000,-0.00020592,1.1705,0.68243,0.0000336067,0.001261745,0.0010779539
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,548,29721,36024000000000,-0.00020586,1.1713,0.68206,0.0000336462,0.0012595266,0.0010753237
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,548.5,29685,36056000000000,-0.0002058,1.1721,0.68168,0.000033687,0.0012572678,0.0010726626
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,549,29650,36088000000000,-0.00020574,1.1728,0.68131,0.0000337268,0.0012550533,0.0010701341
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,549.5,29615,36121000000000,-0.00020569,1.1736,0.68093,0.0000337667,0.0012529626,0.0010676232
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,550,29580,36153000000000,-0.00020563,1.1744,0.68056,0.0000338066,0.0012507518,0.0010650134
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,550.5,29545,36185000000000,-0.00020557,1.1752,0.68018,0.0000338467,0.0012485429,0.0010624089
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,551,29510,36217000000000,-0.00020552,1.1759,0.67981,0.0000338868,0.0012464573,0.0010600028
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,551.5,29475,36250000000000,-0.00020546,1.1767,0.67943,0.0000339271,0.0012442521,0.0010574081
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,552,29440,36282000000000,-0.0002054,1.1775,0.67906,0.0000339674,0.0012420489,0.0010548186
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,552.5,29405,36314000000000,-0.00020534,1.1783,0.67868,0.0000340078,0.0012398476,0.0010522342
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,553,29370,36346000000000,-0.00020529,1.1791,0.67831,0.0000340483,0.0012377688,0.0010497573
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,553.5,29335,36379000000000,-0.00020523,1.1798,0.67793,0.000034089,0.0012355712,0.0010472718
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,554,29300,36411000000000,-0.00020517,1.1806,0.67756,0.0000341297,0.0012333756,0.0010447023
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,554.5,29265,36443000000000,-0.00020511,1.1814,0.67718,0.0000341705,0.0012311818,0.001042138
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,555,29230,36475000000000,-0.00020506,1.1822,0.67681,0.0000342114,0.0012291099,0.0010396802
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,555.5,29195,36508000000000,-0.000205,1.1829,0.67643,0.0000342524,0.0012269199,0.0010372135
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,556,29160,36540000000000,-0.00020494,1.1837,0.67606,0.0000342936,0.0012247318,0.001034664
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,556.5,29125,36572000000000,-0.00020489,1.1845,0.67568,0.0000343348,0.0012226649,0.0010322203
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,557,29090,36605000000000,-0.00020483,1.1853,0.67531,0.0000343761,0.0012204805,0.0010296807
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,557.5,29055,36637000000000,-0.00020477,1.186,0.67493,0.0000344175,0.001218298,0.0010272327
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,558,29020,36669000000000,-0.00020471,1.1868,0.67456,0.000034459,0.0012161175,0.001024703
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,558.5,28984,36701000000000,-0.00020466,1.1876,0.67418,0.0000345018,0.0012140156,0.0010222428
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,559,28949,36734000000000,-0.0002046,1.1884,0.67381,0.0000345435,0.0012118387,0.0010197229
27908,10.1039/c8ee03374a,24908,Figure 2A,31059,Mg3.05(Sb0.3Bi0.7)2-􏰀yTey_ y=0.0025,undefined,559.5,28914,36766000000000,-0.00020454,1.1891,0.67343,0.0000345853,0.0012096638,0.0010172936
