sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical resistivity,Hall movility,Seebeck coefficient,Thermal conductivity,ZT,Electrical conductivity,Power factor,Figure of merit Z
18654,10.1038/am.2017.8,25609,6(a),31891,PbTe:Na,undefined,600,,,0.00021573,,1.0923,,,
18654,10.1038/am.2017.8,25609,6(a),31891,PbTe:Na,undefined,650,,,0.00024055,,1.271,,,
18654,10.1038/am.2017.8,25609,6(a),31891,PbTe:Na,undefined,700,,,0.00026536,,1.4497,,,
18654,10.1038/am.2017.8,25609,6(a),31891,PbTe:Na,undefined,750,,,0.00029017,,,,,
18654,10.1038/am.2017.8,25609,6(a),31892,GeTe:Bi,undefined,350,,,0.00011837,,0.47415,,,
18654,10.1038/am.2017.8,25609,6(a),31892,GeTe:Bi,undefined,400,,,0.00013394,,0.62966,,,
18654,10.1038/am.2017.8,25609,6(a),31892,GeTe:Bi,undefined,450,,,0.00014951,,0.78517,,,
18654,10.1038/am.2017.8,25609,6(a),31892,GeTe:Bi,undefined,500,,,0.00016507,,0.94068,,,
18654,10.1038/am.2017.8,25609,6(a),31892,GeTe:Bi,undefined,550,,,0.00018064,,1.0962,,,
18654,10.1038/am.2017.8,25609,6(a),31892,GeTe:Bi,undefined,600,,,0.0001962,,1.2517,,,
18654,10.1038/am.2017.8,25609,6(a),31892,GeTe:Bi,undefined,650,,,0.00021177,,1.4072,,,
18654,10.1038/am.2017.8,25609,6(a),31892,GeTe:Bi,undefined,700,,,0.00022734,,1.5627,,,
18654,10.1038/am.2017.8,25609,6(a),31892,GeTe:Bi,undefined,750,,,0.0002429,,1.7182,,,
18654,10.1038/am.2017.8,25609,6(a),31893,SnTe:I,undefined,300,,,0.000039984,,0.04109,,,
18654,10.1038/am.2017.8,25609,6(a),31893,SnTe:I,undefined,350,,,0.000053854,,0.10499,,,
18654,10.1038/am.2017.8,25609,6(a),31893,SnTe:I,undefined,400,,,0.000067724,,0.1689,,,
18654,10.1038/am.2017.8,25609,6(a),31893,SnTe:I,undefined,450,,,0.000081594,,0.2328,,,
18654,10.1038/am.2017.8,25609,6(a),31893,SnTe:I,undefined,500,,,0.000095464,,0.2967,,,
18654,10.1038/am.2017.8,25609,6(a),31893,SnTe:I,undefined,550,,,0.00010933,,0.36061,,,
18654,10.1038/am.2017.8,25609,6(a),31893,SnTe:I,undefined,600,,,0.0001232,,0.42451,,,
18654,10.1038/am.2017.8,25609,6(a),31893,SnTe:I,undefined,650,,,0.00013707,,0.48842,,,
18654,10.1038/am.2017.8,25609,6(a),31893,SnTe:I,undefined,700,,,0.00015094,,0.55232,,,
18654,10.1038/am.2017.8,25609,6(a),31893,SnTe:I,undefined,750,,,0.00016481,,0.61622,,,
18654,10.1038/am.2017.8,25610,6(c),31894,GeTe:Bi (lattice),undefined,300,,,,0.79494,,,,
18654,10.1038/am.2017.8,25610,6(c),31894,GeTe:Bi (lattice),undefined,350,,,,0.81241,,,,
18654,10.1038/am.2017.8,25610,6(c),31894,GeTe:Bi (lattice),undefined,400,,,,0.82989,,,,
18654,10.1038/am.2017.8,25610,6(c),31894,GeTe:Bi (lattice),undefined,450,,,,0.84737,,,,
18654,10.1038/am.2017.8,25610,6(c),31894,GeTe:Bi (lattice),undefined,500,,,,0.86485,,,,
18654,10.1038/am.2017.8,25610,6(c),31894,GeTe:Bi (lattice),undefined,550,,,,0.88233,,,,
18654,10.1038/am.2017.8,25610,6(c),31894,GeTe:Bi (lattice),undefined,600,,,,0.8998,,,,
18654,10.1038/am.2017.8,25610,6(c),31894,GeTe:Bi (lattice),undefined,650,,,,0.91728,,,,
18654,10.1038/am.2017.8,25610,6(c),31894,GeTe:Bi (lattice),undefined,700,,,,0.93476,,,,
18654,10.1038/am.2017.8,25610,6(c),31894,GeTe:Bi (lattice),undefined,750,,,,0.95224,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,300,,,,1.7001,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,350,,,,1.6606,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,400,,,,1.6211,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,450,,,,1.5816,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,500,,,,1.5421,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,550,,,,1.5026,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,600,,,,1.4631,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,650,,,,1.4236,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,700,,,,1.3841,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,750,,,,1.3446,,,,
18654,10.1038/am.2017.8,25610,6(c),31895,GeTe:Bi (total),undefined,800,,,,1.3051,,,,
18654,10.1038/am.2017.8,25610,6(c),31896,PbTe:Na (lattice),undefined,300,,,,1.7225,,,,
18654,10.1038/am.2017.8,25610,6(c),31896,PbTe:Na (lattice),undefined,350,,,,1.6054,,,,
18654,10.1038/am.2017.8,25610,6(c),31896,PbTe:Na (lattice),undefined,400,,,,1.4883,,,,
18654,10.1038/am.2017.8,25610,6(c),31896,PbTe:Na (lattice),undefined,450,,,,1.3713,,,,
18654,10.1038/am.2017.8,25610,6(c),31896,PbTe:Na (lattice),undefined,500,,,,1.2542,,,,
18654,10.1038/am.2017.8,25610,6(c),31896,PbTe:Na (lattice),undefined,550,,,,1.1371,,,,
18654,10.1038/am.2017.8,25610,6(c),31896,PbTe:Na (lattice),undefined,600,,,,1.02,,,,
18654,10.1038/am.2017.8,25610,6(c),31896,PbTe:Na (lattice),undefined,650,,,,0.90296,,,,
18654,10.1038/am.2017.8,25610,6(c),31896,PbTe:Na (lattice),undefined,700,,,,0.78588,,,,
18654,10.1038/am.2017.8,25610,6(c),31896,PbTe:Na (lattice),undefined,750,,,,0.66881,,,,
18654,10.1038/am.2017.8,25610,6(c),31897,PbTe:Na (total),undefined,300,,,,3.2761,,,,
18654,10.1038/am.2017.8,25610,6(c),31897,PbTe:Na (total),undefined,350,,,,3.0071,,,,
18654,10.1038/am.2017.8,25610,6(c),31897,PbTe:Na (total),undefined,400,,,,2.7382,,,,
18654,10.1038/am.2017.8,25610,6(c),31897,PbTe:Na (total),undefined,450,,,,2.4693,,,,
18654,10.1038/am.2017.8,25610,6(c),31897,PbTe:Na (total),undefined,500,,,,2.2003,,,,
18654,10.1038/am.2017.8,25610,6(c),31897,PbTe:Na (total),undefined,550,,,,1.9314,,,,
18654,10.1038/am.2017.8,25610,6(c),31897,PbTe:Na (total),undefined,600,,,,1.6625,,,,
18654,10.1038/am.2017.8,25610,6(c),31897,PbTe:Na (total),undefined,650,,,,1.3935,,,,
18654,10.1038/am.2017.8,25610,6(c),31897,PbTe:Na (total),undefined,700,,,,1.1246,,,,
18654,10.1038/am.2017.8,25610,6(c),31898,SnTe:I (lattice),undefined,300,,,,2.1886,,,,
18654,10.1038/am.2017.8,25610,6(c),31898,SnTe:I (lattice),undefined,350,,,,2.069,,,,
18654,10.1038/am.2017.8,25610,6(c),31898,SnTe:I (lattice),undefined,400,,,,1.9495,,,,
18654,10.1038/am.2017.8,25610,6(c),31898,SnTe:I (lattice),undefined,450,,,,1.8299,,,,
18654,10.1038/am.2017.8,25610,6(c),31898,SnTe:I (lattice),undefined,500,,,,1.7104,,,,
18654,10.1038/am.2017.8,25610,6(c),31898,SnTe:I (lattice),undefined,550,,,,1.5908,,,,
18654,10.1038/am.2017.8,25610,6(c),31898,SnTe:I (lattice),undefined,600,,,,1.4713,,,,
18654,10.1038/am.2017.8,25610,6(c),31898,SnTe:I (lattice),undefined,650,,,,1.3517,,,,
18654,10.1038/am.2017.8,25610,6(c),31898,SnTe:I (lattice),undefined,700,,,,1.2322,,,,
18654,10.1038/am.2017.8,25610,6(c),31898,SnTe:I (lattice),undefined,750,,,,1.1126,,,,
18654,10.1038/am.2017.8,25610,6(c),31899,SnTe:I (total),undefined,300,,,,4.4909,,,,
18654,10.1038/am.2017.8,25610,6(c),31899,SnTe:I (total),undefined,350,,,,4.176,,,,
18654,10.1038/am.2017.8,25610,6(c),31899,SnTe:I (total),undefined,400,,,,3.8611,,,,
18654,10.1038/am.2017.8,25610,6(c),31899,SnTe:I (total),undefined,450,,,,3.5462,,,,
18654,10.1038/am.2017.8,25610,6(c),31899,SnTe:I (total),undefined,500,,,,3.2313,,,,
18654,10.1038/am.2017.8,25610,6(c),31899,SnTe:I (total),undefined,550,,,,2.9164,,,,
18654,10.1038/am.2017.8,25610,6(c),31899,SnTe:I (total),undefined,600,,,,2.6015,,,,
18654,10.1038/am.2017.8,25610,6(c),31899,SnTe:I (total),undefined,650,,,,2.2866,,,,
18654,10.1038/am.2017.8,25610,6(c),31899,SnTe:I (total),undefined,700,,,,1.9717,,,,
18654,10.1038/am.2017.8,25610,6(c),31899,SnTe:I (total),undefined,750,,,,1.6568,,,,
