sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.65e+27,,,0.000076358,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.7e+27,,,0.00007558,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.75e+27,,,0.000074802,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.8e+27,,,0.000074025,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.85e+27,,,0.000073247,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.9e+27,,,0.000072469,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.95e+27,,,0.000071691,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,3e+27,,,0.000070913,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,3.05e+27,,,0.000070136,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,3.1e+27,,,0.000069358,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,3.15e+27,,,0.00006858,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33147,300k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,3.2e+27,,,0.000067802,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,1.85e+27,,,0.00018135,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,1.9e+27,,,0.00017983,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,1.95e+27,,,0.00017832,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2e+27,,,0.0001768,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.05e+27,,,0.00017528,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.1e+27,,,0.00017377,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.15e+27,,,0.00017225,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.2e+27,,,0.00017074,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.25e+27,,,0.00016922,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.3e+27,,,0.00016771,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.35e+27,,,0.00016619,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.4e+27,,,0.00016468,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.45e+27,,,0.00016316,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.5e+27,,,0.00016165,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.55e+27,,,0.00016013,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.6e+27,,,0.00015862,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.65e+27,,,0.0001571,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.7e+27,,,0.00015559,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.75e+27,,,0.00015407,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.8e+27,,,0.00015256,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.85e+27,,,0.00015104,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.9e+27,,,0.00014953,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,2.95e+27,,,0.00014801,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,3e+27,,,0.00014649,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,3.05e+27,,,0.00014498,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,3.1e+27,,,0.00014346,,,,,
27921,10.1016/j.ensm.2017.07.014,26487,4b,33148,800k_ FeNb0.9-xHf0.1TixSb,FeNb0.8Hf0.1Ti0.1Sb,,3.15e+27,,,0.00014195,,,,,
