sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Carrier mobility,Electrical resistivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical conductivity,Power factor,Figure of merit Z
27912,10.1002/adfm.201606361,25072,2(a),31214,Ca 9 Zn 4+x Sb 9_ x=0.3,undefined,500,1.2188e+27,0.00368,0.00001586,0.51189,0.000083508,1.1823,0.22168,63051.7023959647,0.0004396965,0.0003718992
27912,10.1002/adfm.201606361,25072,2(a),31214,Ca 9 Zn 4+x Sb 9_ x=0.3,undefined,550,1.2499e+27,0.0033233,0.000017427,0.478,0.00009178,1.1378,0.27363,57382.2229873185,0.0004833631,0.0004248225
27912,10.1002/adfm.201606361,25072,2(a),31214,Ca 9 Zn 4+x Sb 9_ x=0.3,undefined,600,1.2811e+27,0.0029667,0.000018993,0.4441,0.00010005,1.0933,0.32558,52650.9766756173,0.0005270364,0.0004820602
27912,10.1002/adfm.201606361,25072,2(a),31214,Ca 9 Zn 4+x Sb 9_ x=0.3,undefined,650,1.3122e+27,0.00261,0.00002056,0.41021,0.00010833,1.0488,0.37753,48638.1322957198,0.0005707874,0.000544229
27912,10.1002/adfm.201606361,25072,2(a),31214,Ca 9 Zn 4+x Sb 9_ x=0.3,undefined,700,1.3434e+27,0.0022534,0.000022127,0.37631,0.0001166,1.0043,0.42948,45193.6548108646,0.000614433,0.0006118023
27912,10.1002/adfm.201606361,25072,2(a),31214,Ca 9 Zn 4+x Sb 9_ x=0.3,undefined,750,1.3745e+27,0.0018967,0.000023694,0.34242,0.00012487,0.95978,0.48143,42204.7775808221,0.0006580787,0.0006856558
27912,10.1002/adfm.201606361,25072,2(a),31215,Ca 9 Zn 4+x Sb 9_ x=0.4,undefined,350,6.3552e+26,0.0039083,0.000025153,0.79836,0.00010636,1.0664,0.13595,39756.6890629348,0.0004497455,0.0004217419
27912,10.1002/adfm.201606361,25072,2(a),31215,Ca 9 Zn 4+x Sb 9_ x=0.4,undefined,400,6.648e+26,0.0036531,0.000026661,0.76294,0.00011411,1.0398,0.19311,37507.9704437193,0.0004883947,0.0004697007
27912,10.1002/adfm.201606361,25072,2(a),31215,Ca 9 Zn 4+x Sb 9_ x=0.4,undefined,450,6.9409e+26,0.003398,0.000028169,0.72752,0.00012186,1.0133,0.25027,35500.0177500089,0.0005271703,0.0005202509
27912,10.1002/adfm.201606361,25072,2(a),31215,Ca 9 Zn 4+x Sb 9_ x=0.4,undefined,500,7.2337e+26,0.0031428,0.000029676,0.69209,0.00012962,0.98678,0.30742,33697.2637821809,0.0005661593,0.0005737442
27912,10.1002/adfm.201606361,25072,2(a),31215,Ca 9 Zn 4+x Sb 9_ x=0.4,undefined,550,7.5265e+26,0.0028877,0.000031184,0.65667,0.00013737,0.96025,0.36458,32067.7270395074,0.0006051346,0.0006301844
27912,10.1002/adfm.201606361,25072,2(a),31215,Ca 9 Zn 4+x Sb 9_ x=0.4,undefined,600,7.8193e+26,0.0026326,0.000032692,0.62125,0.00014512,0.93372,0.42174,30588.5231861006,0.0006441886,0.0006899163
27912,10.1002/adfm.201606361,25072,2(a),31215,Ca 9 Zn 4+x Sb 9_ x=0.4,undefined,650,8.1121e+26,0.0023774,0.000034199,0.58583,0.00015287,0.90719,0.47889,29240.6210707915,0.000683331,0.0007532391
27912,10.1002/adfm.201606361,25072,2(a),31215,Ca 9 Zn 4+x Sb 9_ x=0.4,undefined,700,8.405e+26,0.0021223,0.000035707,0.5504,0.00016063,0.88066,0.53605,28005.7131654858,0.0007226033,0.0008205247
27912,10.1002/adfm.201606361,25072,2(a),31215,Ca 9 Zn 4+x Sb 9_ x=0.4,undefined,750,8.6978e+26,0.0018671,0.000037215,0.51498,0.00016838,0.85413,0.59321,26870.8853956738,0.0007618386,0.0008919469
27912,10.1002/adfm.201606361,25072,2(a),31216,Ca 9 Zn 4+x Sb 9_ x=0.5,undefined,350,5.6868e+26,0.0044645,0.000025124,0.63319,0.00010533,0.90782,0.15614,39802.5792071326,0.0004415861,0.0004864247
27912,10.1002/adfm.201606361,25072,2(a),31216,Ca 9 Zn 4+x Sb 9_ x=0.5,undefined,400,6.0339e+26,0.0041284,0.000026655,0.59873,0.00011284,0.88022,0.22582,37516.413430876,0.0004776915,0.0005426955
27912,10.1002/adfm.201606361,25072,2(a),31216,Ca 9 Zn 4+x Sb 9_ x=0.5,undefined,450,6.3809e+26,0.0037924,0.000028186,0.56427,0.00012035,0.85262,0.2955,35478.6064003406,0.0005138765,0.0006027028
27912,10.1002/adfm.201606361,25072,2(a),31216,Ca 9 Zn 4+x Sb 9_ x=0.5,undefined,500,6.728e+26,0.0034563,0.000029717,0.52981,0.00012787,0.82503,0.36518,33650.7722852239,0.0005502149,0.0006669029
27912,10.1002/adfm.201606361,25072,2(a),31216,Ca 9 Zn 4+x Sb 9_ x=0.5,undefined,550,7.075e+26,0.0031202,0.000031248,0.49535,0.00013538,0.79743,0.43486,32002.0481310804,0.0005865254,0.0007355196
27912,10.1002/adfm.201606361,25072,2(a),31216,Ca 9 Zn 4+x Sb 9_ x=0.5,undefined,600,7.4221e+26,0.0027841,0.000032779,0.46089,0.0001429,0.76984,0.50454,30507.337014552,0.0006229723,0.0008092231
27912,10.1002/adfm.201606361,25072,2(a),31216,Ca 9 Zn 4+x Sb 9_ x=0.5,undefined,650,7.7691e+26,0.002448,0.000034309,0.42643,0.00015041,0.74224,0.57423,29146.8710833892,0.0006593946,0.0008883846
27912,10.1002/adfm.201606361,25072,2(a),31216,Ca 9 Zn 4+x Sb 9_ x=0.5,undefined,700,8.1162e+26,0.0021119,0.00003584,0.39197,0.00015792,0.71465,0.64391,27901.7857142857,0.000695835,0.0009736724
27912,10.1002/adfm.201606361,25072,2(a),31216,Ca 9 Zn 4+x Sb 9_ x=0.5,undefined,750,8.4632e+26,0.0017759,0.000037371,0.35751,0.00016544,0.68705,0.71359,26758.7166519494,0.0007323966,0.0010660019
27912,10.1002/adfm.201606361,25078,6(a),31216,Ca 9 Zn 4+x Sb 9_ x=0.5,undefined,300,,,,,,,0.086455,,,
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,350,2.3009e+26,0.0027412,0.000094187,0.55564,0.00019686,0.60801,0.20582,10617.1764680901,0.0004114566,0.0006767266
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,400,2.4761e+26,0.0025772,0.0000981,0.53381,0.00020556,0.59127,0.29227,10193.6799184506,0.0004307331,0.0007284879
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,450,2.6512e+26,0.0024133,0.00010201,0.51198,0.00021427,0.57453,0.37873,9802.9604940692,0.0004500699,0.0007833706
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,500,2.8263e+26,0.0022493,0.00010592,0.49014,0.00022298,0.55779,0.46519,9441.0876132931,0.0004694116,0.0008415562
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,550,3.0015e+26,0.0020854,0.00010984,0.46831,0.00023169,0.54105,0.55165,9104.1514930808,0.0004887132,0.0009032681
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,600,3.1766e+26,0.0019215,0.00011375,0.44648,0.00024039,0.52431,0.63811,8791.2087912088,0.0005080207,0.0009689319
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,650,3.3517e+26,0.0017575,0.00011766,0.42464,0.0002491,0.50757,0.72457,8499.0651028387,0.0005273739,0.001039017
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,700,3.5269e+26,0.0015936,0.00012158,0.40281,0.00025781,0.49083,0.81103,8225.0370126666,0.0005466853,0.0011137976
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,750,3.702e+26,0.0014296,0.00012549,0.38098,0.00026652,0.47408,0.89749,7968.7624511913,0.0005660444,0.001193985
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,800,3.8771e+26,0.0012657,0.0001294,0.35915,0.00027522,0.45734,0.98395,7727.9752704791,0.0005853636,0.0012799309
27912,10.1002/adfm.201606361,25072,2(a),31217,Ca 9 Zn 4+x Sb 9_ x=0.6,undefined,850,4.0522e+26,0.0011018,0.00013331,0.33731,0.00028393,0.4406,1.0704,7501.3127297277,0.0006047277,0.0013725095
27912,10.1002/adfm.201606361,25072,2(a),31218,Ca 9 Zn 4+x Sb 9_ x=0.7,undefined,350,6.4553e+25,0.0028767,0.00028846,0.60846,0.00024498,0.61994,0.08782,3466.6851556542,0.0002080538,0.0003356031
27912,10.1002/adfm.201606361,25072,2(a),31218,Ca 9 Zn 4+x Sb 9_ x=0.7,undefined,400,7.4518e+25,0.0027117,0.00028591,0.58562,0.00025316,0.6018,0.13755,3497.6041411633,0.0002241614,0.0003724849
27912,10.1002/adfm.201606361,25072,2(a),31218,Ca 9 Zn 4+x Sb 9_ x=0.7,undefined,450,8.4483e+25,0.0025467,0.00028336,0.56279,0.00026135,0.58366,0.18728,3529.0796160361,0.0002410496,0.0004129967
27912,10.1002/adfm.201606361,25072,2(a),31218,Ca 9 Zn 4+x Sb 9_ x=0.7,undefined,500,9.4448e+25,0.0023818,0.00028081,0.53996,0.00026953,0.56553,0.23702,3561.1267405007,0.0002587031,0.0004574525
27912,10.1002/adfm.201606361,25072,2(a),31218,Ca 9 Zn 4+x Sb 9_ x=0.7,undefined,550,1.0441e+26,0.0022168,0.00027826,0.51713,0.00027772,0.54739,0.28675,3593.7612305038,0.000277181,0.0005063685
27912,10.1002/adfm.201606361,25072,2(a),31218,Ca 9 Zn 4+x Sb 9_ x=0.7,undefined,600,1.1438e+26,0.0020518,0.00027571,0.4943,0.00028591,0.52925,0.33648,3626.9993834101,0.0002964874,0.0005602028
27912,10.1002/adfm.201606361,25072,2(a),31218,Ca 9 Zn 4+x Sb 9_ x=0.7,undefined,650,1.2434e+26,0.0018869,0.00027315,0.47147,0.00029409,0.51111,0.38621,3660.9921288669,0.0003166353,0.0006195052
27912,10.1002/adfm.201606361,25072,2(a),31218,Ca 9 Zn 4+x Sb 9_ x=0.7,undefined,700,1.3431e+26,0.0017219,0.0002706,0.44864,0.00030228,0.49297,0.43594,3695.4915003695,0.0003376689,0.0006849684
27912,10.1002/adfm.201606361,25072,2(a),31218,Ca 9 Zn 4+x Sb 9_ x=0.7,undefined,750,1.4427e+26,0.001557,0.00026805,0.42581,,0.47483,0.48568,3730.6472673009,,
27912,10.1002/adfm.201606361,25072,2(a),31219,Ca 9 Zn 4+x Sb 9_ x=0.8,undefined,350,6.5174e+25,0.0028654,0.00034726,0.5867,0.00024499,0.58381,0.09854,2879.6866900881,0.0001728391,0.0002960537
27912,10.1002/adfm.201606361,25072,2(a),31219,Ca 9 Zn 4+x Sb 9_ x=0.8,undefined,400,7.5186e+25,0.0027087,0.00034309,0.56377,0.00025408,0.56647,0.15382,2914.6871083389,0.0001881624,0.0003321666
27912,10.1002/adfm.201606361,25072,2(a),31219,Ca 9 Zn 4+x Sb 9_ x=0.8,undefined,450,8.5198e+25,0.0025521,0.00033892,0.54084,0.00026316,0.54914,0.2091,2950.5488020772,0.0002043349,0.0003720998
27912,10.1002/adfm.201606361,25072,2(a),31219,Ca 9 Zn 4+x Sb 9_ x=0.8,undefined,500,9.521e+25,0.0023955,0.00033474,0.51792,0.00027224,0.5318,0.26438,2987.3932006931,0.0002214095,0.0004163398
27912,10.1002/adfm.201606361,25072,2(a),31219,Ca 9 Zn 4+x Sb 9_ x=0.8,undefined,550,1.0522e+26,0.0022388,0.00033057,0.49499,0.00028133,0.51446,0.31966,3025.0778957558,0.0002394245,0.00046539
27912,10.1002/adfm.201606361,25072,2(a),31219,Ca 9 Zn 4+x Sb 9_ x=0.8,undefined,600,1.1523e+26,0.0020822,0.0003264,0.47206,0.00029041,0.49712,0.37494,3063.7254901961,0.0002583884,0.0005197706
27912,10.1002/adfm.201606361,25072,2(a),31219,Ca 9 Zn 4+x Sb 9_ x=0.8,undefined,650,1.2525e+26,0.0019255,0.00032223,0.44913,0.0002995,0.47978,0.43021,3103.3733668498,0.0002783734,0.0005802104
27912,10.1002/adfm.201606361,25072,2(a),31219,Ca 9 Zn 4+x Sb 9_ x=0.8,undefined,700,1.3526e+26,0.0017689,0.00031806,0.4262,0.00030858,0.46244,0.48549,3144.0608690184,0.0002993826,0.0006473976
27912,10.1002/adfm.201606361,25072,2(a),31219,Ca 9 Zn 4+x Sb 9_ x=0.8,undefined,750,1.4527e+26,0.0016123,0.00031388,0.40328,0.00031767,0.4451,0.54077,3185.9309290175,0.0003215058,0.0007223225
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,350,2.1619e+27,0.00087181,0.000032931,0.50875,,0.68611,-0.0047575,30366.5239440041,,
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,400,2.1273e+27,0.00083498,0.000036568,0.49463,0.000086656,0.67426,0.0079869,27346.313716911,0.0002053506,0.0003045571
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,450,2.0927e+27,0.00079815,0.000040205,0.4805,0.000099344,0.66242,0.020731,24872.5282925009,0.0002454727,0.0003705696
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,500,2.0582e+27,0.00076131,0.000043842,0.46637,0.00011093,0.65057,0.033476,22809.1784133936,0.0002806775,0.0004314333
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,550,2.0236e+27,0.00072448,0.000047479,0.45225,0.00012146,0.63873,0.04622,21061.9431748773,0.000310717,0.0004864606
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,600,1.9891e+27,0.00068765,0.000051116,0.43812,0.00013122,0.62688,0.058965,19563.3461147195,0.0003368552,0.0005373519
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,650,1.9545e+27,0.00065082,0.000054753,0.42399,0.00014059,0.61504,0.071709,18263.8394243238,0.0003609948,0.0005869452
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,700,1.92e+27,0.00061399,0.00005839,0.40986,0.00014987,0.60319,0.084453,17126.2202431923,0.0003846723,0.0006377299
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,750,1.8854e+27,0.00057715,0.000062027,0.39574,0.00015913,0.59135,0.097198,16122.01138214,0.0004082473,0.000690365
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,800,1.8508e+27,0.00054032,0.000065664,0.38161,0.00016801,0.5795,0.10994,15229.044834308,0.0004298757,0.0007418045
27912,10.1002/adfm.201606361,25072,2(a),31220,Yb 9 Mn 4.2 Sb 9,undefined,850,1.8163e+27,0.00050349,0.000069301,0.36748,0.00017555,0.56766,0.12269,14429.8062077026,0.0004446949,0.0007833825
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,350,8.3856e+27,0.002338,0.0000026735,,,,0.072772,374041.5186085656,,
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,400,8.0613e+27,0.0022101,0.000003394,,0.000004341,,0.12774,294637.5957572186,0.0000055522,
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,450,7.737e+27,0.0020822,0.0000041145,,0.0000088204,,0.18272,243042.8970713331,0.0000189086,
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,500,7.4127e+27,0.0019543,0.0000048349,,0.0000133,,0.23769,206829.5104345488,0.0000365861,
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,550,7.0884e+27,0.0018265,0.0000055554,,0.000017779,,0.29266,180005.040141124,0.0000568983,
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,600,6.7641e+27,0.0016986,0.0000062758,,0.000022259,,0.34763,159342.2352528761,0.0000789482,
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,650,6.4398e+27,0.0015707,0.0000069963,,0.000026738,,0.4026,142932.6929948687,0.0001021855,
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,700,6.1155e+27,0.0014429,0.0000077168,,0.000031217,,0.45757,129587.3937383371,0.0001262831,
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,750,5.7912e+27,0.001315,0.0000084372,,0.000035697,,0.51254,118522.7326601242,0.0001510307,
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,800,5.4669e+27,0.0011871,0.0000091577,,0.000040176,,0.56751,109197.7243194252,0.0001762572,
27912,10.1002/adfm.201606361,25072,2(a),31221,Yb 9 Zn 4.2 Sb 9,undefined,850,5.1426e+27,0.0010593,0.0000098782,,0.000044656,,0.62249,101233.0181612035,0.0002018747,
27912,10.1002/adfm.201606361,25079,7(a),31222,Ba 8 Ga 16-x Cu x Sn 30,undefined,450,,,,,,,0.81206,,,
27912,10.1002/adfm.201606361,25079,7(a),31222,Ba 8 Ga 16-x Cu x Sn 30,undefined,500,,,,,,,0.7719,,,
27912,10.1002/adfm.201606361,25079,7(a),31222,Ba 8 Ga 16-x Cu x Sn 30,undefined,550,,,,,,,0.73173,,,
27912,10.1002/adfm.201606361,25079,7(a),31223,Zn 4 Sb 3,undefined,450,,,,,,,0.64536,,,
27912,10.1002/adfm.201606361,25079,7(a),31223,Zn 4 Sb 3,undefined,500,,,,,,,0.77046,,,
27912,10.1002/adfm.201606361,25079,7(a),31224,YbCd 2-x Zn x Sb 2,undefined,450,,,,,,,0.44566,,,
27912,10.1002/adfm.201606361,25079,7(a),31224,YbCd 2-x Zn x Sb 2,undefined,500,,,,,,,0.58676,,,
27912,10.1002/adfm.201606361,25079,7(a),31224,YbCd 2-x Zn x Sb 2,undefined,550,,,,,,,0.72785,,,
27912,10.1002/adfm.201606361,25079,7(a),31224,YbCd 2-x Zn x Sb 2,undefined,600,,,,,,,0.86894,,,
27912,10.1002/adfm.201606361,25079,7(a),31224,YbCd 2-x Zn x Sb 2,undefined,650,,,,,,,1.01,,,
27912,10.1002/adfm.201606361,25079,7(a),31225,Ce 0.9 Fe 3 CoSb 12,undefined,450,,,,,,,0.47071,,,
27912,10.1002/adfm.201606361,25079,7(a),31225,Ce 0.9 Fe 3 CoSb 12,undefined,500,,,,,,,0.58291,,,
27912,10.1002/adfm.201606361,25079,7(a),31225,Ce 0.9 Fe 3 CoSb 12,undefined,550,,,,,,,0.69511,,,
27912,10.1002/adfm.201606361,25079,7(a),31225,Ce 0.9 Fe 3 CoSb 12,undefined,600,,,,,,,0.80732,,,
27912,10.1002/adfm.201606361,25079,7(a),31225,Ce 0.9 Fe 3 CoSb 12,undefined,650,,,,,,,0.91952,,,
27912,10.1002/adfm.201606361,25079,7(a),31225,Ce 0.9 Fe 3 CoSb 12,undefined,700,,,,,,,1.0317,,,
27912,10.1002/adfm.201606361,25079,7(a),31226,Ba 8 Au 5.3 Ge 40.7,undefined,450,,,,,,,0.4198,,,
27912,10.1002/adfm.201606361,25079,7(a),31226,Ba 8 Au 5.3 Ge 40.7,undefined,500,,,,,,,0.50597,,,
27912,10.1002/adfm.201606361,25079,7(a),31226,Ba 8 Au 5.3 Ge 40.7,undefined,550,,,,,,,0.59214,,,
27912,10.1002/adfm.201606361,25079,7(a),31226,Ba 8 Au 5.3 Ge 40.7,undefined,600,,,,,,,0.67832,,,
27912,10.1002/adfm.201606361,25079,7(a),31226,Ba 8 Au 5.3 Ge 40.7,undefined,650,,,,,,,0.76449,,,
27912,10.1002/adfm.201606361,25079,7(a),31226,Ba 8 Au 5.3 Ge 40.7,undefined,700,,,,,,,0.85066,,,
27912,10.1002/adfm.201606361,25079,7(a),31226,Ba 8 Au 5.3 Ge 40.7,undefined,750,,,,,,,0.93684,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,undefined,450,,,,,,,0.39207,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,undefined,500,,,,,,,0.4774,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,undefined,550,,,,,,,0.56272,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,undefined,600,,,,,,,0.64805,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,undefined,650,,,,,,,0.73338,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,undefined,700,,,,,,,0.81871,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,undefined,750,,,,,,,0.90403,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,undefined,800,,,,,,,0.98936,,,
27912,10.1002/adfm.201606361,25079,7(a),31227,Ca 9 Zn 4.6 Sb 9,undefined,850,,,,,,,1.0747,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,450,,,,,,,0.15903,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,500,,,,,,,0.2354,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,550,,,,,,,0.31177,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,600,,,,,,,0.38814,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,650,,,,,,,0.46452,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,700,,,,,,,0.54089,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,750,,,,,,,0.61726,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,800,,,,,,,0.69363,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,850,,,,,,,0.77001,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,900,,,,,,,0.84638,,,
27912,10.1002/adfm.201606361,25079,7(a),31228,Yb 14 MnSb 11,undefined,950,,,,,,,0.92275,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,450,,,,,,,0.20911,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,500,,,,,,,0.28151,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,550,,,,,,,0.35391,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,600,,,,,,,0.42632,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,650,,,,,,,0.49872,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,700,,,,,,,0.57112,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,750,,,,,,,0.64353,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,800,,,,,,,0.71593,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,850,,,,,,,0.78833,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,900,,,,,,,0.86074,,,
27912,10.1002/adfm.201606361,25079,7(a),31229,Sr 3 Ga 1-x Zn x Sb 3,undefined,950,,,,,,,0.93314,,,
