sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
27919,10.1039/c7cc05935c,25315,3a,31543,Ag9GaSe6-x_ x=0.03,Ag9GaSe5.97,650,26563,-0.00015207,0.51505,0.76802,0.0000376464,0.0006142769,0.001192655
27919,10.1039/c7cc05935c,25315,3a,31543,Ag9GaSe6-x_ x=0.03,Ag9GaSe5.97,700,22876,-0.00016144,0.50435,0.85675,0.0000437139,0.0005962143,0.0011821439
27919,10.1039/c7cc05935c,25315,3a,31543,Ag9GaSe6-x_ x=0.03,Ag9GaSe5.97,750,19189,-0.0001708,0.49365,0.94548,0.0000521132,0.0005597938,0.0011339892
27919,10.1039/c7cc05935c,25316,3b,31543,Ag9GaSe6-x_ x=0.03,Ag9GaSe5.97,300,52373,,,0.14693,0.0000190938,,
27919,10.1039/c7cc05935c,25316,3b,31543,Ag9GaSe6-x_ x=0.03,Ag9GaSe5.97,800,15502,,,,0.0000645078,,
27919,10.1039/c7cc05935c,25315,3a,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,350,40777,-0.00011149,0.54432,0.27916,0.0000245236,0.0005068589,0.0009311782
27919,10.1039/c7cc05935c,25315,3a,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,400,37883,-0.00012055,0.53506,0.37725,0.0000263971,0.0005505272,0.0010289074
27919,10.1039/c7cc05935c,25315,3a,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,450,34988,-0.00012961,0.52581,0.47534,0.0000285812,0.0005877547,0.0011178082
27919,10.1039/c7cc05935c,25315,3a,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,500,32094,-0.00013866,0.51655,0.57343,0.0000311585,0.0006170584,0.0011945762
27919,10.1039/c7cc05935c,25315,3a,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,550,29200,-0.00014772,0.50729,0.67152,0.0000342466,0.000637179,0.0012560449
27919,10.1039/c7cc05935c,25315,3a,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,600,26306,-0.00015677,0.49804,0.76961,0.0000380141,0.0006465182,0.001298125
27919,10.1039/c7cc05935c,25315,3a,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,650,23412,-0.00016583,0.48878,0.8677,0.0000427131,0.0006438204,0.0013171987
27919,10.1039/c7cc05935c,25315,3a,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,700,20518,-0.00017488,0.47952,0.96579,0.0000487377,0.0006275023,0.001308605
27919,10.1039/c7cc05935c,25315,3a,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,750,17624,-0.00018394,0.47027,1.0639,0.0000567408,0.0005962891,0.0012679717
27919,10.1039/c7cc05935c,25316,3b,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,300,43671,,0.55358,,0.0000228985,,
27919,10.1039/c7cc05935c,25318,3d,31542,Ag9GaSe6-x_ x=0.02,Ag9GaSe5.98,800,,,,1.162,,,
