sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Hall movility,Lattice thermal conductivity,Power factor,S,Seebeck coefficient,Thermal conductivity,ZT,total thermal conductivity,Electrical resistivity,Figure of merit Z
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,680,19938,,,0.00057685,,0.00017645,0.47059,0.60201,,0.0000501555,0.0012258017
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,685,19769,,,0.0005758,,0.00017695,0.46928,0.6073,,0.0000505842,0.001226986
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,690,19601,,,0.00057475,,0.00017746,0.46796,0.61258,,0.0000510178,0.0012282033
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,695,19432,,,0.0005737,,0.00017796,0.46665,0.61787,,0.0000514615,0.0012294011
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,700,19264,,,0.00057265,,0.00017847,0.46534,0.62316,,0.0000519103,0.0012306056
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,705,19095,,,0.0005716,,0.00017898,0.46403,0.62845,,0.0000523697,0.0012318169
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,710,18927,,,0.00057055,,0.00017948,0.46272,0.63373,,0.0000528346,0.0012330351
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,715,18758,,,0.0005695,,0.00017999,0.46141,0.63902,,0.0000533106,0.0012342602
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,720,18590,,,0.00056844,,0.0001805,0.4601,0.64431,,0.0000537924,0.0012354705
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,725,18421,,,0.00056739,,0.000181,0.45879,0.6496,,0.0000542859,0.0012367096
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,730,18253,,,0.00056634,,0.00018151,0.45748,0.65488,,0.0000547855,0.0012379558
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,735,18084,,,0.00056529,,0.00018202,0.45617,0.66017,,0.0000552975,0.0012392091
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,740,17916,,,0.00056424,,0.00018252,0.45486,0.66546,,0.000055816,0.0012404696
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,745,17747,,,0.00056319,,0.00018303,0.45354,0.67075,,0.0000563476,0.0012417648
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,750,17579,,,0.00056214,,0.00018353,0.45223,0.67603,,0.0000568861,0.00124304
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,755,17410,,,0.00056109,,0.00018404,0.45092,0.68132,,0.0000574383,0.0012443227
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,760,17242,,,0.00056003,,0.00018455,0.44961,0.68661,,0.0000579979,0.0012455906
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,765,17073,,,0.00055898,,0.00018505,0.4483,0.6919,,0.000058572,0.0012468882
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,770,16905,,,0.00055793,,0.00018556,0.44699,0.69718,,0.0000591541,0.0012481935
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,775,16736,,,0.00055688,,0.00018607,0.44568,0.70247,,0.0000597514,0.0012495064
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,780,16568,,,0.00055583,,0.00018657,0.44437,0.70776,,0.0000603573,0.001250827
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,785,16399,,,0.00055478,,0.00018708,0.44306,0.71305,,0.0000609793,0.0012521555
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,790,16231,,,0.00055373,,0.00018758,0.44175,0.71833,,0.0000616105,0.0012534918
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,795,16062,,,0.00055268,,0.00018809,0.44043,0.72362,,0.0000622587,0.0012548646
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,800,15894,,,0.00055162,,0.0001886,0.43912,0.72891,,0.0000629168,0.0012561942
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,805,15725,,,0.00055057,,0.0001891,0.43781,0.73419,,0.000063593,0.0012575546
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,810,15557,,,0.00054952,,0.00018961,0.4365,0.73948,,0.0000642797,0.0012589233
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,815,15388,,,0.00054847,,0.00019012,0.43519,0.74477,,0.0000649857,0.0012603001
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,820,15220,,,0.00054742,,0.00019062,0.43388,0.75006,,0.000065703,0.0012616853
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,825,15051,,,0.00054637,,0.00019113,0.43257,0.75534,,0.0000664408,0.0012630788
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,830,14883,,,0.00054532,,0.00019164,0.43126,0.76063,,0.0000671908,0.0012644808
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,835,14714,,,0.00054427,,0.00019214,0.42995,0.76592,,0.0000679625,0.0012658914
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,840,14546,,,0.00054321,,0.00019265,0.42864,0.77121,,0.0000687474,0.0012672872
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,845,14377,,,0.00054216,,0.00019315,0.42733,0.77649,,0.0000695555,0.001268715
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,850,14209,,,0.00054111,,0.00019366,0.42601,0.78178,,0.0000703779,0.0012701815
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,855,14040,,,0.00054006,,0.00019417,0.4247,0.78707,,0.0000712251,0.001271627
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,860,13872,,,0.00053901,,0.00019467,0.42339,0.79236,,0.0000720877,0.0012730816
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,865,13703,,,0.00053796,,0.00019518,0.42208,0.79764,,0.0000729767,0.0012745451
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,870,13535,,,0.00053691,,0.00019569,0.42077,0.80293,,0.0000738825,0.0012760178
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,875,13366,,,0.00053586,,0.00019619,0.41946,0.80822,,0.0000748167,0.0012774996
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,880,13198,,,0.0005348,,0.0001967,0.41815,0.81351,,0.0000757691,0.0012789669
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,885,13029,,,0.00053375,,0.00019721,0.41684,0.81879,,0.0000767519,0.0012804673
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,890,12861,,,0.0005327,,0.00019771,0.41553,0.82408,,0.0000777545,0.0012819772
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,895,12692,,,0.00053165,,0.00019822,0.41422,0.82937,,0.0000787898,0.0012834967
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,900,12524,,,0.0005306,,0.00019872,0.4129,0.83466,,0.0000798467,0.0012850569
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,905,12355,,,0.00052955,,0.00019923,0.41159,0.83994,,0.0000809389,0.0012865959
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,910,12187,,,0.0005285,,0.00019974,0.41028,0.84523,,0.0000820546,0.0012881447
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,915,12018,,,0.00052745,,0.00020024,0.40897,0.85052,,0.0000832085,0.0012897034
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,920,11850,,,0.00052639,,0.00020075,0.40766,0.85581,,0.0000843882,0.0012912476
7964,10.1039/c2ee22622g,17501,3a,21018,5E20,undefined,925,11681,,,0.00052534,,0.00020126,0.40635,0.86109,,0.0000856091,0.0012928264
7964,10.1039/c2ee22622g,17502,3b,21018,5E20,undefined,305,,,,0.0006557,,0.00013847,,0.20545,,,
7964,10.1039/c2ee22622g,17502,3b,21018,5E20,undefined,930,,,,0.00052429,,0.00020176,0.40504,0.86638,,,0.0012944154
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,310,37844,,,0.00058945,,0.00011294,0.60254,0.22072,,0.0000264243,0.0009782753
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,315,37645,,,0.00058947,,0.00011363,0.60106,0.22657,,0.000026564,0.0009807174
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,320,37446,,,0.00058949,,0.00011432,0.59958,0.23241,,0.0000267051,0.0009831716
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,325,37246,,,0.00058951,,0.00011501,0.59811,0.23826,,0.0000268485,0.0009856214
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,330,37047,,,0.00058953,,0.0001157,0.59663,0.24411,,0.0000269927,0.0009880998
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,335,36847,,,0.00058956,,0.00011638,0.59515,0.24996,,0.0000271393,0.0009906074
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,340,36648,,,0.00058958,,0.00011707,0.59367,0.2558,,0.0000272866,0.0009931107
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,345,36449,,,0.0005896,,0.00011776,0.5922,0.26165,,0.0000274356,0.0009956096
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,350,36249,,,0.00058962,,0.00011845,0.59072,0.2675,,0.000027587,0.0009981379
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,355,36050,,,0.00058964,,0.00011914,0.58924,0.27335,,0.0000277393,0.0010006788
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,360,35851,,,0.00058967,,0.00011983,0.58776,0.27919,,0.0000278932,0.0010032496
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,365,35651,,,0.00058969,,0.00012051,0.58628,0.28504,,0.0000280497,0.0010058163
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,370,35452,,,0.00058971,,0.0001212,0.58481,0.29089,,0.0000282072,0.0010083788
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,375,35252,,,0.00058973,,0.00012189,0.58333,0.29674,,0.0000283672,0.0010109715
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,380,35053,,,0.00058975,,0.00012258,0.58185,0.30258,,0.0000285282,0.0010135774
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,385,34854,,,0.00058978,,0.00012327,0.58037,0.30843,,0.0000286911,0.0010162138
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,390,34654,,,0.0005898,,0.00012395,0.5789,0.31428,,0.0000288567,0.0010188288
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,395,34455,,,0.00058982,,0.00012464,0.57742,0.32013,,0.0000290234,0.0010214748
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,400,34256,,,0.00058984,,0.00012533,0.57594,0.32597,,0.000029192,0.0010241345
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,405,34056,,,0.00058986,,0.00012602,0.57446,0.33182,,0.0000293634,0.0010268078
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,410,33857,,,0.00058989,,0.00012671,0.57299,0.33767,,0.000029536,0.0010294944
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,415,33657,,,0.00058991,,0.00012739,0.57151,0.34352,,0.0000297115,0.0010321954
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,420,33458,,,0.00058993,,0.00012808,0.57003,0.34936,,0.0000298882,0.0010349104
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,425,33259,,,0.00058995,,0.00012877,0.56855,0.35521,,0.000030067,0.0010376396
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,430,33059,,,0.00058997,,0.00012946,0.56707,0.36106,,0.0000302489,0.001040383
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,435,32860,,,0.00059,,0.00013015,0.5656,0.36691,,0.0000304321,0.00104314
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,440,32660,,,0.00059002,,0.00013084,0.56412,0.37276,,0.0000306185,0.0010459122
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,445,32461,,,0.00059004,,0.00013152,0.56264,0.3786,,0.0000308062,0.001048699
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,450,32262,,,0.00059006,,0.00013221,0.56116,0.38445,,0.0000309962,0.0010515005
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,455,32062,,,0.00059008,,0.0001329,0.55969,0.3903,,0.0000311896,0.0010542979
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,460,31863,,,0.00059011,,0.00013359,0.55821,0.39615,,0.0000313844,0.001057147
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,465,31664,,,0.00059013,,0.00013428,0.55673,0.40199,,0.0000315816,0.0010599932
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,470,31464,,,0.00059015,,0.00013496,0.55525,0.40784,,0.0000317824,0.0010628546
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,475,31265,,,0.00059017,,0.00013565,0.55378,0.41369,,0.0000319846,0.001065712
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,480,31065,,,0.00059019,,0.00013634,0.5523,0.41954,,0.0000321906,0.001068604
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,485,30866,,,0.00059021,,0.00013703,0.55082,0.42538,,0.0000323981,0.0010715116
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,490,30667,,,0.00059024,,0.00013772,0.54934,0.43123,,0.0000326083,0.001074453
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,495,30467,,,0.00059026,,0.0001384,0.54787,0.43708,,0.0000328224,0.0010773724
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,500,30268,,,0.00059028,,0.00013909,0.54639,0.44293,,0.0000330382,0.0010803272
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,505,30069,,,0.0005903,,0.00013978,0.54491,0.44877,,0.0000332568,0.0010832982
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,510,29869,,,0.00059032,,0.00014047,0.54343,0.45462,,0.0000334795,0.0010862853
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,515,29670,,,0.00059035,,0.00014116,0.54195,0.46047,,0.0000337041,0.0010893071
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,520,29470,,,0.00059037,,0.00014185,0.54048,0.46632,,0.0000339328,0.0010923068
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,525,29271,,,0.00059039,,0.00014253,0.539,0.47216,,0.0000341635,0.0010953432
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,530,29072,,,0.00059041,,0.00014322,0.53752,0.47801,,0.0000343974,0.0010983963
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,535,28872,,,0.00059043,,0.00014391,0.53604,0.48386,,0.0000346356,0.0011014663
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,540,28673,,,0.00059046,,0.0001446,0.53457,0.48971,,0.000034876,0.0011045513
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,545,28473,,,0.00059048,,0.00014529,0.53309,0.49555,,0.000035121,0.0011076554
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,550,28274,,,0.0005905,,0.00014597,0.53161,0.5014,,0.0000353682,0.0011107767
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,555,28075,,,0.00059052,,0.00014666,0.53013,0.50725,,0.0000356189,0.0011139155
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,560,27875,,,0.00059054,,0.00014735,0.52866,0.5131,,0.0000358744,0.0011170507
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,565,27676,,,0.00059057,,0.00014804,0.52718,0.51895,,0.0000361324,0.0011202436
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,570,27477,,,0.00059059,,0.00014873,0.5257,0.52479,,0.0000363941,0.0011234354
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,575,27277,,,0.00059061,,0.00014941,0.52422,0.53064,,0.0000366609,0.0011266453
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,580,27078,,,0.00059063,,0.0001501,0.52274,0.53649,,0.0000369303,0.0011298734
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,585,26878,,,0.00059065,,0.00015079,0.52127,0.54234,,0.0000372051,0.001133098
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,590,26679,,,0.00059068,,0.00015148,0.51979,0.54818,,0.0000374827,0.001136382
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,595,26480,,,0.0005907,,0.00015217,0.51831,0.55403,,0.0000377644,0.0011396655
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,600,26280,,,0.00059072,,0.00015286,0.51683,0.55988,,0.0000380518,0.0011429677
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,605,26081,,,0.00059074,,0.00015354,0.51536,0.56573,,0.0000383421,0.0011462667
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,610,25882,,,0.00059076,,0.00015423,0.51388,0.57157,,0.0000386369,0.0011496069
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,615,25682,,,0.00059079,,0.00015492,0.5124,0.57742,,0.0000389378,0.0011529859
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,620,25483,,,0.00059081,,0.00015561,0.51092,0.58327,,0.0000392418,0.001156365
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,625,25283,,,0.00059083,,0.0001563,0.50945,0.58912,,0.0000395523,0.0011597409
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,630,25084,,,0.00059085,,0.00015698,0.50797,0.59496,,0.0000398661,0.0011631592
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,635,24885,,,0.00059087,,0.00015767,0.50649,0.60081,,0.0000401849,0.0011665976
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,640,24685,,,0.0005909,,0.00015836,0.50501,0.60666,,0.0000405104,0.0011700758
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,645,24486,,,0.00059092,,0.00015905,0.50354,0.61251,,0.0000408397,0.0011735314
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,650,24286,,,0.00059094,,0.00015974,0.50206,0.61835,,0.000041176,0.0011770306
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,655,24087,,,0.00059096,,0.00016042,0.50058,0.6242,,0.0000415162,0.0011805506
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,660,23888,,,0.00059098,,0.00016111,0.4991,0.63005,,0.000041862,0.0011840914
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,665,23688,,,0.000591,,0.0001618,0.49762,0.6359,,0.0000422155,0.0011876532
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,670,23489,,,0.00059103,,0.00016249,0.49615,0.64174,,0.0000425731,0.0011912325
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,675,23290,,,0.00059105,,0.00016318,0.49467,0.64759,,0.0000429369,0.001194837
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,680,23090,,,0.00059107,,0.00016386,0.49319,0.65344,,0.0000433088,0.0011984631
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,685,22891,,,0.00059109,,0.00016455,0.49171,0.65929,,0.0000436853,0.001202111
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,690,22691,,,0.00059111,,0.00016524,0.49024,0.66514,,0.0000440703,0.0012057564
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,695,22492,,,0.00059114,,0.00016593,0.48876,0.67098,,0.0000444603,0.0012094689
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,700,22293,,,0.00059116,,0.00016662,0.48728,0.67683,,0.0000448571,0.0012131834
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,705,22093,,,0.00059118,,0.00016731,0.4858,0.68268,,0.0000452632,0.0012169205
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,710,21894,,,0.0005912,,0.00016799,0.48433,0.68853,,0.0000456746,0.0012206553
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,715,21695,,,0.00059122,,0.00016868,0.48285,0.69437,,0.0000460936,0.0012244382
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,720,21495,,,0.00059125,,0.00016937,0.48137,0.70022,,0.0000465224,0.0012282652
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,725,21296,,,0.00059127,,0.00017006,0.47989,0.70607,,0.0000469572,0.0012320949
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,730,21096,,,0.00059129,,0.00017075,0.47841,0.71192,,0.0000474024,0.0012359482
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,735,20897,,,0.00059131,,0.00017143,0.47694,0.71776,,0.0000478538,0.0012397996
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,740,20698,,,0.00059133,,0.00017212,0.47546,0.72361,,0.0000483138,0.0012437008
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,745,20498,,,0.00059136,,0.00017281,0.47398,0.72946,,0.0000487852,0.0012476476
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,750,20299,,,0.00059138,,0.0001735,0.4725,0.73531,,0.0000492635,0.0012515979
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,755,20099,,,0.0005914,,0.00017419,0.47103,0.74115,,0.0000497537,0.0012555464
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,760,19900,,,0.00059142,,0.00017487,0.46955,0.747,,0.0000502513,0.0012595464
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,765,19701,,,0.00059144,,0.00017556,0.46807,0.75285,,0.0000507588,0.0012635717
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,770,19501,,,0.00059147,,0.00017625,0.46659,0.7587,,0.0000512794,0.001267644
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,775,19302,,,0.00059149,,0.00017694,0.46512,0.76454,,0.0000518081,0.0012716933
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,780,19103,,,0.00059151,,0.00017763,0.46364,0.77039,,0.0000523478,0.0012757959
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,785,18903,,,0.00059153,,0.00017832,0.46216,0.77624,,0.0000529017,0.0012799247
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,790,18704,,,0.00059155,,0.000179,0.46068,0.78209,,0.0000534645,0.0012840801
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,795,18504,,,0.00059158,,0.00017969,0.45921,0.78793,,0.0000540424,0.0012882559
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,800,18305,,,0.0005916,,0.00018038,0.45773,0.79378,,0.0000546299,0.001292465
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,805,18106,,,0.00059162,,0.00018107,0.45625,0.79963,,0.0000552303,0.0012967014
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,810,17906,,,0.00059164,,0.00018176,0.45477,0.80548,,0.0000558472,0.0013009653
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,815,17707,,,0.00059166,,0.00018244,0.45329,0.81133,,0.0000564748,0.0013052571
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,820,17508,,,0.00059169,,0.00018313,0.45182,0.81717,,0.0000571167,0.0013095702
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,825,17308,,,0.00059171,,0.00018382,0.45034,0.82302,,0.0000577768,0.0013139184
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,830,17109,,,0.00059173,,0.00018451,0.44886,0.82887,,0.0000584488,0.0013182952
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,835,16909,,,0.00059175,,0.0001852,0.44738,0.83472,,0.0000591401,0.0013227011
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,840,16710,,,0.00059177,,0.00018588,0.44591,0.84056,,0.0000598444,0.0013271064
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,845,16511,,,0.00059179,,0.00018657,0.44443,0.84641,,0.0000605657,0.0013315708
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,850,16311,,,0.00059182,,0.00018726,0.44295,0.85226,,0.0000613083,0.0013360876
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,855,16112,,,0.00059184,,0.00018795,0.44147,0.85811,,0.0000620655,0.001340612
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,860,15912,,,0.00059186,,0.00018864,0.44,0.86395,,0.0000628457,0.0013451364
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,865,15713,,,0.00059188,,0.00018933,0.43852,0.8698,,0.0000636416,0.0013497218
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,870,15514,,,0.0005919,,0.00019001,0.43704,0.87565,,0.0000644579,0.0013543383
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,875,15314,,,0.00059193,,0.0001907,0.43556,0.8815,,0.0000652997,0.0013590091
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,880,15115,,,0.00059195,,0.00019139,0.43408,0.88734,,0.0000661594,0.0013636887
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,885,14916,,,0.00059197,,0.00019208,0.43261,0.89319,,0.0000670421,0.0013683687
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,890,14716,,,0.00059199,,0.00019277,0.43113,0.89904,,0.0000679532,0.0013731125
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,895,14517,,,0.00059201,,0.00019345,0.42965,0.90489,,0.0000688848,0.001377889
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,900,14317,,,0.00059204,,0.00019414,0.42817,0.91073,,0.000069847,0.0013827218
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,905,14118,,,0.00059206,,0.00019483,0.4267,0.91658,,0.0000708316,0.0013875322
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,910,13919,,,0.00059208,,0.00019552,0.42522,0.92243,,0.0000718442,0.0013924086
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,915,13719,,,0.0005921,,0.00019621,0.42374,0.92828,,0.0000728916,0.0013973191
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,920,13520,,,0.00059212,,0.00019689,0.42226,0.93412,,0.0000739645,0.001402264
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,925,13321,,,0.00059215,,0.00019758,0.42079,0.93997,,0.0000750694,0.001407234
7964,10.1039/c2ee22622g,17501,3a,21019,8E20,undefined,930,13121,,,0.00059217,,0.00019827,,0.94582,,0.0000762137,
7964,10.1039/c2ee22622g,17502,3b,21019,8E20,undefined,305,,,,0.00058942,,0.00011226,0.60402,0.21487,,,0.0009758286
7964,10.1039/c2ee22622g,17501,3a,21020,1E21,undefined,310,41473,,,0.00038167,,0.000091625,0.64558,0.048231,,0.0000241121,0.0005912048
