sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical resistivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical conductivity,Power factor,Figure of merit Z
27911,10.1016/j.actamat.2016.10.077,24984,2(f),31131,Mg2-xLaxSn0.75Ge0.25_ x=0.04,undefined,700,0.000028014,-0.00028643,3.7972,0.015851,35696.4374955379,0.0029286123,0.0007712557
27911,10.1016/j.actamat.2016.10.077,24985,2(g),31131,Mg2-xLaxSn0.75Ge0.25_ x=0.04,undefined,300,,-0.00026352,,,,,
27911,10.1016/j.actamat.2016.10.077,24984,2(f),31132,Mg2-xLaxSn0.75Ge0.25_ x=0.05,undefined,350,0.0000344,-0.00026247,2.8816,0.017682,29069.7674418605,0.0020026308,0.0006949718
27911,10.1016/j.actamat.2016.10.077,24984,2(f),31132,Mg2-xLaxSn0.75Ge0.25_ x=0.05,undefined,400,0.000032464,-0.00026756,2.8286,0.024225,30803.3514046328,0.0022051612,0.0007795946
27911,10.1016/j.actamat.2016.10.077,24984,2(f),31132,Mg2-xLaxSn0.75Ge0.25_ x=0.05,undefined,450,0.000031019,-0.00027266,2.7755,0.030768,32238.30555466,0.0023967077,0.0008635229
27911,10.1016/j.actamat.2016.10.077,24984,2(f),31132,Mg2-xLaxSn0.75Ge0.25_ x=0.05,undefined,500,0.000029449,-0.00027776,2.7224,0.037311,33957.0104248022,0.0026198043,0.0009623143
27911,10.1016/j.actamat.2016.10.077,24984,2(f),31132,Mg2-xLaxSn0.75Ge0.25_ x=0.05,undefined,550,0.000027436,-0.00028285,2.6693,0.043853,36448.4618749089,0.0029160272,0.0010924314
27911,10.1016/j.actamat.2016.10.077,24984,2(f),31132,Mg2-xLaxSn0.75Ge0.25_ x=0.05,undefined,600,0.000024962,-0.00028795,2.6162,0.050396,40060.8925566862,0.003321657,0.0012696495
27911,10.1016/j.actamat.2016.10.077,24984,2(f),31132,Mg2-xLaxSn0.75Ge0.25_ x=0.05,undefined,650,0.00002231,-0.00029305,2.5632,0.056939,44822.9493500672,0.0038493188,0.001501763
27911,10.1016/j.actamat.2016.10.077,24984,2(f),31132,Mg2-xLaxSn0.75Ge0.25_ x=0.05,undefined,700,0.000020062,-0.00029814,2.5101,0.063482,49845.4790150533,0.004430638,0.0017651241
27911,10.1016/j.actamat.2016.10.077,24985,2(g),31132,Mg2-xLaxSn0.75Ge0.25_ x=0.05,undefined,300,,-0.00025737,,,,,
