sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Figure of merit Z
21244,10.1073/pnas.1617663113,17144,4(F),20644,FeNb0.93Ti0.07Sb,Fe0.99Nb0.92Ti0.07Sb1.01,800,106120,0.0059708,0.00024731,6.8023,0.6925,0.0000094233,0.0008777619
21244,10.1073/pnas.1617663113,17144,4(F),20644,FeNb0.93Ti0.07Sb,Fe0.99Nb0.92Ti0.07Sb1.01,850,77877,0.0056294,0.00025739,6.3544,0.73413,0.0000128408,0.0008859058
21244,10.1073/pnas.1617663113,17144,4(F),20644,FeNb0.93Ti0.07Sb,Fe0.99Nb0.92Ti0.07Sb1.01,900,49631,0.005288,0.00026748,5.9065,0.77576,0.0000201487,0.0008952849
21244,10.1073/pnas.1617663113,17144,4(F),20644,FeNb0.93Ti0.07Sb,Fe0.99Nb0.92Ti0.07Sb1.01,950,21384,0.0049467,0.00027756,5.4587,0.81738,0.0000467639,0.0009062048
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,300,,,0.000089574,,,,
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,350,509370,0.0049976,0.000095769,7.9087,0.19974,0.0000019632,0.0006319117
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,400,474490,0.0050361,0.00010423,7.6244,0.27049,0.0000021075,0.0006605241
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,450,439600,0.0050747,0.00011407,7.3402,0.34123,0.0000022748,0.0006913572
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,500,404710,0.0051133,0.00012457,7.0559,0.41198,0.0000024709,0.0007246843
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,550,369830,0.0051518,0.00013517,6.7716,0.48273,0.0000027039,0.0007607951
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,600,334940,0.0051904,0.00014547,6.4873,0.55347,0.0000029856,0.0008000863
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,650,300050,0.0052289,0.00015517,6.203,0.62422,0.0000033328,0.0008429631
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,700,265170,0.0052675,0.00016411,5.9187,0.69497,0.0000037712,0.0008899758
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,750,230280,0.0053061,0.00017223,5.6344,0.76572,0.0000043425,0.0009417329
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,800,195390,0.0053446,0.00017954,5.3502,0.83646,0.000005118,0.0009989533
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,850,160510,0.0053832,0.00018613,5.0659,0.90721,0.0000062301,0.0010626345
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,900,125620,0.0054217,0.00019214,4.7816,0.97796,0.0000079605,0.0011338673
21244,10.1073/pnas.1617663113,17209,4(B),20539,FeSb0.8Ti0.2Sb,Fe1.02Nb0.8Ti0.2Sb0.99,950,90734,0.0054603,0.00019775,4.4973,1.0487,0.0000110212,0.0012141285
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,350,,,,,0.32237,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,400,,,,,0.35943,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,450,,,,,0.39649,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,500,,,,,0.43354,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,550,,,,,0.4706,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,600,,,,,0.50766,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,650,,,,,0.54471,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,700,,,,,0.58177,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,750,,,,,0.61883,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,800,,,,,0.65589,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,850,,,,,0.69294,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,900,,,,,0.73,,
21244,10.1073/pnas.1617663113,25325,7f,31556,Nb0.95Ti0.05FeSb ,Nb0.95Ti0.05FeSb ,950,,,,,0.76706,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,350,,,,,0.19987,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,400,,,,,0.27042,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,450,,,,,0.34096,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,500,,,,,0.41151,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,550,,,,,0.48206,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,600,,,,,0.55261,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,650,,,,,0.62315,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,700,,,,,0.6937,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,750,,,,,0.76425,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,800,,,,,0.8348,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,850,,,,,0.90535,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,900,,,,,0.97589,,
21244,10.1073/pnas.1617663113,25325,7f,31557,Nb0.8Ti0.2FeSb,Nb0.8Ti0.2FeSb,950,,,,,1.0464,,
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,300,,0.01024,,11.913,0.25787,,0.0008595652
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,350,271780,0.00982,0.00018655,11.446,0.31798,0.0000036794,0.0008579416
