sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier mobility,Electrical resistivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical conductivity,Power factor,Figure of merit Z
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,543.5,0.017661,0.000013478,0.00014602,1.4562,0.56267,74194.9844190533,0.0015819736,0.0010863711
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,544,0.017637,0.000013506,0.00014622,1.4546,0.56366,74041.1668887902,0.0015830215,0.0010882865
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,544.5,0.017613,0.000013534,0.00014641,1.453,0.56466,73887.9858135067,0.0015838546,0.0010900582
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,545,0.017588,0.000013562,0.0001466,1.4515,0.56565,73735.4372511429,0.0015846896,0.00109176
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,545.5,0.017564,0.00001359,0.00014679,1.4499,0.56665,73583.5172921266,0.0015855264,0.0010935419
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,546,0.01754,0.000013619,0.00014699,1.4484,0.56765,73426.8301637418,0.0015864645,0.0010953221
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,546.5,0.017516,0.000013647,0.00014718,1.4468,0.56864,73276.17791456,0.0015873051,0.0010971144
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,547,0.017492,0.000013675,0.00014737,1.4453,0.56964,73126.1425959781,0.0015881475,0.0010988359
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,547.5,0.017467,0.000013704,0.00014756,1.4437,0.57064,72971.3952130765,0.0015888758,0.0011005581
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,548,0.017443,0.000013732,0.00014775,1.4422,0.57163,72822.6041363239,0.001589722,0.0011022896
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,548.5,0.017419,0.000013761,0.00014795,1.4407,0.57263,72669.1374173389,0.0015906695,0.0011040949
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,549,0.017395,0.000013789,0.00014814,1.4391,0.57362,72521.5751686127,0.0015915193,0.0011059129
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,549.5,0.017371,0.000013818,0.00014833,1.4376,0.57462,72369.3732812274,0.0015922557,0.0011075791
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,550,0.017347,0.000013847,0.00014852,1.4361,0.57562,72217.8089116776,0.0015929942,0.0011092502
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,550.5,0.017322,0.000013876,0.00014871,1.4345,0.57661,72066.8780628423,0.0015937348,0.0011110037
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,551,0.017298,0.000013905,0.00014891,1.433,0.57761,71916.5767709457,0.0015946917,0.0011128344
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,551.5,0.017274,0.000013934,0.0001491,1.4315,0.5786,71766.9011052103,0.0015954363,0.0011145207
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,552,0.01725,0.000013963,0.00014929,1.43,0.5796,71617.8471675141,0.0015961831,0.0011162119
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,552.5,0.017226,0.000013992,0.00014948,1.4285,0.5806,71469.4110920526,0.0015969318,0.0011179082
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,553,0.017202,0.000014022,0.00014967,1.427,0.58159,71316.5026387106,0.0015975687,0.0011195296
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,553.5,0.017177,0.000014051,0.00014986,1.4255,0.58259,71169.311792755,0.0015983218,0.0011212359
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,554,0.017153,0.00001408,0.00015006,1.4239,0.58358,71022.7272727273,0.00159929,0.0011231758
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,554.5,0.017129,0.00001411,0.00015025,1.4224,0.58458,70871.722182849,0.0015999336,0.0011248127
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,555,0.017105,0.00001414,0.00015044,1.4209,0.58558,70721.3578500707,0.0016005795,0.0011264547
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,555.5,0.017081,0.000014169,0.00015063,1.4195,0.58657,70576.610911144,0.0016013407,0.001128102
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,556,0.017056,0.000014199,0.00015082,1.418,0.58757,70427.4948940066,0.0016019912,0.001129754
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,556.5,0.017032,0.000014229,0.00015102,1.4165,0.58857,70279.0076604118,0.0016028562,0.001131561
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,557,0.017008,0.000014259,0.00015121,1.415,0.58956,70131.1452416018,0.0016035111,0.0011332234
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,557.5,0.016984,0.000014289,0.0001514,1.4135,0.59056,69983.9037021485,0.0016041682,0.0011348909
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,558,0.01696,0.000014319,0.00015159,1.412,0.59155,69837.2791396047,0.0016048277,0.0011365635
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,558.5,0.016936,0.000014349,0.00015178,1.4105,0.59255,69691.2676841592,0.0016054895,0.0011382414
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,559,0.016911,0.00001438,0.00015197,1.4091,0.59355,69541.0292072323,0.0016060418,0.0011397642
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,559.5,0.016887,0.00001441,0.00015216,1.4076,0.59454,69396.2526023595,0.0016067082,0.0011414523
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,560,0.016863,0.000014441,0.00015236,1.4061,0.59554,69247.2820441798,0.0016074766,0.0011432164
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,560.5,0.016839,0.000014471,0.00015255,1.4046,0.59653,69103.7246907608,0.0016081475,0.0011449149
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,561,0.016815,0.000014502,0.00015274,1.4032,0.59753,68956.0060681285,0.0016087097,0.0011464579
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,561.5,0.016791,0.000014532,0.00015293,1.4017,0.59853,68813.6526286815,0.0016093851,0.0011481666
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,562,0.016766,0.000014563,0.00015312,1.4003,0.59952,68667.170225915,0.0016099522,0.0011497195
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,562.5,0.016742,0.000014594,0.00015331,1.3988,0.60052,68521.3101274496,0.0016105219,0.0011513596
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,563,0.016718,0.000014625,0.00015351,1.3973,0.60151,68376.0683760684,0.0016113039,0.0011531553
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,563.5,0.016694,0.000014656,0.0001537,1.3959,0.60251,68231.4410480349,0.0016118784,0.0011547234
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,564,0.01667,0.000014687,0.00015389,1.3944,0.60351,68087.4242527405,0.0016124554,0.0011563794
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,564.5,0.016645,0.000014719,0.00015408,1.393,0.6045,67939.3980569332,0.0016129252,0.0011578788
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,565,0.016621,0.00001475,0.00015427,1.3916,0.6055,67796.6101694915,0.0016135073,0.001159462
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,565.5,0.016597,0.000014781,0.00015446,1.3901,0.6065,67654.4212164265,0.0016140918,0.0011611336
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,566,0.016573,0.000014813,0.00015465,1.3887,0.60749,67508.269763046,0.0016145698,0.0011626484
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,566.5,0.016549,0.000014844,0.00015485,1.3872,0.60849,67367.286445702,0.001615368,0.001164481
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,567,0.016525,0.000014876,0.00015504,1.3858,0.60948,67222.3716052702,0.0016158511,0.001166006
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,567.5,0.0165,0.000014908,0.00015523,1.3844,0.61048,67078.0788838208,0.0016163371,0.0011675362
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,568,0.016476,0.00001494,0.00015542,1.383,0.61148,66934.4042838019,0.0016168257,0.0011690714
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,568.5,0.016452,0.000014972,0.00015561,1.3815,0.61247,66791.3438418381,0.0016173171,0.0011706964
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,569,0.016428,0.000015004,0.0001558,1.3801,0.61347,66648.8936283658,0.0016178113,0.001172242
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,569.5,0.016404,0.000015036,0.00015599,1.3787,0.61446,66507.0497472732,0.0016183081,0.0011737928
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,570,0.01638,0.000015068,0.00015619,1.3773,0.61546,66365.8083355455,0.0016190149,0.0011754991
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,570.5,0.016355,0.000015101,0.00015638,1.3759,0.61646,66220.7800807894,0.0016194096,0.001176982
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,571,0.016331,0.000015133,0.00015657,1.3745,0.61745,66080.7506773277,0.0016199144,0.0011785481
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,571.5,0.016307,0.000015165,0.00015676,1.3731,0.61845,65941.3122321134,0.0016204219,0.0011801193
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,572,0.016283,0.000015198,0.00015695,1.3717,0.61944,65798.1313330701,0.0016208253,0.0011816179
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,572.5,0.016259,0.000015231,0.00015714,1.3703,0.62044,65655.5708751888,0.0016212317,0.0011831217
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,573,0.016234,0.000015264,0.00015733,1.3689,0.62144,65513.6268343815,0.001621641,0.0011846308
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,573.5,0.01621,0.000015296,0.00015753,1.3675,0.62243,65376.5690376569,0.0016223654,0.0011863732
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,574,0.016186,0.000015329,0.00015772,1.3661,0.62343,65235.8275164721,0.0016227802,0.0011878927
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,574.5,0.016162,0.000015362,0.00015791,1.3647,0.62443,65095.690665278,0.001623198,0.0011894175
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,575,0.016138,0.000015396,0.0001581,1.3633,0.62542,64951.9355676799,0.0016235133,0.0011908701
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,575.5,0.016114,0.000015429,0.00015829,1.3619,0.62642,64813.0144533022,0.001623937,0.0011924055
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,576,0.016089,0.000015462,0.00015848,1.3605,0.62741,64674.6863277713,0.0016243636,0.0011939461
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,576.5,0.016065,0.000015496,0.00015868,1.3591,0.62841,64532.782653588,0.001624893,0.0011955655
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,577,0.016041,0.000015529,0.00015887,1.3578,0.62941,64395.6468542727,0.0016253253,0.0011970285
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,577.5,0.016017,0.000015563,0.00015906,1.3564,0.6304,64254.9636959455,0.001625656,0.0011985078
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,578,0.015993,0.000015597,0.00015925,1.355,0.6314,64114.8938898506,0.0016259898,0.0011999925
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,578.5,0.015969,0.00001563,0.00015944,1.3537,0.63239,63979.5265515035,0.0016264308,0.0012014706
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,579,0.015944,0.000015664,0.00015963,1.3523,0.63339,63840.6537282942,0.0016267707,0.0012029659
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,579.5,0.01592,0.000015698,0.00015982,1.3509,0.63439,63702.3824691043,0.0016271138,0.0012044665
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,580,0.015896,0.000015732,0.00016002,1.3496,0.63538,63564.7088736334,0.0016276634,0.0012060339
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,580.5,0.015872,0.000015767,0.00016021,1.3482,0.63638,63423.6062662523,0.0016279092,0.0012074686
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,581,0.015848,0.000015801,0.0001604,1.3469,0.63738,63287.1337257136,0.0016282615,0.0012088956
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,581.5,0.015823,0.000015835,0.00016059,1.3455,0.63837,63151.2472371329,0.0016286169,0.0012104176
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,582,0.015799,0.00001587,0.00016078,1.3442,0.63937,63011.9722747322,0.0016288726,0.0012117785
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,582.5,0.015775,0.000015905,0.00016097,1.3428,0.64036,62873.3102797862,0.0016291318,0.0012132349
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,583,0.015751,0.000015939,0.00016117,1.3415,0.64136,62739.1931739758,0.0016296988,0.0012148332
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,583.5,0.015727,0.000015974,0.00016136,1.3401,0.64236,62601.7278076875,0.0016299643,0.0012163005
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,584,0.015703,0.000016009,0.00016155,1.3388,0.64335,62464.8635142732,0.0016302332,0.0012176824
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,584.5,0.015678,0.000016044,0.00016174,1.3375,0.64435,62328.59636001,0.0016305053,0.0012190694
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,585,0.015654,0.000016079,0.00016193,1.3361,0.64534,62192.9224454257,0.0016307808,0.001220553
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,585.5,0.01563,0.000016114,0.00016212,1.3348,0.64634,62057.8379049274,0.0016310596,0.0012219506
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,586,0.015606,0.00001615,0.00016232,1.3335,0.64734,61919.5046439628,0.0016314416,0.0012234283
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,586.5,0.015582,0.000016185,0.00016251,1.3321,0.64833,61785.6039542787,0.0016317269,0.0012249282
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,587,0.015558,0.00001622,0.0001627,1.3308,0.64933,61652.281134402,0.0016320154,0.0012263416
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,587.5,0.015533,0.000016256,0.00016289,1.3295,0.65032,61515.7480314961,0.0016322067,0.0012276846
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,588,0.015509,0.000016292,0.00016308,1.3282,0.65132,61379.8183157378,0.0016324016,0.001229033
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,588.5,0.015485,0.000016328,0.00016328,1.3269,0.65232,61244.4879960804,0.0016328,0.0012305373
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,589,0.015461,0.000016364,0.00016347,1.3256,0.65331,61109.7531165974,0.0016330018,0.0012318963
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,589.5,0.015437,0.0000164,0.00016366,1.3243,0.65431,60975.6097560976,0.001633207,0.0012332606
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,590,0.015412,0.000016436,0.00016385,1.323,0.65531,60842.054027744,0.0016334158,0.0012346303
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,590.5,0.015388,0.000016472,0.00016404,1.3217,0.6563,60709.082078679,0.0016336281,0.0012360052
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,591,0.015364,0.000016508,0.00016424,1.3204,0.6573,60576.6900896535,0.0016340427,0.0012375362
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,591.5,0.01534,0.000016545,0.00016443,1.3191,0.65829,60441.2209126624,0.0016341629,0.0012388469
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,592,0.015316,0.000016581,0.00016462,1.3178,0.65929,60309.9933659007,0.0016343854,0.0012402378
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,592.5,0.015292,0.000016618,0.00016481,1.3165,0.66029,60175.7130822,0.0016345129,0.0012415594
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,593,0.015267,0.000016655,0.00016501,1.3152,0.66128,60042.0294205944,0.0016348424,0.0012430371
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,593.5,0.015243,0.000016692,0.0001652,1.3139,0.66228,59908.9384136113,0.0016349772,0.0012443696
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,594,0.015219,0.000016729,0.00016539,1.3126,0.66327,59776.436128878,0.0016351158,0.0012457076
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,594.5,0.015195,0.000016766,0.00016558,1.3113,0.66427,59644.5186687344,0.001635258,0.0012470511
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,595,0.015171,0.000016803,0.00016577,1.3101,0.66527,59513.1821698506,0.001635404,0.0012483047
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,595.5,0.015147,0.00001684,0.00016597,1.3088,0.66626,59382.4228028503,0.0016357506,0.0012498095
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,596,0.015122,0.000016877,0.00016616,1.3075,0.66726,59252.2367719381,0.0016359036,0.0012511691
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,596.5,0.015098,0.000016915,0.00016635,1.3062,0.66825,59119.1250369495,0.0016359635,0.0012524602
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,597,0.015074,0.000016953,0.00016654,1.305,0.66925,58986.610039521,0.0016360273,0.0012536608
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,597.5,0.01505,0.00001699,0.00016674,1.3037,0.67025,58858.1518540318,0.0016363877,0.0012551873
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,598,0.015026,0.000017028,0.00016693,1.3025,0.67124,58726.8029128494,0.0016364591,0.0012563985
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,598.5,0.015001,0.000017066,0.00016712,1.3012,0.67224,58596.0389077698,0.0016365343,0.0012577116
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,599,0.014977,0.000017104,0.00016732,1.2999,0.67324,58465.855940131,0.0016368091,0.0012591808
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,599.5,0.014953,0.000017142,0.00016751,1.2987,0.67423,58336.2501458406,0.0016368919,0.001260408
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,600,0.014929,0.000017181,0.0001677,1.2974,0.67523,58203.8298120016,0.0016368832,0.0012616642
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,600.5,0.014905,0.000017219,0.00016789,1.2962,0.67622,58075.3818456356,0.0016369738,0.0012629022
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,601,0.014881,0.000017257,0.00016809,1.295,0.67722,57947.4995653938,0.001637263,0.0012642958
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,601.5,0.014856,0.000017296,0.00016828,1.2937,0.67822,57816.8362627197,0.0016372663,0.0012655688
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,602,0.014832,0.000017335,0.00016847,1.2925,0.67921,57686.7608883761,0.0016372738,0.0012667495
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,602.5,0.014808,0.000017374,0.00016867,1.2912,0.68021,57557.2694831357,0.0016374795,0.0012681843
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,603,0.014784,0.000017412,0.00016886,1.29,0.6812,57431.6563289685,0.001637589,0.0012694488
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,603.5,0.01476,0.000017452,0.00016905,1.2888,0.6822,57300.0229200092,0.0016375145,0.001270573
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,604,0.014736,0.000017491,0.00016924,1.2876,0.6832,57172.2600194386,0.001637538,0.0012717754
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,604.5,0.014711,0.00001753,0.00016944,1.2863,0.68419,57045.0656018254,0.0016377589,0.0012732325
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,605,0.014687,0.000017569,0.00016963,1.2851,0.68519,56918.435881382,0.0016377902,0.0012744458
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,605.5,0.014663,0.000017609,0.00016982,1.2839,0.68618,56789.1419160656,0.0016377325,0.001275592
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,606,0.014639,0.000017648,0.00017002,1.2827,0.68718,56663.644605621,0.0016379647,0.0012769663
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,606.5,0.014615,0.000017688,0.00017021,1.2815,0.68818,56535.5042966983,0.0016379152,0.0012781235
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,607,0.01459,0.000017728,0.0001704,1.2803,0.68917,56407.9422382671,0.00163787,0.0012792861
